x,y,speed,distance,direction,role,result
44.18,29.75,2.03,0.2,291.64,1,1
55.02,31.81,2.78,0.27,136.45,3,1
48.02,31.23,2.0,0.23,173.62,0,1
45.26,27.78,2.82,0.32,266.76,0,1
57.35,29.42,3.03,0.32,154.49,0,1
58.26,40.25,4.06,0.46,106.39,0,1
73.24,22.47,3.63,0.53,148.17,0,1
55.57,15.54,4.94,0.58,181.94,0,1
52.62,37.6,3.21,0.38,90.35,0,1
46.6,22.49,0.83,0.1,37.98,0,1
46.93,34.14,1.17,0.15,286.22,0,1
61.97,11.23,4.39,0.42,37.66,0,1
45.99,29.09,3.01,0.3,274.06,0,1
78.8,28.28,3.31,0.35,157.08,3,2
78.09,31.95,1.46,0.16,150.23,3,2
75.98,27.71,2.62,0.33,182.57,3,2
84.7,38.11,1.35,0.15,186.53,3,2
87.87,4.25,4.06,0.42,154.34,3,2
85.83,50.2,0.52,0.06,50.08,3,2
73.43,31.45,1.34,0.21,137.09,3,2
74.9,32.43,0.74,0.12,328.92,3,2
72.58,23.44,4.16,0.49,187.29,3,2
69.87,19.69,6.36,0.66,187.64,1,2
85.13,10.55,7.02,0.71,182.43,2,2
79.26,25.93,5.39,0.59,169.82,0,2
86.32,24.37,6.92,0.74,193.71,0,2
76.18,22.45,6.76,0.71,184.89,0,2
85.98,12.59,7.48,0.77,191.61,0,2
91.32,47.91,2.43,0.28,88.52,0,2
101.67,21.63,6.99,0.74,168.22,0,2
72.16,21.43,5.69,0.62,187.33,0,2
70.12,34.34,2.71,0.28,270.13,0,2
87.63,38.55,1.2,0.15,179.5,0,2
72.92,29.91,2.91,0.31,181.66,0,2
89.02,4.16,4.49,0.53,157.58,0,2
74.14,31.06,2.51,0.32,233.73,3,1
73.44,32.59,2.18,0.27,226.92,3,1
75.07,28.8,1.64,0.24,264.95,3,1
86.17,42.02,4.71,0.49,48.05,3,1
87.63,6.71,6.45,0.71,102.12,3,1
74.23,28.52,2.1,0.28,296.7,3,1
73.42,27.13,1.96,0.21,302.43,3,1
75.52,30.73,1.77,0.12,342.12,3,1
72.71,29.53,1.08,0.13,273.16,1,1
83.94,39.85,2.45,0.33,38.34,3,1
84.15,19.32,4.83,0.51,54.93,2,1
75.07,27.51,2.49,0.27,269.45,0,1
86.68,29.81,2.82,0.3,161.24,0,1
81.88,28.82,0.19,0.05,354.34,0,1
75.04,30.62,3.69,0.45,214.19,0,1
87.47,42.92,3.97,0.43,54.15,0,1
97.77,25.85,0.7,0.09,212.1,0,1
84.56,18.6,1.96,0.28,52.08,0,1
84.79,39.65,3.23,0.45,38.86,0,1
74.21,27.59,2.41,0.23,303.41,0,1
74.27,32.33,2.29,0.34,222.26,0,1
86.91,8.55,5.9,0.62,99.97,0,1
89.45,31.57,0.91,0.14,249.97,3,1
89.21,32.55,0.65,0.06,243.69,3,1
90.24,31.06,0.74,0.13,230.66,3,1
98.06,13.12,5.53,0.58,50.44,2,1
102.18,42.55,5.69,0.61,135.07,3,1
89.6,29.22,1.56,0.23,269.92,3,1
87.16,24.91,2.29,0.27,301.01,3,1
92.48,15.1,6.72,0.72,162.14,3,1
86.83,29.66,0.5,0.07,242.88,1,1
97.09,28.25,3.11,0.37,30.65,3,1
95.87,47.53,5.52,0.63,11.91,3,1
87.23,24.09,1.96,0.21,301.29,0,1
100.88,32.57,1.53,0.14,116.43,0,1
98.39,25.51,2.44,0.2,143.98,0,1
89.83,32.72,0.66,0.08,248.89,0,1
105.26,44.3,4.04,0.4,154.87,0,1
108.8,24.9,3.49,0.33,189.52,0,1
100.03,45.6,3.87,0.45,6.46,0,1
96.13,14.08,4.13,0.42,177.41,0,1
90.28,28.64,2.7,0.29,265.13,0,1
90.65,31.89,0.6,0.08,199.32,0,1
98.16,11.52,4.4,0.47,53.58,0,1
74.7,27.98,1.4,0.1,162.75,3,1
79.06,20.68,5.13,0.55,43.17,3,1
61.94,29.06,1.31,0.16,255.64,3,1
56.89,42.16,2.85,0.33,240.96,3,1
74.63,26.72,1.88,0.26,68.02,3,1
63.79,22.14,0.87,0.02,128.29,3,1
62.35,38.77,0.91,0.2,305.72,3,1
62.6,12.8,1.53,0.18,147.85,3,1
75.51,22.58,2.61,0.27,63.39,3,1
51.38,26.67,2.31,0.26,212.19,3,1
57.0,7.61,4.88,0.5,249.95,3,1
68.15,28.3,6.06,0.65,190.89,2,1
78.47,23.76,1.19,0.1,79.59,1,1
75.13,25.66,1.94,0.23,73.59,0,1
74.34,25.09,1.11,0.19,77.37,0,1
78.29,20.99,3.87,0.46,61.54,0,1
59.97,7.45,8.38,0.82,256.6,0,1
75.76,23.09,2.08,0.17,53.46,0,1
75.58,27.75,0.68,0.08,71.61,0,1
65.88,40.95,3.79,0.4,211.4,0,1
62.68,27.23,5.74,0.6,228.71,0,1
76.13,13.9,5.0,0.56,195.06,0,1
71.33,24.2,3.05,0.31,144.56,3,1
77.56,22.93,3.87,0.49,32.75,3,1
58.65,30.37,0.89,0.08,236.21,3,1
51.48,42.72,4.11,0.47,254.2,3,1
70.12,25.49,2.0,0.18,206.7,3,1
57.61,19.85,2.57,0.29,234.69,3,1
60.33,42.01,3.01,0.38,331.5,3,1
49.98,33.23,2.65,0.31,280.02,3,1
73.83,21.25,1.05,0.18,35.01,3,1
46.62,17.48,4.49,0.44,282.21,3,1
57.07,11.52,3.12,0.42,231.36,3,1
63.09,46.84,2.36,0.23,322.23,0,1
75.53,24.04,0.71,0.09,341.47,1,1
72.54,24.52,1.34,0.11,123.64,0,1
73.56,22.0,0.82,0.15,80.57,0,1
77.48,21.83,3.15,0.37,52.9,0,1
55.84,17.23,5.55,0.63,320.8,0,1
74.54,21.41,0.59,0.06,50.66,0,1
72.09,26.37,2.27,0.26,130.71,0,1
63.15,27.26,1.09,0.09,228.52,0,1
57.06,37.15,6.64,0.7,283.7,0,1
65.74,21.39,5.05,0.54,211.28,2,1
29.15,32.71,3.1,0.37,275.68,3,1
29.96,30.11,2.29,0.29,170.12,3,1
29.28,27.76,0.25,0.04,205.25,3,1
39.54,16.69,2.96,0.34,7.21,2,1
50.58,35.51,6.1,0.68,150.59,3,1
27.92,27.96,1.03,0.19,344.76,3,1
26.35,26.73,2.79,0.31,279.53,3,1
31.56,44.75,4.17,0.48,24.76,3,1
24.43,29.09,1.96,0.18,293.12,1,1
40.44,32.57,1.14,0.12,353.82,3,1
48.85,12.77,6.57,0.7,152.18,3,1
28.08,32.82,3.95,0.51,254.49,0,1
47.92,26.86,0.77,0.11,218.4,0,1
42.24,34.07,2.55,0.3,206.72,0,1
41.66,45.08,0.63,0.0,169.44,0,1
60.15,35.83,4.4,0.48,162.48,0,1
42.4,22.28,0.72,0.22,316.01,0,1
55.86,13.84,4.25,0.5,178.73,0,1
24.89,27.05,4.18,0.48,304.86,0,1
25.87,28.65,3.6,0.39,294.1,0,1
42.91,13.69,1.58,0.19,61.2,0,1
30.32,29.38,3.26,0.29,172.92,0,1
41.74,32.11,2.69,0.34,234.26,3,1
40.67,32.08,0.89,0.12,253.89,3,1
43.24,26.99,3.65,0.41,286.66,3,1
62.2,26.81,7.82,0.79,42.33,3,1
64.08,41.17,8.78,0.9,80.74,2,1
44.59,28.82,2.22,0.29,274.44,3,1
43.62,28.31,2.47,0.31,267.86,3,1
49.33,31.44,3.32,0.38,42.38,3,1
46.62,30.94,2.04,0.25,210.51,3,1
41.26,28.86,0.52,0.09,195.86,1,1
45.03,26.46,2.86,0.35,259.04,3,1
46.05,30.48,1.43,0.24,265.26,0,1
54.9,33.19,3.09,0.28,32.99,0,1
41.73,30.71,3.23,0.44,204.01,0,1
50.34,28.14,1.26,0.07,47.9,0,1
62.69,42.08,7.68,0.78,82.13,0,1
73.03,30.73,5.43,0.54,49.98,0,1
42.74,26.78,5.55,0.61,307.48,0,1
44.44,25.55,3.39,0.39,260.11,0,1
41.09,32.82,0.51,0.08,206.52,0,1
43.74,27.62,2.93,0.36,260.97,0,1
63.73,23.84,6.28,0.63,42.34,0,1
94.16,29.5,0.54,0.1,1.08,3,1
90.0,30.48,1.21,0.18,243.31,3,1
106.18,49.74,6.12,0.67,80.42,3,1
92.79,26.42,1.56,0.23,255.24,3,1
91.3,24.47,1.72,0.2,298.56,3,1
94.62,28.22,1.12,0.1,355.5,3,1
89.32,28.85,1.13,0.08,269.45,1,1
102.11,41.53,5.21,0.58,10.92,2,1
98.9,28.98,6.69,0.78,11.63,3,1
104.0,27.47,6.65,0.67,58.86,3,1
101.6,11.81,4.08,0.46,22.04,3,1
95.43,29.5,2.69,0.29,346.29,0,1
102.18,29.0,3.63,0.36,9.72,0,1
104.98,31.97,2.86,0.24,94.67,0,1
108.18,48.42,1.95,0.24,34.23,0,1
112.07,24.67,3.5,0.32,16.97,0,1
102.72,18.36,1.7,0.14,49.46,0,1
104.83,40.39,3.95,0.36,353.43,0,1
91.74,23.64,2.08,0.3,301.03,0,1
102.06,32.75,3.42,0.32,37.37,0,1
105.08,11.38,2.33,0.54,339.58,0,1
90.22,31.23,1.15,0.12,234.63,0,1
100.22,25.35,2.57,0.29,276.51,3,1
97.34,26.79,2.14,0.18,234.99,3,1
111.45,20.92,3.91,0.47,53.38,3,1
112.72,36.06,5.11,0.5,40.22,3,1
99.92,22.53,0.28,0.07,248.73,3,1
97.1,21.12,3.02,0.35,296.73,3,1
106.11,7.62,7.08,0.78,142.33,3,1
100.74,23.59,1.26,0.19,222.47,3,1
96.2,23.28,0.55,0.04,255.07,1,1
111.2,22.49,5.04,0.54,26.07,3,1
106.69,19.85,7.03,0.82,172.73,2,1
111.87,25.12,2.41,0.3,110.88,0,1
109.76,17.73,2.89,0.32,210.2,0,1
112.55,13.73,1.09,0.17,198.95,0,1
115.58,24.97,1.3,0.21,44.54,0,1
111.35,35.62,1.69,0.24,80.77,0,1
107.86,8.64,0.99,0.22,149.38,0,1
96.47,20.61,3.93,0.48,306.35,0,1
109.81,20.63,1.99,0.16,134.37,0,1
112.4,35.48,3.92,0.42,33.73,0,1
97.8,27.53,2.2,0.21,232.27,0,1
101.62,22.84,1.64,0.22,205.91,0,1
87.96,29.46,1.22,0.22,89.2,3,0
85.47,20.28,4.14,0.45,250.66,3,0
79.78,23.23,3.52,0.37,245.31,3,0
66.47,6.26,5.58,0.68,251.28,3,0
88.74,26.3,2.48,0.28,113.41,3,0
85.51,24.81,2.01,0.22,136.92,3,0
81.55,30.38,3.24,0.36,290.69,3,0
75.23,13.98,5.59,0.58,205.69,3,0
62.87,21.48,5.46,0.53,240.31,3,0
93.55,28.13,4.3,0.49,44.71,3,0
70.35,35.04,3.89,0.41,250.64,3,0
71.43,14.95,7.02,0.71,228.98,2,0
94.72,29.35,2.42,0.2,40.9,1,0
82.48,29.22,2.38,0.29,336.09,0,0
88.86,27.13,1.92,0.15,104.47,0,0
87.87,21.36,1.11,0.16,220.34,0,0
88.83,29.02,1.71,0.23,94.47,0,0
67.64,5.23,9.45,0.96,257.68,0,0
81.69,18.13,6.4,0.64,193.91,0,0
86.04,28.79,2.82,0.31,287.24,0,0
91.49,27.54,1.36,0.05,46.13,0,0
84.62,25.63,1.34,0.14,173.66,0,0
33.84,30.8,2.22,0.21,41.29,3,2
30.57,26.5,3.62,0.44,1.36,3,2
24.4,34.33,0.92,0.1,236.86,3,2
33.26,25.68,2.56,0.34,3.26,3,2
32.38,28.78,2.81,0.29,354.69,3,2
30.44,29.15,2.58,0.36,18.33,3,2
24.49,15.74,2.57,0.28,357.31,3,2
22.6,23.89,3.28,0.33,114.26,3,2
34.41,24.28,2.97,0.34,47.3,3,2
29.21,31.58,2.22,0.3,51.95,3,2
34.63,19.97,3.74,0.5,34.49,3,2
32.51,33.46,1.84,0.27,267.85,0,2
36.14,24.4,2.0,0.16,74.0,1,2
33.22,28.49,3.74,0.42,340.9,0,2
32.15,27.36,4.04,0.39,334.85,0,2
31.12,17.27,4.07,0.53,317.61,2,2
34.81,24.61,2.34,0.38,6.4,0,2
34.59,30.48,2.27,0.24,17.61,0,2
35.16,29.81,2.83,0.32,330.2,0,2
38.89,26.82,3.85,0.45,339.47,0,2
34.53,25.76,3.9,0.46,354.72,0,2
32.88,29.32,3.14,0.35,343.15,0,2
35.89,30.97,3.21,0.34,205.62,3,1
25.08,40.89,4.87,0.54,342.63,3,1
28.23,19.26,6.22,0.63,353.25,3,1
36.7,26.93,2.64,0.27,145.65,3,1
28.68,44.8,2.23,0.2,222.06,3,1
28.82,13.85,0.72,0.2,200.83,3,1
30.31,21.55,4.87,0.52,11.79,3,1
36.8,30.53,1.42,0.21,60.43,3,1
20.98,31.58,2.99,0.26,214.13,3,1
23.59,20.69,2.53,0.16,294.55,3,1
41.04,24.58,1.13,0.19,64.83,3,1
31.77,20.72,6.44,0.72,356.46,0,1
40.5,29.14,0.54,0.05,149.11,1,1
37.94,29.96,1.15,0.19,91.65,0,1
37.26,29.4,0.73,0.09,87.52,0,1
23.87,22.7,5.13,0.54,283.99,2,1
40.91,25.49,1.63,0.24,88.72,0,1
35.01,46.02,0.12,0.02,9.28,0,1
37.33,27.34,1.81,0.19,132.27,0,1
37.55,31.83,0.65,0.1,175.37,0,1
30.3,13.41,0.75,0.07,316.54,0,1
26.16,41.35,5.83,0.64,337.97,0,1
34.4,30.04,1.18,0.13,320.33,3,1
33.33,32.7,0.89,0.12,342.2,3,1
44.47,31.07,2.64,0.31,141.48,3,1
52.19,47.33,5.84,0.64,81.98,3,1
34.59,27.21,0.99,0.09,273.29,3,1
31.94,26.52,1.93,0.14,294.08,3,1
40.05,33.75,2.57,0.3,40.91,2,1
35.76,28.0,0.08,0.01,194.56,3,1
32.45,29.68,1.47,0.18,284.96,1,1
42.17,10.02,5.45,0.61,173.51,3,1
44.39,19.0,0.97,0.18,158.33,3,1
36.42,26.97,0.75,0.05,61.66,0,1
50.23,26.05,0.66,0.1,68.58,0,1
45.0,19.1,1.12,0.15,155.66,0,1
31.3,26.25,3.1,0.32,316.14,0,1
50.99,45.39,1.21,0.27,92.77,0,1
60.51,37.01,3.73,0.41,57.42,0,1
43.53,35.26,1.31,0.22,281.83,0,1
57.05,16.65,1.91,0.25,96.34,0,1
45.14,11.15,3.04,0.37,170.12,0,1
33.82,32.51,0.22,0.03,90.14,0,1
35.1,30.67,1.72,0.22,326.8,0,1
37.45,30.44,0.81,0.1,90.77,3,1
33.58,31.6,1.99,0.2,224.64,3,1
44.42,27.3,5.1,0.49,17.45,3,1
51.1,38.5,5.35,0.54,45.42,2,1
34.58,26.92,0.91,0.14,253.85,3,1
32.09,27.08,2.94,0.4,283.71,3,1
40.21,27.97,2.88,0.33,125.92,3,1
35.72,27.32,1.0,0.12,261.13,3,1
32.67,30.1,1.05,0.06,314.22,1,1
46.25,20.27,5.65,0.63,87.98,3,1
51.33,44.58,7.91,0.82,71.01,3,1
34.29,32.32,2.05,0.24,212.73,0,1
47.43,33.89,4.1,0.41,21.66,0,1
45.95,23.46,0.89,0.16,147.28,0,1
33.25,27.24,3.52,0.42,328.81,0,1
53.8,44.73,5.53,0.59,66.74,0,1
63.02,31.52,4.43,0.47,44.46,0,1
51.58,37.81,4.1,0.44,47.74,0,1
44.73,20.69,4.75,0.55,102.35,0,1
35.39,26.45,0.64,0.1,231.52,0,1
45.02,27.06,4.8,0.5,26.15,0,1
38.04,30.54,1.28,0.12,66.26,0,1
50.02,36.87,1.49,0.17,279.3,3,1
56.15,40.42,0.94,0.15,177.95,3,1
64.48,22.95,8.62,0.88,173.12,2,1
73.45,6.13,4.79,0.55,110.02,3,1
50.19,33.97,1.02,0.13,243.42,3,1
54.41,36.28,0.4,0.05,33.78,3,1
51.36,47.29,4.86,0.52,11.13,3,1
52.58,37.63,0.08,0.03,46.48,3,1
47.68,20.34,6.07,0.63,166.11,1,1
57.24,26.91,4.25,0.47,161.32,3,1
55.48,37.23,3.21,0.37,139.41,3,1
53.14,34.77,2.16,0.27,137.15,0,1
53.38,46.42,4.75,0.51,355.62,0,1
56.5,37.24,3.95,0.44,143.68,0,1
61.94,38.9,4.91,0.54,75.8,0,1
66.75,32.94,7.01,0.69,166.67,0,1
72.99,19.94,7.03,0.74,217.16,0,1
55.66,46.19,2.03,0.23,32.89,0,1
58.8,22.02,3.75,0.4,147.39,0,1
57.36,30.69,3.62,0.4,158.23,0,1
47.68,38.89,3.13,0.37,252.78,0,1
73.71,7.29,5.21,0.65,102.11,0,1
109.32,25.56,0.9,0.15,331.31,3,4
108.83,26.86,0.77,0.01,259.85,3,4
109.91,21.45,2.26,0.31,87.29,3,4
108.76,36.57,3.75,0.58,153.41,2,4
110.13,22.9,0.69,0.06,47.15,3,4
110.85,22.73,2.72,0.27,34.5,3,4
106.1,23.0,2.59,0.38,94.84,3,4
109.13,24.26,0.64,0.05,351.34,3,4
106.6,24.37,2.24,0.18,294.41,1,4
109.11,21.13,1.46,0.13,13.4,3,4
110.68,35.67,3.64,0.45,123.95,3,4
109.78,24.42,0.65,0.1,321.34,0,4
109.51,26.35,2.03,0.2,321.86,0,4
109.99,23.41,2.75,0.32,277.25,0,4
111.54,37.09,3.32,0.33,188.9,0,4
114.9,26.65,2.32,0.2,334.64,0,4
111.18,36.15,2.51,0.31,150.82,0,4
109.71,21.27,1.71,0.22,345.99,0,4
110.61,23.63,1.03,0.2,340.31,0,4
108.95,20.14,3.01,0.39,323.44,0,4
109.05,27.56,1.88,0.21,256.1,0,4
111.76,20.67,1.18,0.15,19.38,0,4
80.32,36.2,1.91,0.21,277.19,3,1
67.98,35.14,6.15,0.63,249.08,3,1
76.69,23.08,5.25,0.56,237.92,3,1
63.21,15.43,8.65,0.88,282.58,3,1
71.31,23.47,6.67,0.71,186.88,3,1
63.73,21.34,7.63,0.77,267.96,3,1
89.11,27.89,1.5,0.25,139.03,3,1
89.46,29.4,1.35,0.12,138.48,3,1
90.89,19.92,2.6,0.26,92.78,3,1
90.62,24.32,2.38,0.22,81.06,3,1
81.96,16.28,4.34,0.53,199.26,3,1
74.92,23.77,8.53,0.88,203.52,0,1
93.28,25.87,0.1,0.11,161.49,1,1
89.49,27.2,1.17,0.18,86.58,0,1
90.98,24.87,2.2,0.27,86.76,0,1
91.15,21.24,2.1,0.25,81.9,0,1
90.49,29.06,1.43,0.14,128.17,0,1
89.92,30.13,1.43,0.17,138.32,0,1
65.4,18.03,9.81,0.99,279.37,2,1
83.02,16.09,6.32,0.67,202.83,0,1
90.39,21.39,2.65,0.26,99.58,0,1
89.55,28.56,1.28,0.21,129.26,0,1
89.66,24.35,3.87,0.37,348.35,3,1
83.95,26.77,4.76,0.56,237.05,3,1
90.33,22.08,3.04,0.38,277.71,3,1
100.4,14.89,4.17,0.43,34.89,3,1
87.5,25.85,2.96,0.29,287.27,3,1
96.23,35.29,6.36,0.66,18.83,3,1
94.85,26.68,3.74,0.45,170.96,3,1
102.97,19.86,0.84,0.07,51.92,3,1
88.0,20.86,2.28,0.3,334.23,3,1
85.05,23.22,4.55,0.53,329.96,3,1
101.02,32.87,2.81,0.23,19.6,3,1
100.71,16.13,5.73,0.59,48.53,0,1
84.6,24.69,2.55,0.26,318.06,1,1
88.95,23.4,2.34,0.26,337.81,0,1
87.46,25.05,2.58,0.31,292.38,0,1
84.45,27.19,3.57,0.42,249.29,0,1
100.41,33.53,5.2,0.54,37.86,0,1
93.76,36.95,6.88,0.69,19.11,2,1
86.44,26.97,2.69,0.32,280.51,0,1
87.15,20.76,1.43,0.16,303.32,0,1
94.27,26.28,4.33,0.48,167.42,0,1
87.67,22.8,0.94,0.14,273.3,0,1
91.1,25.92,4.82,0.52,275.71,3,1
95.88,42.16,4.48,0.52,333.65,3,1
99.96,29.59,1.86,0.22,127.77,3,1
109.92,21.61,4.19,0.5,89.22,3,1
93.14,31.57,2.33,0.32,234.34,3,1
95.69,38.17,3.88,0.49,349.79,3,1
97.92,37.1,2.24,0.21,174.6,3,1
99.63,33.8,1.17,0.19,114.38,3,1
92.17,30.86,2.59,0.34,256.84,3,1
103.53,23.39,5.52,0.56,208.77,3,1
107.44,31.39,7.52,0.75,166.97,3,1
107.94,24.26,6.07,0.69,91.67,0,1
87.93,29.3,4.16,0.43,239.98,1,1
95.12,34.46,0.83,0.06,312.59,0,1
93.9,34.69,1.23,0.13,356.91,0,1
95.97,40.84,3.71,0.39,346.87,0,1
105.75,29.67,7.87,0.85,152.03,0,1
92.7,38.61,3.81,0.41,16.58,0,1
94.97,37.6,3.06,0.34,339.75,0,1
93.94,32.17,1.67,0.24,302.34,0,1
96.21,23.4,6.65,0.69,168.97,2,1
99.08,29.21,1.49,0.13,122.32,0,1
111.41,24.18,4.77,0.47,20.57,3,4
109.19,30.14,2.29,0.29,27.28,3,4
107.59,21.03,1.01,0.09,217.47,3,4
101.07,23.21,6.73,0.74,249.0,3,4
101.98,26.37,3.49,0.39,211.24,3,4
107.33,25.54,2.59,0.32,297.28,3,4
100.43,20.05,4.64,0.48,291.38,3,4
108.2,31.11,4.63,0.46,16.85,3,4
110.7,24.13,2.53,0.25,154.58,3,4
114.63,24.96,6.94,0.73,160.09,3,4
108.41,20.87,2.55,0.21,200.87,3,4
99.26,23.01,3.99,0.41,257.45,1,4
107.23,21.28,0.82,0.07,219.86,0,4
107.42,21.95,0.92,0.1,189.42,0,4
107.23,24.58,1.54,0.19,330.56,0,4
108.06,35.86,6.31,0.7,22.5,0,4
113.26,22.07,6.64,0.68,160.99,2,4
104.55,29.94,1.64,0.22,332.59,0,4
111.89,25.22,4.83,0.52,27.7,0,4
108.76,21.64,2.25,0.31,187.76,0,4
101.69,19.86,3.24,0.37,272.2,0,4
115.85,23.53,7.06,0.75,156.69,0,4
65.96,26.88,2.27,0.23,88.96,3,1
67.27,27.89,3.28,0.37,81.67,3,1
36.8,19.31,9.03,0.93,277.57,3,1
40.43,13.24,6.79,0.74,295.02,3,1
62.62,28.29,2.38,0.25,103.65,3,1
64.97,29.6,1.33,0.15,140.55,3,1
56.22,34.25,3.66,0.38,246.28,2,1
60.74,26.66,2.11,0.28,125.52,3,1
64.99,28.63,0.72,0.06,69.31,1,1
50.47,22.56,6.64,0.76,181.94,3,1
42.3,32.24,7.56,0.78,314.56,3,1
64.79,30.11,1.26,0.14,151.27,0,1
47.62,20.9,3.26,0.48,174.4,0,1
43.93,34.52,4.35,0.53,296.7,0,1
66.59,26.45,1.43,0.2,109.9,0,1
37.9,10.84,5.55,0.64,294.53,0,1
31.93,24.28,5.24,0.57,262.69,0,1
36.71,17.73,7.05,0.76,278.71,0,1
61.15,26.01,2.72,0.31,104.47,0,1
63.48,27.66,2.91,0.31,84.3,0,1
44.1,39.87,1.33,0.09,226.22,0,1
31.72,36.34,2.03,0.31,261.8,0,1
27.32,28.05,1.31,0.17,348.6,3,1
29.98,26.37,1.24,0.12,44.8,3,1
21.35,11.54,6.83,0.72,203.91,3,1
18.49,27.43,2.71,0.22,310.36,2,1
28.33,31.58,1.3,0.14,86.15,3,1
30.09,31.42,1.79,0.22,119.19,3,1
22.88,43.01,6.17,0.68,335.4,3,1
26.93,27.08,0.18,0.04,76.57,3,1
30.32,29.32,0.62,0.02,123.58,1,1
17.5,36.75,2.01,0.2,286.01,3,1
17.51,20.68,2.03,0.14,280.47,3,1
29.68,25.63,1.35,0.19,25.64,0,1
20.24,33.49,1.71,0.29,310.72,0,1
18.52,42.62,4.5,0.5,353.28,0,1
30.35,32.15,2.87,0.26,131.75,0,1
13.43,22.36,2.74,0.25,324.32,0,1
10.04,33.3,1.06,0.24,315.97,0,1
20.1,11.94,5.89,0.65,190.79,0,1
26.01,28.04,1.89,0.18,358.81,0,1
27.81,32.28,0.91,0.11,74.68,0,1
18.61,38.1,2.75,0.38,252.47,0,1
16.52,20.72,1.36,0.09,309.8,0,1
51.19,44.03,1.46,0.16,62.28,3,2
53.66,23.2,0.8,0.09,284.2,3,2
65.01,12.16,5.16,0.58,69.51,3,2
40.7,31.45,0.56,0.04,140.03,3,2
37.81,35.52,1.65,0.2,319.25,3,2
51.21,31.84,1.12,0.11,161.86,3,2
52.17,10.3,3.16,0.42,179.33,3,2
38.18,27.51,0.66,0.08,319.05,3,2
68.09,30.64,5.36,0.62,43.29,3,2
61.66,44.21,5.3,0.57,110.25,3,2
38.65,27.72,3.36,0.42,351.84,3,2
63.35,15.03,7.82,0.81,82.68,0,2
37.62,30.14,0.91,0.09,0.49,1,2
37.65,27.6,1.54,0.17,245.68,0,2
39.97,31.13,0.19,0.04,48.02,0,2
37.88,34.67,1.87,0.23,311.51,0,2
50.76,47.46,0.68,0.03,147.89,0,2
50.2,7.28,0.43,0.04,74.85,0,2
49.09,26.23,0.9,0.07,98.8,2,2
38.64,34.89,1.52,0.21,315.71,0,2
37.8,26.33,0.97,0.14,52.72,0,2
59.63,43.42,7.27,0.77,86.24,0,2
49.19,41.01,3.35,0.34,5.67,3,2
41.3,30.47,0.52,0.02,43.76,3,2
60.15,11.07,2.9,0.33,70.45,3,2
41.54,34.09,3.68,0.41,353.51,3,2
38.68,34.41,2.86,0.37,296.63,3,2
52.84,25.96,3.54,0.44,2.69,3,2
50.43,18.72,1.59,0.19,347.48,3,2
35.98,29.35,1.86,0.2,295.59,3,2
64.96,27.69,3.09,0.3,30.5,3,2
57.88,45.94,3.49,0.39,357.09,3,2
39.77,24.55,2.59,0.33,72.0,3,2
36.96,33.35,3.48,0.37,335.9,1,2
36.06,29.86,2.35,0.23,298.43,0,2
40.5,30.35,0.26,0.02,319.15,0,2
56.05,25.17,5.66,0.58,21.04,0,2
39.03,33.32,1.65,0.17,294.04,0,2
50.65,7.01,0.97,0.08,29.86,0,2
48.0,42.19,3.12,0.37,12.12,0,2
40.68,32.38,2.57,0.29,346.75,0,2
38.63,25.25,1.22,0.17,103.19,0,2
49.4,21.62,2.58,0.35,1.35,0,2
56.31,46.03,5.25,0.58,15.44,2,2
40.27,26.18,1.57,0.22,65.95,3,2
53.27,39.75,4.59,0.49,89.1,3,2
33.56,24.77,2.88,0.36,327.37,3,2
57.88,38.62,3.72,0.39,144.74,3,2
42.22,34.46,1.0,0.15,348.09,3,2
38.88,27.91,2.24,0.21,212.07,3,2
56.87,15.16,3.23,0.3,162.09,3,2
69.65,22.67,6.35,0.63,107.61,3,2
36.11,29.5,2.91,0.33,282.24,3,2
53.11,19.32,3.08,0.35,177.55,3,2
66.43,10.46,7.58,0.81,94.46,3,2
59.13,16.5,7.49,0.78,140.75,0,2
34.98,30.46,1.76,0.18,331.77,1,2
38.72,26.59,1.13,0.21,74.1,0,2
37.09,29.6,1.68,0.17,283.14,0,2
42.26,33.56,0.87,0.09,345.5,0,2
66.91,12.55,9.64,1.0,96.09,0,2
40.16,30.83,0.4,0.1,349.26,0,2
38.7,29.07,1.28,0.13,220.57,0,2
34.55,23.97,2.66,0.34,289.15,0,2
49.28,18.4,2.87,0.35,181.65,2,2
41.38,34.04,0.92,0.1,295.68,0,2
102.78,24.55,2.15,0.3,112.86,3,2
102.69,23.46,3.6,0.36,106.71,3,2
86.28,47.36,6.21,0.73,293.18,2,2
101.5,29.68,2.27,0.31,87.61,3,2
102.4,32.85,3.92,0.42,69.68,3,2
101.58,26.01,1.37,0.12,100.45,3,2
99.1,29.84,0.51,0.05,32.99,3,2
106.34,30.99,4.82,0.45,49.08,1,2
84.71,31.76,6.57,0.68,274.56,3,2
85.7,18.98,5.55,0.59,298.79,3,2
82.5,9.45,4.83,0.61,258.93,3,2
87.44,34.39,4.16,0.43,309.12,0,2
102.65,25.49,2.1,0.32,101.74,0,2
98.95,32.15,3.45,0.32,8.88,0,2
89.03,21.87,4.08,0.44,307.26,0,2
80.7,10.09,5.82,0.62,273.21,0,2
75.25,36.3,4.77,0.51,320.1,0,2
80.67,19.54,2.83,0.32,334.72,0,2
102.52,34.32,4.66,0.56,73.98,0,2
