index,x,y,speed,distance,direction,jerseyNumber,role,playId,result
76017,61.47,30.17,0.57,0.07,358.78,9.0,3,1239,0
76088,60.48,35.37,1.57,0.16,156.63,64.0,3,1239,0
76159,42.26,36.73,7.11,0.74,251.7,82.0,3,1239,0
76230,60.18,31.83,1.56,0.22,92.46,67.0,3,1239,0
76301,41.8,20.08,6.92,0.71,278.87,89.0,3,1239,0
76372,40.82,13.66,8.82,0.89,267.55,16.0,3,1239,0
76443,62.6,27.63,3.31,0.4,67.71,75.0,3,1239,0
76514,63.61,27.2,4.08,0.54,64.8,71.0,3,1239,0
76585,47.49,47.31,7.99,0.84,300.84,41.0,3,1239,0
76656,63.15,28.16,4.11,0.49,28.87,97.0,0,1239,0
76727,59.75,29.32,1.8,0.2,78.3,98.0,0,1239,0
76798,39.31,12.87,6.71,0.7,266.8,23.0,0,1239,0
76869,40.82,38.08,4.75,0.49,252.52,34.0,0,1239,0
76940,36.5,20.79,4.48,0.46,300.88,22.0,0,1239,0
77011,47.64,19.73,3.54,0.35,272.49,55.0,0,1239,0
77082,60.31,32.51,1.51,0.22,91.52,93.0,0,1239,0
77153,48.98,30.2,2.09,0.24,0.33,54.0,0,1239,0
77224,47.23,46.56,6.85,0.73,301.95,26.0,0,1239,0
77295,59.45,35.53,2.49,0.3,180.93,99.0,0,1239,0
77366,44.21,34.81,6.62,0.69,266.8,42.0,0,1239,0
78923,32.77,31.09,2.06,0.23,346.87,60.0,3,1284,2
78990,42.77,34.41,1.52,0.13,73.86,9.0,3,1284,2
79057,33.4,32.01,1.28,0.14,326.17,64.0,3,1284,2
79124,13.69,50.52,3.49,0.33,263.82,19.0,3,1284,2
79191,14.41,14.16,5.87,0.62,324.17,82.0,3,1284,2
79258,28.46,36.64,0.82,0.06,317.99,67.0,3,1284,2
79325,30.86,25.54,1.34,0.16,209.57,16.0,3,1284,2
79392,31.22,33.01,2.95,0.32,6.98,75.0,3,1284,2
79459,12.72,39.29,3.32,0.38,216.81,13.0,3,1284,2
79526,36.38,25.48,2.03,0.21,295.45,71.0,3,1284,2
79593,36.88,34.02,2.34,0.23,17.18,41.0,3,1284,2
79660,32.61,26.46,0.72,0.07,323.27,97.0,0,1284,2
79727,37.78,33.95,3.21,0.36,21.53,98.0,0,1284,2
79794,12.77,29.38,1.6,0.16,76.7,34.0,0,1284,2
79861,13.17,13.81,5.35,0.58,326.74,22.0,0,1284,2
79928,26.39,33.89,0.62,0.07,6.63,29.0,0,1284,2
79995,35.22,24.92,2.85,0.31,281.94,55.0,0,1284,2
80062,35.52,31.37,1.87,0.25,356.89,93.0,0,1284,2
80129,41.83,34.66,4.27,0.47,68.35,54.0,0,1284,2
80196,12.71,39.74,2.95,0.33,219.3,26.0,0,1284,2
80263,35.81,36.39,2.44,0.26,16.09,99.0,0,1284,2
80330,12.98,50.65,3.14,0.31,273.62,20.0,0,1284,2
80453,32.94,24.35,1.32,0.2,3.33,60.0,3,1306,1
80523,26.94,15.9,4.39,0.49,216.25,22.0,3,1306,1
80593,37.59,26.65,1.15,0.12,28.42,9.0,3,1306,1
80663,36.48,26.86,0.87,0.14,122.38,64.0,3,1306,1
80733,15.69,44.65,8.33,0.86,307.6,19.0,3,1306,1
80803,18.74,21.44,4.0,0.41,327.98,82.0,3,1306,1
80873,35.81,25.43,1.32,0.19,142.67,67.0,3,1306,1
80943,34.61,24.04,1.18,0.1,68.21,75.0,3,1306,1
81013,14.25,35.75,6.84,0.74,259.44,13.0,3,1306,1
81083,37.48,25.53,2.88,0.26,45.32,71.0,3,1306,1
81153,27.03,31.03,1.28,0.06,254.67,41.0,3,1306,1
81223,38.16,25.18,3.5,0.33,40.55,97.0,0,1306,1
81293,36.45,27.28,1.46,0.17,98.72,96.0,0,1306,1
81363,32.22,24.87,2.07,0.24,357.66,92.0,0,1306,1
81433,10.67,40.39,1.92,0.3,302.44,34.0,0,1306,1
81503,12.98,24.66,2.57,0.25,29.3,22.0,0,1306,1
81573,18.1,19.47,4.06,0.39,346.49,29.0,0,1306,1
81643,24.5,17.39,4.35,0.5,183.45,55.0,0,1306,1
81713,23.93,32.08,0.77,0.16,77.0,54.0,0,1306,1
81783,18.76,44.86,5.08,0.57,310.61,26.0,0,1306,1
81853,36.34,25.57,2.01,0.23,94.49,99.0,0,1306,1
81923,16.12,35.89,4.44,0.45,264.22,20.0,0,1306,1
90969,44.09,13.72,3.85,0.43,40.69,52.0,3,1437,1
91062,55.03,28.36,6.43,0.66,39.16,51.0,3,1437,1
91155,30.75,31.49,4.2,0.54,177.46,57.0,3,1437,1
91248,46.12,44.49,2.95,0.27,86.37,32.0,3,1437,1
91341,44.38,31.33,1.13,0.09,145.92,53.0,3,1437,1
91434,31.94,25.33,2.99,0.49,190.92,95.0,3,1437,1
91527,51.88,7.19,5.55,0.59,53.56,26.0,3,1437,1
91620,39.33,25.37,0.92,0.11,250.31,98.0,3,1437,1
91713,30.56,26.2,2.7,0.31,43.83,70.0,3,1437,1
91806,51.76,45.11,3.91,0.42,57.98,23.0,3,1437,1
91899,62.61,16.68,5.97,0.63,65.63,43.0,3,1437,1
91992,29.72,30.53,0.53,0.06,93.82,8.0,0,1437,1
92085,50.54,45.77,6.35,0.67,32.53,82.0,0,1437,1
92178,29.72,27.06,0.62,0.11,80.99,61.0,0,1437,1
92271,30.06,32.31,2.42,0.33,169.58,71.0,0,1437,1
92364,29.29,26.11,0.62,0.12,116.91,74.0,0,1437,1
92457,53.51,29.72,7.74,0.78,38.25,19.0,0,1437,1
92550,50.65,12.58,4.09,0.45,65.24,14.0,0,1437,1
92643,32.54,26.89,2.81,0.27,177.98,62.0,0,1437,1
92736,53.45,4.41,7.01,0.72,85.08,30.0,0,1437,1
92829,39.53,26.4,5.42,0.55,164.19,33.0,0,1437,1
92922,32.02,27.98,1.52,0.15,153.74,65.0,0,1437,1
93108,62.9,29.64,2.91,0.37,235.3,94.0,3,1461,1
93193,66.15,25.77,0.91,0.12,174.89,52.0,3,1461,1
93278,63.88,34.33,0.71,0.05,218.68,57.0,3,1461,1
93363,60.78,29.23,2.15,0.22,321.05,32.0,3,1461,1
93448,77.38,26.58,4.87,0.53,107.5,53.0,3,1461,1
93533,65.23,34.46,0.78,0.04,306.4,95.0,3,1461,1
93618,81.27,24.23,9.13,0.94,146.45,26.0,3,1461,1
93703,68.62,28.65,0.3,0.02,298.54,98.0,3,1461,1
93788,87.2,12.25,8.26,0.87,87.27,21.0,3,1461,1
93873,83.12,39.64,3.92,0.37,106.84,23.0,3,1461,1
93958,93.58,22.37,4.77,0.47,180.82,43.0,3,1461,1
94043,62.06,29.28,1.65,0.23,220.32,8.0,0,1461,1
94128,67.24,33.0,1.54,0.19,16.71,82.0,0,1461,1
94213,67.39,28.96,1.37,0.23,240.9,61.0,0,1461,1
94298,83.07,23.74,9.01,0.92,146.36,17.0,0,1461,1
94383,64.34,33.62,0.59,0.05,294.96,71.0,0,1461,1
94468,63.19,32.85,0.77,0.08,219.82,74.0,0,1461,1
94553,83.65,39.43,3.95,0.42,111.18,19.0,0,1461,1
94638,87.93,13.06,7.35,0.8,87.16,14.0,0,1461,1
94723,61.23,28.84,2.45,0.28,320.61,62.0,0,1461,1
94808,65.8,26.0,1.19,0.04,116.08,33.0,0,1461,1
94893,65.63,34.05,0.99,0.1,307.09,65.0,0,1461,1
95058,88.28,15.12,4.89,0.55,207.42,94.0,3,1485,4
95132,93.31,29.28,2.74,0.35,113.72,52.0,3,1485,4
95206,101.67,19.03,5.12,0.54,122.29,32.0,3,1485,4
95280,89.23,22.29,4.65,0.54,198.12,53.0,3,1485,4
95354,90.32,24.19,0.81,0.14,325.27,95.0,3,1485,4
95428,90.84,20.27,2.64,0.29,169.43,26.0,3,1485,4
95502,93.23,20.32,2.35,0.23,154.03,98.0,3,1485,4
95576,92.16,22.75,1.35,0.16,117.07,93.0,3,1485,4
95650,97.37,12.56,5.24,0.53,136.16,21.0,3,1485,4
95724,100.77,33.84,3.38,0.32,123.12,23.0,3,1485,4
95798,108.98,26.09,6.45,0.67,157.41,43.0,3,1485,4
95872,82.39,16.3,5.2,0.52,196.67,8.0,0,1485,4
95946,92.26,22.28,0.85,0.08,93.65,82.0,0,1485,4
96020,89.9,25.14,1.61,0.21,196.09,61.0,0,1485,4
96094,100.73,23.97,7.03,0.72,151.13,17.0,0,1485,4
96168,91.35,23.42,0.69,0.09,160.05,71.0,0,1485,4
96242,92.15,20.08,2.03,0.23,184.62,72.0,0,1485,4
96316,91.09,14.52,4.5,0.5,151.64,19.0,0,1485,4
96390,104.37,13.64,8.3,0.86,126.86,14.0,0,1485,4
96464,90.39,23.3,0.73,0.11,319.07,62.0,0,1485,4
96538,89.08,23.33,2.75,0.32,153.51,33.0,0,1485,4
96612,90.92,22.02,0.61,0.06,147.39,65.0,0,1485,4
103498,81.87,30.6,0.47,0.02,73.62,60.0,3,1632,1
103564,85.4,30.43,1.0,0.09,84.21,9.0,3,1632,1
103630,84.44,32.05,1.88,0.26,149.11,65.0,3,1632,1
103696,81.81,31.33,0.36,0.05,81.81,67.0,3,1632,1
103762,74.8,11.48,6.57,0.7,191.64,89.0,3,1632,1
103828,71.85,29.5,3.13,0.23,351.24,16.0,3,1632,1
103894,84.86,30.29,1.24,0.17,78.78,75.0,3,1632,1
103960,67.07,38.41,1.92,0.21,271.74,13.0,3,1632,1
104026,70.7,15.45,1.15,0.08,290.15,11.0,3,1632,1
104092,85.79,29.33,3.6,0.37,48.43,71.0,3,1632,1
104158,84.51,43.06,4.53,0.55,345.96,41.0,3,1632,1
104224,86.22,28.95,4.24,0.43,44.56,97.0,0,1632,1
104290,84.98,29.62,2.42,0.16,78.49,98.0,0,1632,1
104356,71.68,26.6,4.49,0.48,346.26,34.0,0,1632,1
104422,57.98,32.74,3.92,0.45,355.58,22.0,0,1632,1
104488,66.04,14.95,0.84,0.08,271.58,29.0,0,1632,1
104554,77.74,41.82,6.38,0.68,40.69,55.0,0,1632,1
104620,80.79,31.52,1.41,0.08,353.43,93.0,0,1632,1
104686,72.79,31.8,3.98,0.4,15.43,54.0,0,1632,1
104752,66.36,39.57,2.66,0.32,290.04,26.0,0,1632,1
104818,85.64,30.9,2.93,0.28,138.26,99.0,0,1632,1
104884,71.34,12.79,4.65,0.53,197.48,20.0,0,1632,1
111103,12.88,21.88,4.28,0.49,274.96,94.0,3,1730,1
111190,14.44,26.2,4.04,0.44,206.45,57.0,3,1730,1
111277,39.08,26.46,4.88,0.55,151.32,32.0,3,1730,1
111364,22.7,21.38,3.65,0.35,185.06,53.0,3,1730,1
111451,12.89,27.2,3.51,0.4,236.73,44.0,3,1730,1
111538,23.59,19.75,4.46,0.47,50.66,26.0,3,1730,1
111625,18.89,21.59,2.25,0.21,155.02,98.0,3,1730,1
111712,28.63,2.61,7.15,0.74,102.58,21.0,3,1730,1
111799,26.62,45.91,4.79,0.54,85.19,23.0,3,1730,1
111886,19.06,31.66,3.5,0.47,315.72,47.0,3,1730,1
111973,22.55,16.8,5.19,0.56,201.13,43.0,3,1730,1
112060,10.97,23.68,4.0,0.42,264.89,8.0,0,1730,1
112147,13.5,30.31,4.85,0.47,3.64,82.0,0,1730,1
112234,17.87,21.34,2.35,0.23,165.39,61.0,0,1730,1
112321,13.14,26.52,3.24,0.34,238.19,71.0,0,1730,1
112408,12.79,21.28,3.19,0.39,277.87,74.0,0,1730,1
112495,21.52,23.04,5.37,0.55,17.61,19.0,0,1730,1
112582,28.5,1.12,7.3,0.78,102.92,14.0,0,1730,1
112669,15.79,26.32,3.42,0.41,235.96,62.0,0,1730,1
112756,26.57,48.89,5.67,0.66,76.41,11.0,0,1730,1
112843,11.66,16.14,5.7,0.62,166.75,33.0,0,1730,1
112930,19.54,18.97,5.52,0.55,181.47,65.0,0,1730,1
114840,32.37,21.46,4.29,0.45,37.25,94.0,3,1809,1
114919,23.22,23.81,1.67,0.03,297.88,57.0,3,1809,1
114998,44.03,24.57,3.8,0.38,320.49,32.0,3,1809,1
115077,40.32,31.8,3.38,0.38,280.7,53.0,3,1809,1
115156,24.18,31.61,2.35,0.26,44.67,44.0,3,1809,1
115235,40.22,10.92,2.4,0.26,57.49,26.0,3,1809,1
115314,29.32,29.85,0.48,0.04,309.97,98.0,3,1809,1
115393,52.1,11.54,4.51,0.5,80.55,21.0,3,1809,1
115472,51.09,42.22,3.94,0.52,60.08,23.0,3,1809,1
115551,38.56,36.14,2.17,0.24,208.69,47.0,3,1809,1
115630,58.02,30.48,3.97,0.49,34.16,43.0,3,1809,1
115709,26.39,28.59,0.89,0.07,48.14,8.0,0,1809,1
115788,30.65,15.2,4.96,0.56,165.08,82.0,0,1809,1
115867,24.49,23.68,1.18,0.02,264.03,61.0,0,1809,1
115946,24.85,30.72,1.52,0.21,9.59,71.0,0,1809,1
116025,29.29,22.26,3.2,0.35,35.38,74.0,0,1809,1
116104,50.44,12.34,6.6,0.81,80.51,19.0,0,1809,1
116183,43.61,15.85,1.97,0.17,95.66,14.0,0,1809,1
116262,28.49,29.53,0.47,0.12,316.9,62.0,0,1809,1
116341,52.52,40.94,7.41,0.81,66.06,11.0,0,1809,1
116420,35.72,34.22,1.61,0.1,172.98,33.0,0,1809,1
116499,27.32,25.49,0.65,0.07,42.15,65.0,0,1809,1
116651,27.07,25.2,3.42,0.45,305.04,94.0,3,1833,1
116751,28.6,31.93,2.91,0.34,209.07,57.0,3,1833,1
116851,42.25,22.4,3.22,0.32,78.55,32.0,3,1833,1
116951,31.07,26.69,1.99,0.22,229.31,53.0,3,1833,1
117051,31.05,31.02,0.8,0.08,163.92,44.0,3,1833,1
117151,47.27,21.69,7.67,0.79,56.61,26.0,3,1833,1
117251,29.23,26.39,1.35,0.2,246.8,98.0,3,1833,1
117351,51.2,7.99,5.42,0.57,87.27,21.0,3,1833,1
117451,42.97,39.67,3.52,0.36,144.59,23.0,3,1833,1
117551,34.85,22.8,1.84,0.23,162.5,47.0,3,1833,1
117651,24.35,29.67,7.06,0.77,224.41,43.0,3,1833,1
117751,27.15,30.06,0.33,0.03,238.18,8.0,0,1833,1
117851,27.77,24.82,3.31,0.39,285.76,82.0,0,1833,1
117951,30.62,30.05,0.67,0.11,289.57,61.0,0,1833,1
118051,26.34,31.85,2.44,0.31,250.6,71.0,0,1833,1
118151,30.06,27.74,0.35,0.06,318.69,74.0,0,1833,1
118251,46.94,25.69,8.07,0.85,52.25,19.0,0,1833,1
118351,47.43,7.01,7.29,0.79,106.62,14.0,0,1833,1
118451,28.72,33.59,2.16,0.28,249.84,62.0,0,1833,1
118551,43.78,41.12,5.8,0.59,97.71,11.0,0,1833,1
118651,26.97,27.08,2.25,0.26,283.41,33.0,0,1833,1
118751,29.94,30.75,0.55,0.12,250.48,65.0,0,1833,1
118949,71.97,26.25,3.98,0.51,322.61,94.0,3,1874,1
119016,76.54,27.19,1.79,0.28,18.07,57.0,3,1874,1
119083,101.05,16.47,1.01,0.16,355.07,32.0,3,1874,1
119150,89.09,28.23,1.89,0.19,209.38,53.0,3,1874,1
119217,74.29,32.1,2.04,0.26,168.74,44.0,3,1874,1
119284,87.61,20.82,2.57,0.33,357.73,26.0,3,1874,1
119351,75.25,30.75,2.49,0.29,331.1,98.0,3,1874,1
119418,85.06,7.69,2.77,0.25,17.27,21.0,3,1874,1
119485,86.1,42.19,1.05,0.11,116.61,23.0,3,1874,1
119552,86.96,32.08,3.84,0.42,169.02,47.0,3,1874,1
119619,97.98,34.31,2.05,0.16,195.23,43.0,3,1874,1
119686,73.04,29.92,0.37,0.03,153.16,8.0,0,1874,1
119753,86.19,26.59,1.28,0.1,125.37,82.0,0,1874,1
119820,74.11,26.7,1.01,0.17,312.83,61.0,0,1874,1
119887,73.57,31.42,1.61,0.18,197.38,71.0,0,1874,1
119954,72.62,26.33,3.03,0.39,298.55,74.0,0,1874,1
120021,87.22,12.45,5.36,0.58,127.96,19.0,0,1874,1
120088,77.93,8.26,0.73,0.07,337.17,14.0,0,1874,1
120155,75.64,30.6,1.61,0.25,318.84,62.0,0,1874,1
120222,85.16,37.15,1.77,0.17,168.67,11.0,0,1874,1
120289,84.47,42.74,7.12,0.78,56.24,33.0,0,1874,1
120356,75.41,29.46,0.81,0.12,336.33,65.0,0,1874,1
120493,77.98,21.6,1.95,0.28,301.85,94.0,3,1898,0
120564,85.09,21.41,3.02,0.31,154.49,57.0,3,1898,0
120635,106.19,15.16,4.48,0.49,164.72,32.0,3,1898,0
120706,96.48,25.48,2.28,0.21,133.3,53.0,3,1898,0
120777,76.2,23.71,4.54,0.5,188.34,44.0,3,1898,0
120848,93.94,32.44,3.02,0.32,130.82,26.0,3,1898,0
120919,81.21,22.25,1.0,0.06,218.97,98.0,3,1898,0
120990,96.2,6.95,4.4,0.48,105.99,21.0,3,1898,0
121061,95.98,42.41,3.1,0.33,80.21,23.0,3,1898,0
121132,92.28,17.43,2.23,0.18,140.19,47.0,3,1898,0
121203,106.49,37.83,4.08,0.46,45.61,43.0,3,1898,0
121274,78.04,23.78,0.26,0.05,158.03,8.0,0,1898,0
121345,91.95,6.76,6.2,0.7,174.43,82.0,0,1898,0
121416,80.7,22.67,0.24,0.03,245.5,61.0,0,1898,0
121487,77.21,25.92,2.57,0.34,225.93,71.0,0,1898,0
121558,78.47,22.38,1.53,0.17,302.2,74.0,0,1898,0
121629,91.3,42.52,4.44,0.49,7.38,19.0,0,1898,0
121700,99.57,10.21,6.68,0.74,121.08,14.0,0,1898,0
121771,82.35,24.74,2.45,0.27,206.05,62.0,0,1898,0
121842,99.88,41.56,6.45,0.72,61.67,11.0,0,1898,0
121913,88.06,26.04,3.21,0.32,110.33,33.0,0,1898,0
121984,84.16,22.1,2.83,0.32,155.99,65.0,0,1898,0
122121,106.37,13.63,2.04,0.22,40.8,94.0,3,1956,2
122193,113.76,9.59,3.03,0.37,156.45,32.0,3,1956,2
122265,111.89,25.54,0.99,0.13,139.35,53.0,3,1956,2
122337,99.98,24.55,1.75,0.17,188.1,95.0,3,1956,2
122409,106.69,35.31,3.0,0.33,132.61,26.0,3,1956,2
122481,98.06,19.22,2.5,0.28,219.86,98.0,3,1956,2
122553,99.51,28.89,1.14,0.14,318.24,93.0,3,1956,2
122625,105.6,9.24,2.04,0.21,74.69,21.0,3,1956,2
122697,109.41,42.31,4.1,0.45,76.36,23.0,3,1956,2
122769,107.02,31.48,2.28,0.25,119.67,47.0,3,1956,2
122841,113.96,39.04,4.51,0.46,22.52,43.0,3,1956,2
122913,96.0,23.27,0.36,0.04,192.34,8.0,0,1956,2
122985,110.31,9.52,6.06,0.67,126.45,82.0,0,1956,2
123057,98.01,21.08,1.15,0.15,235.1,61.0,0,1956,2
123129,110.54,40.83,7.15,0.76,52.93,17.0,0,1956,2
123201,98.54,28.35,0.76,0.16,323.14,71.0,0,1956,2
123273,97.3,19.98,1.34,0.16,252.87,74.0,0,1956,2
123345,109.37,33.03,5.22,0.61,93.85,19.0,0,1956,2
123417,99.39,27.93,1.04,0.17,315.43,62.0,0,1956,2
123489,104.69,35.54,5.25,0.55,168.14,11.0,0,1956,2
123561,105.26,13.03,5.14,0.58,21.33,33.0,0,1956,2
123633,99.14,24.98,1.01,0.08,195.3,65.0,0,1956,2
123778,99.11,27.56,2.14,0.23,192.69,94.0,3,1978,1
123850,110.13,29.12,4.91,0.6,346.1,32.0,3,1978,1
123922,91.5,23.32,5.82,0.63,270.35,53.0,3,1978,1
123994,94.02,25.32,4.36,0.49,255.25,95.0,3,1978,1
124066,107.16,26.91,6.44,0.72,8.38,26.0,3,1978,1
124138,95.41,19.09,2.61,0.3,266.74,98.0,3,1978,1
124210,96.88,29.28,1.92,0.25,298.02,93.0,3,1978,1
124282,110.87,13.17,3.43,0.34,147.65,21.0,3,1978,1
124354,111.75,39.15,6.12,0.64,130.1,23.0,3,1978,1
124426,93.91,19.11,5.66,0.58,294.67,47.0,3,1978,1
124498,108.72,17.63,5.3,0.56,172.62,43.0,3,1978,1
124570,90.62,22.84,5.07,0.51,247.24,8.0,0,1978,1
124642,104.93,13.17,5.22,0.57,161.38,82.0,0,1978,1
124714,96.59,20.91,2.86,0.3,266.65,61.0,0,1978,1
124786,105.85,28.23,6.5,0.72,3.81,17.0,0,1978,1
124858,96.49,28.25,1.5,0.2,295.76,71.0,0,1978,1
124930,94.47,20.55,2.74,0.23,273.81,74.0,0,1978,1
125002,111.91,15.34,6.01,0.66,113.28,19.0,0,1978,1
125074,98.26,27.42,1.05,0.09,208.35,62.0,0,1978,1
125146,111.87,38.25,6.76,0.72,128.18,11.0,0,1978,1
125218,96.42,25.45,1.33,0.17,320.98,33.0,0,1978,1
125290,97.16,25.31,1.74,0.19,270.58,65.0,0,1978,1
125430,105.91,17.72,1.66,0.17,223.68,94.0,3,2002,4
125488,109.95,17.93,3.02,0.34,155.56,32.0,3,2002,4
125546,109.3,21.39,3.08,0.33,200.04,53.0,3,2002,4
125604,105.81,24.45,1.03,0.15,252.93,95.0,3,2002,4
125662,109.51,39.35,4.32,0.45,6.88,26.0,3,2002,4
125720,105.47,22.72,0.98,0.14,239.61,98.0,3,2002,4
125778,105.18,26.65,1.0,0.11,240.31,93.0,3,2002,4
125836,111.41,6.24,4.56,0.47,153.87,21.0,3,2002,4
125894,111.34,45.26,3.41,0.4,15.75,23.0,3,2002,4
125952,111.09,31.11,2.12,0.24,105.11,47.0,3,2002,4
126010,113.92,29.46,1.73,0.16,177.5,43.0,3,2002,4
126068,101.76,23.5,0.44,0.05,211.99,8.0,0,2002,4
126126,105.08,18.85,1.01,0.09,196.79,82.0,0,2002,4
126184,105.01,24.67,1.25,0.12,274.95,61.0,0,2002,4
126242,104.78,27.59,0.59,0.07,246.67,71.0,0,2002,4
126300,104.64,23.06,1.06,0.14,247.88,74.0,0,2002,4
126358,108.53,39.69,4.5,0.53,12.45,19.0,0,2002,4
126416,110.89,6.31,5.14,0.51,147.13,14.0,0,2002,4
126474,104.54,27.19,0.92,0.17,267.73,62.0,0,2002,4
126532,110.53,46.4,3.7,0.39,22.28,11.0,0,2002,4
126590,102.75,22.21,2.06,0.19,185.89,33.0,0,2002,4
126648,104.67,25.97,1.39,0.2,289.87,65.0,0,2002,4
134775,77.2,25.97,2.33,0.26,103.46,94.0,3,2155,1
134855,76.54,21.63,1.66,0.14,1.19,57.0,3,2155,1
134935,59.34,26.84,5.02,0.52,212.96,32.0,3,2155,1
135015,62.46,27.97,5.17,0.55,326.44,53.0,3,2155,1
135095,75.27,26.2,2.92,0.32,43.58,95.0,3,2155,1
135175,63.9,33.98,5.71,0.57,282.77,26.0,3,2155,1
135255,73.36,21.01,0.27,0.07,288.41,98.0,3,2155,1
135335,59.55,46.5,7.64,0.76,286.32,21.0,3,2155,1
135415,66.67,20.45,4.09,0.46,340.0,23.0,3,2155,1
135495,57.48,5.14,7.17,0.76,255.43,47.0,3,2155,1
135575,47.31,28.5,7.15,0.72,327.66,43.0,3,2155,1
135655,77.05,23.93,0.32,0.05,292.42,8.0,0,2155,1
135735,60.06,26.06,5.99,0.64,230.86,82.0,0,2155,1
135815,75.52,25.62,1.53,0.16,57.74,61.0,0,2155,1
135895,62.22,34.0,6.87,0.71,283.58,17.0,0,2155,1
135975,77.15,22.1,1.3,0.13,18.57,71.0,0,2155,1
136055,76.67,25.27,1.23,0.14,120.45,74.0,0,2155,1
136135,67.3,20.66,3.09,0.46,344.53,19.0,0,2155,1
136215,59.83,48.24,8.52,0.87,284.96,14.0,0,2155,1
136295,74.41,21.89,0.41,0.14,108.5,62.0,0,2155,1
136375,57.24,4.23,8.15,0.83,259.47,33.0,0,2155,1
136455,74.38,25.09,1.24,0.15,20.39,65.0,0,2155,1
140024,34.55,33.31,2.11,0.28,203.47,94.0,3,2241,0
140086,37.51,24.16,1.54,0.22,267.28,57.0,3,2241,0
140148,24.5,26.88,4.71,0.53,42.92,32.0,3,2241,0
140210,26.14,37.81,3.59,0.45,23.98,53.0,3,2241,0
140272,31.61,33.23,1.05,0.12,295.73,95.0,3,2241,0
140334,25.42,11.68,0.77,0.09,301.95,26.0,3,2241,0
140396,33.57,26.41,2.46,0.28,281.8,98.0,3,2241,0
140458,22.1,40.18,1.25,0.1,206.84,21.0,3,2241,0
140520,16.23,8.9,1.68,0.22,270.86,23.0,3,2241,0
140582,23.24,44.24,4.47,0.49,322.97,47.0,3,2241,0
140644,13.87,36.51,0.74,0.13,13.09,43.0,3,2241,0
140706,35.81,30.65,0.95,0.12,272.8,8.0,0,2241,0
140768,25.16,37.55,0.68,0.06,170.4,82.0,0,2241,0
140830,32.67,32.73,1.2,0.21,335.25,61.0,0,2241,0
140892,38.24,25.79,0.6,0.08,39.61,71.0,0,2241,0
140954,35.13,32.72,1.22,0.16,183.64,74.0,0,2241,0
141016,25.61,27.8,2.28,0.23,27.37,19.0,0,2241,0
141078,35.06,26.74,1.83,0.19,276.01,75.0,0,2241,0
141140,23.73,7.12,4.14,0.44,212.86,14.0,0,2241,0
141202,30.87,7.56,0.69,0.07,155.59,11.0,0,2241,0
141264,23.89,45.14,6.38,0.67,316.78,33.0,0,2241,0
141326,33.99,27.41,0.9,0.13,288.83,65.0,0,2241,0
143282,19.99,22.64,2.2,0.27,257.4,94.0,3,2297,2
143341,9.47,14.61,3.46,0.35,147.22,32.0,3,2297,2
143400,14.72,27.02,2.38,0.19,204.66,53.0,3,2297,2
143459,27.43,28.62,2.48,0.28,114.36,95.0,3,2297,2
143518,19.44,17.83,4.45,0.49,197.21,26.0,3,2297,2
143577,27.43,33.41,1.24,0.21,55.04,98.0,3,2297,2
143636,27.46,23.46,0.62,0.04,154.46,93.0,3,2297,2
143695,18.31,45.54,2.29,0.26,302.0,21.0,3,2297,2
143754,17.81,8.19,1.36,0.23,262.22,23.0,3,2297,2
143813,19.02,35.74,2.64,0.27,227.75,47.0,3,2297,2
143872,9.15,40.92,2.11,0.29,268.02,43.0,3,2297,2
143931,30.45,28.19,0.69,0.07,161.79,8.0,0,2297,2
143990,21.35,44.02,5.45,0.63,348.32,82.0,0,2297,2
144049,27.71,32.4,0.99,0.2,52.98,61.0,0,2297,2
144108,18.61,24.84,2.41,0.3,291.81,17.0,0,2297,2
144167,28.24,24.68,0.48,0.08,109.47,71.0,0,2297,2
144226,28.13,33.0,1.06,0.16,67.38,74.0,0,2297,2
144285,19.64,10.98,3.5,0.48,319.14,19.0,0,2297,2
144344,18.48,39.6,3.87,0.44,215.73,14.0,0,2297,2
144403,27.49,27.25,1.46,0.17,70.3,62.0,0,2297,2
144462,23.68,16.13,6.83,0.69,191.53,33.0,0,2297,2
144521,27.66,29.22,1.33,0.15,104.83,65.0,0,2297,2
150396,27.37,21.16,2.31,0.26,166.65,60.0,3,2393,2
150478,32.66,14.11,4.1,0.48,151.18,22.0,3,2393,2
150560,25.14,10.35,6.0,0.64,184.02,9.0,3,2393,2
150642,67.22,24.21,8.85,0.92,125.93,19.0,3,2393,2
150724,22.6,21.13,2.98,0.3,148.44,65.0,3,2393,2
150806,26.85,15.86,4.14,0.47,171.2,67.0,3,2393,2
150888,31.27,39.89,3.76,0.41,34.39,89.0,3,2393,2
150970,59.83,44.24,6.35,0.63,53.39,16.0,3,2393,2
151052,28.08,17.53,3.96,0.37,151.74,75.0,3,2393,2
151134,41.91,8.37,5.76,0.63,191.95,13.0,3,2393,2
151216,27.08,22.05,2.49,0.25,154.72,71.0,3,2393,2
151298,29.97,23.19,4.49,0.47,143.37,97.0,0,2393,2
151380,29.34,17.11,4.9,0.55,145.88,96.0,0,2393,2
151462,53.44,41.48,6.65,0.66,62.28,23.0,0,2393,2
151544,28.36,13.79,5.65,0.59,166.78,92.0,0,2393,2
151626,39.6,41.05,1.36,0.15,224.5,34.0,0,2393,2
