index,x,y,speed,distance,direction,event,jerseyNumber,team,playId
68596,86.76,20.12,1.92,0.26,152.42,pass_forward,99.0,home,1094
68602,87.01,18.7,1.66,0.33,176.37,pass_arrived,99.0,home,1094
68733,88.96,30.84,1.03,0.13,102.78,pass_forward,60.0,away,1118
68740,89.3,30.29,1.36,0.13,182.99,pass_arrived,60.0,away,1118
68741,89.25,30.15,1.53,0.14,189.04,pass_outcome_caught,60.0,away,1118
68805,92.77,29.12,1.73,0.14,114.68,pass_forward,9.0,away,1118
68812,93.6,28.78,1.01,0.13,97.74,pass_arrived,9.0,away,1118
68813,93.73,28.77,0.97,0.13,92.72,pass_outcome_caught,9.0,away,1118
68877,91.43,33.41,2.34,0.33,107.27,pass_forward,64.0,away,1118
68884,93.01,32.5,1.6,0.22,146.25,pass_arrived,64.0,away,1118
68885,92.91,32.32,1.51,0.2,152.84,pass_outcome_caught,64.0,away,1118
68949,80.94,7.07,5.68,0.63,260.13,pass_forward,19.0,away,1118
68956,76.53,6.43,4.64,0.59,262.75,pass_arrived,19.0,away,1118
68957,76.0,6.33,4.28,0.55,263.34,pass_outcome_caught,19.0,away,1118
69021,84.81,17.7,6.18,0.69,183.53,pass_forward,82.0,away,1118
69028,85.21,12.87,6.35,0.68,174.99,pass_arrived,82.0,away,1118
69029,85.36,12.21,6.24,0.68,174.64,pass_outcome_caught,82.0,away,1118
69093,89.18,31.49,1.5,0.13,97.03,pass_forward,67.0,away,1118
69100,89.75,31.11,1.07,0.12,104.27,pass_arrived,67.0,away,1118
69101,89.86,31.08,1.01,0.12,106.03,pass_outcome_caught,67.0,away,1118
69165,84.32,12.75,4.87,0.57,204.05,pass_forward,16.0,away,1118
69172,83.61,9.27,3.99,0.46,194.17,pass_arrived,16.0,away,1118
69173,83.6,8.91,3.75,0.36,193.1,pass_outcome_caught,16.0,away,1118
69237,88.99,27.32,1.91,0.2,97.63,pass_forward,75.0,away,1118
69244,90.44,27.58,1.24,0.2,96.5,pass_arrived,75.0,away,1118
69245,90.61,27.53,1.07,0.18,100.15,pass_outcome_caught,75.0,away,1118
69309,83.39,43.13,4.24,0.48,225.74,pass_forward,13.0,away,1118
69316,81.09,40.22,4.61,0.52,221.23,pass_arrived,13.0,away,1118
69317,80.72,39.86,4.54,0.51,221.26,pass_outcome_caught,13.0,away,1118
69381,90.36,26.2,1.86,0.26,98.0,pass_forward,71.0,away,1118
69388,91.69,26.05,1.19,0.13,113.57,pass_arrived,71.0,away,1118
69389,91.77,26.06,1.08,0.07,123.83,pass_outcome_caught,71.0,away,1118
69453,91.57,18.48,6.79,0.72,187.85,pass_forward,41.0,away,1118
69460,90.56,13.76,6.25,0.62,205.17,pass_arrived,41.0,away,1118
69461,90.3,13.22,6.2,0.6,208.19,pass_outcome_caught,41.0,away,1118
69525,91.52,34.51,3.1,0.4,115.05,pass_forward,96.0,home,1118
69532,92.4,33.2,1.96,0.18,164.0,pass_arrived,96.0,home,1118
69533,92.34,33.0,1.96,0.21,172.93,pass_outcome_caught,96.0,home,1118
69597,82.58,12.51,3.53,0.41,174.32,pass_forward,23.0,home,1118
69604,82.75,9.6,3.11,0.4,171.78,pass_arrived,23.0,home,1118
69605,82.75,9.21,2.94,0.39,171.09,pass_outcome_caught,23.0,home,1118
69669,88.67,26.66,2.33,0.29,95.9,pass_forward,92.0,home,1118
69676,90.4,26.68,1.26,0.15,108.48,pass_arrived,92.0,home,1118
69677,90.49,26.62,1.09,0.11,117.04,pass_outcome_caught,92.0,home,1118
69741,82.31,16.36,5.66,0.6,146.63,pass_forward,34.0,home,1118
69748,84.65,12.33,5.7,0.67,156.11,pass_arrived,34.0,home,1118
69749,84.9,11.74,5.52,0.64,157.89,pass_outcome_caught,34.0,home,1118
69813,72.55,30.25,5.47,0.58,200.77,pass_forward,22.0,home,1118
69820,71.67,25.93,6.67,0.69,179.54,pass_arrived,22.0,home,1118
69821,71.71,25.22,6.85,0.71,176.87,pass_outcome_caught,22.0,home,1118
69885,75.16,7.41,3.03,0.35,258.73,pass_forward,29.0,home,1118
69892,72.79,6.89,1.85,0.3,259.6,pass_arrived,29.0,home,1118
69893,72.57,6.81,1.58,0.23,259.6,pass_outcome_caught,29.0,home,1118
69957,81.34,30.27,3.67,0.34,185.37,pass_forward,55.0,home,1118
69964,81.43,26.68,5.94,0.61,179.61,pass_arrived,55.0,home,1118
69965,81.48,26.04,6.2,0.63,179.51,pass_outcome_caught,55.0,home,1118
70029,88.31,31.16,1.3,0.15,104.62,pass_forward,93.0,home,1118
70036,88.81,30.68,1.52,0.1,186.9,pass_arrived,93.0,home,1118
70037,88.76,30.53,1.73,0.15,192.42,pass_outcome_caught,93.0,home,1118
70101,81.32,25.33,5.11,0.5,183.05,pass_forward,54.0,home,1118
70108,81.52,21.0,6.84,0.69,174.8,pass_arrived,54.0,home,1118
70109,81.6,20.28,7.03,0.72,174.38,pass_outcome_caught,54.0,home,1118
70173,82.38,44.26,3.27,0.32,210.6,pass_forward,26.0,home,1118
70180,81.49,41.02,5.31,0.56,190.6,pass_arrived,26.0,home,1118
70181,81.41,40.44,5.54,0.59,189.48,pass_outcome_caught,26.0,home,1118
70245,89.34,22.99,3.45,0.42,127.17,pass_forward,99.0,home,1118
70252,90.97,21.0,3.45,0.37,181.38,pass_arrived,99.0,home,1118
70253,90.94,20.6,3.69,0.4,189.36,pass_outcome_caught,99.0,home,1118
71886,63.77,36.69,1.72,0.23,356.36,pass_forward,60.0,away,1193
71894,63.68,38.04,1.36,0.11,349.03,pass_outcome_incomplete,60.0,away,1193
71959,46.88,43.34,6.59,0.7,340.06,pass_forward,84.0,away,1193
71967,45.75,48.29,4.98,0.55,344.94,pass_outcome_incomplete,84.0,away,1193
72032,58.7,26.62,1.03,0.1,292.21,pass_forward,22.0,away,1193
72040,58.48,27.42,1.04,0.1,1.37,pass_outcome_incomplete,22.0,away,1193
72105,72.58,42.42,5.44,0.57,26.14,pass_forward,9.0,away,1193
72113,74.86,45.84,4.15,0.47,36.01,pass_outcome_incomplete,9.0,away,1193
72178,56.21,22.72,4.34,0.47,322.97,pass_forward,29.0,away,1193
72186,54.74,26.25,4.5,0.47,343.23,pass_outcome_incomplete,29.0,away,1193
72251,61.8,35.77,1.76,0.19,343.54,pass_forward,64.0,away,1193
72259,61.26,36.63,1.27,0.19,334.73,pass_outcome_incomplete,64.0,away,1193
72324,70.43,29.88,2.62,0.29,45.33,pass_forward,67.0,away,1193
72332,71.34,31.39,1.62,0.16,17.95,pass_outcome_incomplete,67.0,away,1193
72397,64.26,31.39,0.74,0.09,45.87,pass_forward,75.0,away,1193
72405,64.22,31.7,0.29,0.02,305.52,pass_outcome_incomplete,75.0,away,1193
72470,49.79,41.43,7.06,0.76,6.52,pass_forward,13.0,away,1193
72478,50.73,46.61,5.26,0.56,16.12,pass_outcome_incomplete,13.0,away,1193
72543,64.7,30.7,0.89,0.12,33.03,pass_forward,71.0,away,1193
72551,64.78,31.17,0.77,0.1,356.3,pass_outcome_incomplete,71.0,away,1193
72616,60.85,42.86,6.25,0.66,349.11,pass_forward,41.0,away,1193
72624,60.4,48.29,5.63,0.71,359.34,pass_outcome_incomplete,41.0,away,1193
72689,64.17,30.82,0.57,0.05,345.66,pass_forward,98.0,home,1193
72697,63.48,31.17,1.33,0.17,291.39,pass_outcome_incomplete,98.0,home,1193
72762,70.77,42.37,5.8,0.61,47.74,pass_forward,96.0,home,1193
72770,74.14,45.55,4.78,0.46,43.54,pass_outcome_incomplete,96.0,home,1193
72835,50.6,45.2,4.18,0.47,349.6,pass_forward,23.0,home,1193
72843,51.53,48.91,4.51,0.5,25.21,pass_outcome_incomplete,23.0,home,1193
72908,62.43,36.27,2.71,0.29,341.24,pass_forward,92.0,home,1193
72916,61.77,38.73,2.81,0.31,344.68,pass_outcome_incomplete,92.0,home,1193
72981,45.2,43.33,6.19,0.65,358.03,pass_forward,34.0,home,1193
72989,45.0,48.52,5.79,0.61,3.61,pass_outcome_incomplete,34.0,home,1193
73054,36.48,33.29,6.2,0.66,337.97,pass_forward,22.0,home,1193
73062,35.19,38.08,5.44,0.58,353.2,pass_outcome_incomplete,22.0,home,1193
73127,48.39,39.36,7.98,0.84,18.27,pass_forward,29.0,home,1193
73135,51.51,45.18,7.68,0.81,30.78,pass_outcome_incomplete,29.0,home,1193
73200,54.8,20.49,3.08,0.36,318.58,pass_forward,55.0,home,1193
73208,53.77,23.15,3.18,0.35,346.27,pass_outcome_incomplete,55.0,home,1193
73273,55.79,27.36,0.68,0.07,34.54,pass_forward,54.0,home,1193
73281,56.01,28.09,1.03,0.11,19.8,pass_outcome_incomplete,54.0,home,1193
73346,69.51,34.53,6.3,0.65,355.4,pass_forward,99.0,home,1193
73354,67.95,39.32,5.82,0.6,333.14,pass_outcome_incomplete,99.0,home,1193
73419,58.66,42.09,6.94,0.75,16.36,pass_forward,42.0,home,1193
73427,60.29,47.7,5.89,0.68,17.42,pass_outcome_incomplete,42.0,home,1193
73549,65.72,30.21,1.63,0.23,77.87,pass_forward,60.0,away,1215
73559,66.57,30.95,0.8,0.09,349.88,pass_arrived,60.0,away,1215
73561,66.47,31.11,0.96,0.1,332.99,pass_outcome_caught,60.0,away,1215
73650,60.28,28.69,2.91,0.32,273.18,pass_forward,22.0,away,1215
73660,58.08,29.57,1.87,0.18,306.32,pass_arrived,22.0,away,1215
73662,57.82,29.8,1.74,0.17,314.14,pass_outcome_caught,22.0,away,1215
73751,67.59,30.34,0.35,0.06,359.36,pass_forward,9.0,away,1215
73761,67.71,30.38,0.36,0.01,11.05,pass_arrived,9.0,away,1215
73763,67.72,30.41,0.47,0.02,4.39,pass_outcome_caught,9.0,away,1215
73852,67.35,31.9,1.8,0.21,115.3,pass_forward,64.0,away,1215
73862,68.59,31.8,1.03,0.12,93.49,pass_arrived,64.0,away,1215
73864,68.95,31.78,0.83,0.15,77.03,pass_outcome_caught,64.0,away,1215
73953,66.31,32.06,2.66,0.3,63.36,pass_forward,67.0,away,1215
73963,68.28,33.39,2.06,0.23,50.95,pass_arrived,67.0,away,1215
73965,68.56,33.65,1.87,0.15,46.64,pass_outcome_caught,67.0,away,1215
74054,55.63,9.08,5.66,0.63,198.39,pass_forward,89.0,away,1215
74064,54.97,4.06,3.51,0.37,174.67,pass_arrived,89.0,away,1215
74066,55.12,3.39,2.92,0.33,167.51,pass_outcome_caught,89.0,away,1215
74155,56.85,17.54,3.64,0.44,177.82,pass_forward,16.0,away,1215
74165,57.5,14.49,1.79,0.17,159.47,pass_arrived,16.0,away,1215
74167,57.61,14.26,1.33,0.12,152.76,pass_outcome_caught,16.0,away,1215
74256,66.41,28.18,1.99,0.27,83.3,pass_forward,75.0,away,1215
74266,67.48,28.46,0.3,0.01,78.88,pass_arrived,75.0,away,1215
74268,67.5,28.45,0.09,0.0,178.3,pass_outcome_caught,75.0,away,1215
74357,55.15,50.99,1.31,0.14,318.88,pass_forward,13.0,away,1215
74367,55.9,50.59,1.28,0.19,164.17,pass_arrived,13.0,away,1215
74369,55.92,50.2,1.36,0.18,161.49,pass_outcome_caught,13.0,away,1215
74458,48.96,7.96,7.86,0.85,259.84,pass_forward,87.0,away,1215
74468,41.44,6.82,6.5,0.65,265.22,pass_arrived,87.0,away,1215
74470,40.16,6.78,6.06,0.64,267.0,pass_outcome_caught,87.0,away,1215
74559,67.78,27.84,2.27,0.24,45.79,pass_forward,71.0,away,1215
74569,68.77,28.95,0.73,0.08,50.62,pass_arrived,71.0,away,1215
74571,68.86,28.96,0.51,0.04,49.86,pass_outcome_caught,71.0,away,1215
74660,67.15,27.47,2.27,0.27,33.66,pass_forward,97.0,home,1215
74670,67.84,28.84,0.78,0.07,35.83,pass_arrived,97.0,home,1215
74672,67.95,28.87,0.56,0.06,44.35,pass_outcome_caught,97.0,home,1215
74761,64.78,30.49,1.54,0.18,91.64,pass_forward,96.0,home,1215
74771,65.53,30.51,0.63,0.08,331.22,pass_arrived,96.0,home,1215
74773,65.39,30.66,1.03,0.11,315.82,pass_outcome_caught,96.0,home,1215
74862,47.44,9.47,4.24,0.47,289.72,pass_forward,23.0,home,1215
74872,44.02,12.24,3.92,0.4,325.54,pass_arrived,23.0,home,1215
74874,43.67,12.93,3.86,0.38,332.29,pass_outcome_caught,23.0,home,1215
74963,66.9,28.38,2.57,0.36,66.98,pass_forward,92.0,home,1215
74973,68.11,29.14,0.98,0.07,66.98,pass_arrived,92.0,home,1215
74975,68.31,29.22,0.66,0.16,75.06,pass_outcome_caught,92.0,home,1215
75064,56.15,17.75,1.89,0.29,174.22,pass_forward,34.0,home,1215
75074,55.92,17.79,2.72,0.28,339.7,pass_arrived,34.0,home,1215
75076,55.66,18.54,3.64,0.43,341.79,pass_outcome_caught,34.0,home,1215
75165,43.87,29.81,2.47,0.28,331.14,pass_forward,22.0,home,1215
75175,44.21,34.38,5.53,0.58,15.19,pass_arrived,22.0,home,1215
75177,44.6,35.52,5.87,0.61,19.08,pass_outcome_caught,22.0,home,1215
75266,56.34,35.69,3.71,0.33,353.03,pass_forward,55.0,home,1215
75276,56.14,40.64,5.72,0.6,354.05,pass_arrived,55.0,home,1215
75278,55.95,41.9,5.82,0.65,354.6,pass_outcome_caught,55.0,home,1215
75367,53.49,32.7,4.51,0.47,338.22,pass_forward,54.0,home,1215
75377,52.38,38.02,5.73,0.59,354.05,pass_arrived,54.0,home,1215
75379,52.31,39.2,5.79,0.59,356.6,pass_outcome_caught,54.0,home,1215
75468,54.22,51.07,1.83,0.27,325.16,pass_forward,26.0,home,1215
75478,55.45,50.94,1.94,0.34,135.68,pass_arrived,26.0,home,1215
75480,55.92,50.47,2.16,0.33,140.93,pass_outcome_caught,26.0,home,1215
75569,67.13,32.39,2.42,0.25,113.16,pass_forward,99.0,home,1215
75579,69.31,32.45,1.22,0.18,64.07,pass_arrived,99.0,home,1215
75581,69.55,32.65,0.95,0.14,42.51,pass_outcome_caught,99.0,home,1215
75670,53.29,9.8,5.39,0.64,170.58,pass_forward,20.0,home,1215
75680,54.18,4.63,2.99,0.32,177.08,pass_arrived,20.0,home,1215
75682,54.11,4.11,2.15,0.23,182.46,pass_outcome_caught,20.0,home,1215
75875,60.73,29.63,2.05,0.21,80.13,pass_forward,60.0,away,1239
75886,62.53,29.97,1.12,0.16,80.42,pass_arrived,60.0,away,1239
75946,52.46,31.03,2.77,0.3,313.74,pass_forward,22.0,away,1239
75957,51.7,33.91,2.0,0.2,340.15,pass_arrived,22.0,away,1239
76017,61.47,30.17,0.57,0.07,358.78,pass_forward,9.0,away,1239
76028,62.05,30.91,0.88,0.1,16.38,pass_arrived,9.0,away,1239
76088,60.48,35.37,1.57,0.16,156.63,pass_forward,64.0,away,1239
76099,59.47,32.94,1.73,0.17,212.04,pass_arrived,64.0,away,1239
76159,42.26,36.73,7.11,0.74,251.7,pass_forward,82.0,away,1239
76170,35.36,33.02,6.52,0.67,239.41,pass_arrived,82.0,away,1239
76230,60.18,31.83,1.56,0.22,92.46,pass_forward,67.0,away,1239
76241,60.74,32.32,0.68,0.1,333.69,pass_arrived,67.0,away,1239
76301,41.8,20.08,6.92,0.71,278.87,pass_forward,89.0,away,1239
76312,34.78,23.18,6.35,0.69,304.23,pass_arrived,89.0,away,1239
76372,40.82,13.66,8.82,0.89,267.55,pass_forward,16.0,away,1239
76383,30.74,14.77,8.09,0.87,279.46,pass_arrived,16.0,away,1239
76443,62.6,27.63,3.31,0.4,67.71,pass_forward,75.0,away,1239
76454,64.81,28.73,0.67,0.04,69.25,pass_arrived,75.0,away,1239
76514,63.61,27.2,4.08,0.54,64.8,pass_forward,71.0,away,1239
76525,66.33,28.45,0.99,0.04,61.62,pass_arrived,71.0,away,1239
76585,47.49,47.31,7.99,0.84,300.84,pass_forward,41.0,away,1239
76596,39.64,50.39,6.27,0.67,284.67,pass_arrived,41.0,away,1239
76656,63.15,28.16,4.11,0.49,28.87,pass_forward,97.0,home,1239
76667,63.47,31.96,2.54,0.28,343.71,pass_arrived,97.0,home,1239
76727,59.75,29.32,1.8,0.2,78.3,pass_forward,98.0,home,1239
76738,60.81,29.34,0.11,0.03,192.98,pass_arrived,98.0,home,1239
76798,39.31,12.87,6.71,0.7,266.8,pass_forward,23.0,home,1239
76809,31.31,14.2,6.75,0.71,288.43,pass_arrived,23.0,home,1239
76869,40.82,38.08,4.75,0.49,252.52,pass_forward,34.0,home,1239
76880,34.97,34.12,6.61,0.72,230.98,pass_arrived,34.0,home,1239
76940,36.5,20.79,4.48,0.46,300.88,pass_forward,22.0,home,1239
76951,32.37,25.53,5.5,0.61,330.48,pass_arrived,22.0,home,1239
77011,47.64,19.73,3.54,0.35,272.49,pass_forward,55.0,home,1239
77022,43.2,21.59,4.75,0.49,293.91,pass_arrived,55.0,home,1239
77082,60.31,32.51,1.51,0.22,91.52,pass_forward,93.0,home,1239
77093,60.43,33.51,1.72,0.25,326.73,pass_arrived,93.0,home,1239
77153,48.98,30.2,2.09,0.24,0.33,pass_forward,54.0,home,1239
77164,49.2,33.58,2.27,0.22,353.78,pass_arrived,54.0,home,1239
77224,47.23,46.56,6.85,0.73,301.95,pass_forward,26.0,home,1239
77235,39.62,49.41,6.18,0.67,285.12,pass_arrived,26.0,home,1239
77295,59.45,35.53,2.49,0.3,180.93,pass_forward,99.0,home,1239
77306,57.16,32.18,3.97,0.41,241.98,pass_arrived,99.0,home,1239
77366,44.21,34.81,6.62,0.69,266.8,pass_forward,42.0,home,1239
77377,36.07,32.73,6.86,0.82,246.95,pass_arrived,42.0,home,1239
78923,32.77,31.09,2.06,0.23,346.87,pass_forward,60.0,away,1284
78926,32.65,31.72,1.89,0.2,352.28,pass_outcome_incomplete,60.0,away,1284
78990,42.77,34.41,1.52,0.13,73.86,pass_forward,9.0,away,1284
78993,43.29,34.25,1.5,0.2,96.77,pass_outcome_incomplete,9.0,away,1284
79057,33.4,32.01,1.28,0.14,326.17,pass_forward,64.0,away,1284
79060,33.23,32.3,1.05,0.09,338.59,pass_outcome_incomplete,64.0,away,1284
79124,13.69,50.52,3.49,0.33,263.82,pass_forward,19.0,away,1284
79127,12.82,50.23,2.81,0.29,252.08,pass_outcome_incomplete,19.0,away,1284
79191,14.41,14.16,5.87,0.62,324.17,pass_forward,82.0,away,1284
79194,13.47,15.75,5.76,0.61,327.67,pass_outcome_incomplete,82.0,away,1284
79258,28.46,36.64,0.82,0.06,317.99,pass_forward,67.0,away,1284
79261,28.35,36.66,0.4,0.02,291.69,pass_outcome_incomplete,67.0,away,1284
79325,30.86,25.54,1.34,0.16,209.57,pass_forward,16.0,away,1284
79328,30.65,25.19,0.96,0.12,207.17,pass_outcome_incomplete,16.0,away,1284
79392,31.22,33.01,2.95,0.32,6.98,pass_forward,75.0,away,1284
79395,31.33,33.78,2.35,0.27,10.42,pass_outcome_incomplete,75.0,away,1284
79459,12.72,39.29,3.32,0.38,216.81,pass_forward,13.0,away,1284
79462,12.19,38.48,2.49,0.29,209.9,pass_outcome_incomplete,13.0,away,1284
79526,36.38,25.48,2.03,0.21,295.45,pass_forward,71.0,away,1284
79529,35.82,25.68,2.09,0.18,295.76,pass_outcome_incomplete,71.0,away,1284
79593,36.88,34.02,2.34,0.23,17.18,pass_forward,41.0,away,1284
79596,37.04,34.71,2.11,0.23,13.29,pass_outcome_incomplete,41.0,away,1284
79660,32.61,26.46,0.72,0.07,323.27,pass_forward,97.0,home,1284
79663,32.54,26.61,0.62,0.08,341.11,pass_outcome_incomplete,97.0,home,1284
79727,37.78,33.95,3.21,0.36,21.53,pass_forward,98.0,home,1284
79730,38.01,34.9,2.73,0.31,20.53,pass_outcome_incomplete,98.0,home,1284
79794,12.77,29.38,1.6,0.16,76.7,pass_forward,34.0,home,1284
79797,13.41,29.22,2.23,0.26,92.15,pass_outcome_incomplete,34.0,home,1284
79861,13.17,13.81,5.35,0.58,326.74,pass_forward,22.0,home,1284
79864,12.47,15.34,5.24,0.54,331.46,pass_outcome_incomplete,22.0,home,1284
79928,26.39,33.89,0.62,0.07,6.63,pass_forward,29.0,home,1284
79931,26.54,34.03,0.41,0.07,46.76,pass_outcome_incomplete,29.0,home,1284
79995,35.22,24.92,2.85,0.31,281.94,pass_forward,55.0,home,1284
79998,34.23,25.11,2.86,0.34,280.26,pass_outcome_incomplete,55.0,home,1284
80062,35.52,31.37,1.87,0.25,356.89,pass_forward,93.0,home,1284
80065,35.41,32.05,1.88,0.2,352.31,pass_outcome_incomplete,93.0,home,1284
80129,41.83,34.66,4.27,0.47,68.35,pass_forward,54.0,home,1284
80132,43.0,34.95,3.71,0.4,68.71,pass_outcome_incomplete,54.0,home,1284
80196,12.71,39.74,2.95,0.33,219.3,pass_forward,26.0,home,1284
80199,12.18,39.03,2.48,0.27,214.09,pass_outcome_incomplete,26.0,home,1284
80263,35.81,36.39,2.44,0.26,16.09,pass_forward,99.0,home,1284
80266,35.99,36.91,1.63,0.17,18.82,pass_outcome_incomplete,99.0,home,1284
80330,12.98,50.65,3.14,0.31,273.62,pass_forward,20.0,home,1284
80333,12.15,50.47,2.53,0.26,256.09,pass_outcome_incomplete,20.0,home,1284
80453,32.94,24.35,1.32,0.2,3.33,pass_forward,60.0,away,1306
80462,33.04,26.47,2.63,0.27,5.22,pass_arrived,60.0,away,1306
80464,33.11,27.09,2.61,0.32,5.71,pass_outcome_caught,60.0,away,1306
80523,26.94,15.9,4.39,0.49,216.25,pass_forward,22.0,away,1306
80532,25.79,12.38,2.7,0.31,202.35,pass_arrived,22.0,away,1306
80534,25.62,11.9,2.12,0.24,204.52,pass_outcome_caught,22.0,away,1306
80593,37.59,26.65,1.15,0.12,28.42,pass_forward,9.0,away,1306
80602,38.52,27.35,1.02,0.13,47.59,pass_arrived,9.0,away,1306
80604,38.73,27.48,0.93,0.11,45.2,pass_outcome_caught,9.0,away,1306
80663,36.48,26.86,0.87,0.14,122.38,pass_forward,64.0,away,1306
80672,36.56,26.87,0.58,0.08,311.68,pass_arrived,64.0,away,1306
80674,36.41,27.03,0.85,0.12,309.09,pass_outcome_caught,64.0,away,1306
80733,15.69,44.65,8.33,0.86,307.6,pass_forward,19.0,away,1306
80742,9.23,48.66,7.49,0.83,296.07,pass_arrived,19.0,away,1306
80744,7.74,49.2,7.03,0.78,293.8,pass_outcome_caught,19.0,away,1306
80803,18.74,21.44,4.0,0.41,327.98,pass_forward,82.0,away,1306
80812,18.3,25.78,4.44,0.54,2.33,pass_arrived,82.0,away,1306
80814,18.43,26.84,4.15,0.53,4.8,pass_outcome_caught,82.0,away,1306
80873,35.81,25.43,1.32,0.19,142.67,pass_forward,67.0,away,1306
80882,35.69,24.98,0.23,0.06,214.8,pass_arrived,67.0,away,1306
80884,35.65,24.97,0.23,0.01,248.69,pass_outcome_caught,67.0,away,1306
80943,34.61,24.04,1.18,0.1,68.21,pass_forward,75.0,away,1306
80952,35.26,24.13,0.11,0.03,124.97,pass_arrived,75.0,away,1306
80954,35.26,24.06,0.15,0.04,236.4,pass_outcome_caught,75.0,away,1306
81013,14.25,35.75,6.84,0.74,259.44,pass_forward,13.0,away,1306
81022,8.48,33.52,5.4,0.59,243.01,pass_arrived,13.0,away,1306
81024,7.61,32.95,4.82,0.51,239.74,pass_outcome_caught,13.0,away,1306
81083,37.48,25.53,2.88,0.26,45.32,pass_forward,71.0,away,1306
81092,39.12,27.11,1.49,0.2,54.56,pass_arrived,71.0,away,1306
81094,39.35,27.16,1.05,0.1,58.38,pass_outcome_caught,71.0,away,1306
81153,27.03,31.03,1.28,0.06,254.67,pass_forward,41.0,away,1306
81162,26.36,30.72,1.16,0.12,245.9,pass_arrived,41.0,away,1306
81164,26.11,30.59,1.29,0.15,246.25,pass_outcome_caught,41.0,away,1306
81223,38.16,25.18,3.5,0.33,40.55,pass_forward,97.0,home,1306
81232,39.98,27.66,2.34,0.3,41.58,pass_arrived,97.0,home,1306
81234,40.34,28.04,1.88,0.23,45.9,pass_outcome_caught,97.0,home,1306
81293,36.45,27.28,1.46,0.17,98.72,pass_forward,96.0,home,1306
81302,37.4,27.63,1.18,0.13,49.57,pass_arrived,96.0,home,1306
81304,37.58,27.86,1.22,0.15,40.42,pass_outcome_caught,96.0,home,1306
81363,32.22,24.87,2.07,0.24,357.66,pass_forward,92.0,home,1306
81372,31.95,27.35,2.27,0.27,343.23,pass_arrived,92.0,home,1306
81374,31.77,27.72,2.15,0.21,339.72,pass_outcome_caught,92.0,home,1306
81433,10.67,40.39,1.92,0.3,302.44,pass_forward,34.0,home,1306
81442,9.76,40.25,1.85,0.21,149.92,pass_arrived,34.0,home,1306
81444,10.12,39.74,2.62,0.34,143.76,pass_outcome_caught,34.0,home,1306
81503,12.98,24.66,2.57,0.25,29.3,pass_forward,22.0,home,1306
81512,16.4,26.62,3.59,0.55,53.28,pass_arrived,22.0,home,1306
81514,17.16,26.93,3.31,0.31,53.78,pass_outcome_caught,22.0,home,1306
81573,18.1,19.47,4.06,0.39,346.49,pass_forward,29.0,home,1306
81582,18.16,24.64,5.09,0.64,3.47,pass_arrived,29.0,home,1306
81584,18.32,25.82,4.73,0.6,4.94,pass_outcome_caught,29.0,home,1306
81643,24.5,17.39,4.35,0.5,183.45,pass_forward,55.0,home,1306
81652,24.58,12.68,4.0,0.47,180.92,pass_arrived,55.0,home,1306
81654,24.49,11.87,3.47,0.4,181.48,pass_outcome_caught,55.0,home,1306
81713,23.93,32.08,0.77,0.16,77.0,pass_forward,54.0,home,1306
81722,25.27,31.58,0.78,0.1,121.89,pass_arrived,54.0,home,1306
81724,25.37,31.5,0.53,0.05,135.37,pass_outcome_caught,54.0,home,1306
81783,18.76,44.86,5.08,0.57,310.61,pass_forward,26.0,home,1306
81792,15.39,47.41,3.22,0.37,293.96,pass_arrived,26.0,home,1306
81794,14.78,47.55,2.7,0.3,286.24,pass_outcome_caught,26.0,home,1306
81853,36.34,25.57,2.01,0.23,94.49,pass_forward,99.0,home,1306
81862,37.33,26.38,0.49,0.02,18.37,pass_arrived,99.0,home,1306
81864,37.33,26.36,0.49,0.02,326.36,pass_outcome_caught,99.0,home,1306
81923,16.12,35.89,4.44,0.45,264.22,pass_forward,20.0,home,1306
81932,12.59,33.91,3.5,0.47,216.62,pass_arrived,20.0,home,1306
81934,12.11,33.12,3.24,0.45,204.53,pass_outcome_caught,20.0,home,1306
90969,44.09,13.72,3.85,0.43,40.69,pass_forward,52.0,away,1437
90979,46.8,17.59,5.02,0.51,38.68,pass_arrived,52.0,away,1437
90982,47.78,18.82,5.15,0.54,40.62,pass_outcome_caught,52.0,away,1437
91062,55.03,28.36,6.43,0.66,39.16,pass_forward,51.0,away,1437
91072,58.42,35.14,8.01,0.82,31.91,pass_arrived,51.0,away,1437
91075,59.72,37.28,8.13,0.84,35.25,pass_outcome_caught,51.0,away,1437
91155,30.75,31.49,4.2,0.54,177.46,pass_forward,57.0,away,1437
91165,30.83,28.01,2.34,0.15,158.66,pass_arrived,57.0,away,1437
91168,31.16,27.42,1.85,0.2,127.06,pass_outcome_caught,57.0,away,1437
91248,46.12,44.49,2.95,0.27,86.37,pass_forward,32.0,away,1437
91258,49.63,43.79,4.46,0.46,97.87,pass_arrived,32.0,away,1437
91261,51.06,43.52,4.9,0.5,96.25,pass_outcome_caught,32.0,away,1437
91341,44.38,31.33,1.13,0.09,145.92,pass_forward,53.0,away,1437
91351,45.07,31.98,2.51,0.23,55.04,pass_arrived,53.0,away,1437
91354,45.84,32.62,3.29,0.37,58.94,pass_outcome_caught,53.0,away,1437
91434,31.94,25.33,2.99,0.49,190.92,pass_forward,95.0,away,1437
91444,31.6,23.22,0.92,0.09,216.42,pass_arrived,95.0,away,1437
91447,31.37,23.16,0.49,0.11,291.78,pass_outcome_caught,95.0,away,1437
