time,x,y,speed,direction,event,jerseyNumber,team,frameId,playId
1292,18.11,16.68,5.33,226.03,none,18,1,,710
1293,14.79,11.42,6.03,201.38,pass_forward,18,1,,710
1294,13.66,5.79,4.3,189.5,tackle,18,1,,710
1295,13.28,3.05,1.14,153.44,none,90,0,,710
1291,19.8,28.56,1.15,129.18,none,90,0,,710
1292,21.18,27.54,1.14,127.13,none,90,0,,710
1293,21.53,27.18,0.53,225.56,pass_forward,90,0,,710
1294,20.42,27.18,1.3,278.93,tackle,90,0,,710
1295,19.07,27.57,1.01,283.42,none,53,0,,710
1291,15.76,27.35,0.94,197.8,none,53,0,,710
1292,15.14,25.52,1.59,202.01,none,53,0,,710
1293,14.7,24.72,1.11,98.12,pass_forward,53,0,,710
1294,16.06,27.04,2.94,44.66,tackle,53,0,,710
1295,18.59,28.7,1.88,55.87,none,95,0,,710
1291,19.78,24.26,1.97,90.97,none,95,0,,710
1292,23.48,24.44,3.75,76.98,none,95,0,,710
1293,26.69,25.92,2.18,46.94,pass_forward,95,0,,710
1294,26.83,27.0,0.84,248.0,tackle,95,0,,710
1295,25.91,27.09,1.08,280.53,none,54,0,,710
1291,16.24,30.79,1.22,353.83,none,54,0,,710
1292,15.97,33.13,1.4,341.77,none,54,0,,710
1293,15.59,33.12,1.84,176.48,pass_forward,54,0,,710
1294,16.72,29.77,3.2,158.61,tackle,54,0,,710
1295,17.72,27.43,1.12,173.57,none,36,0,,710
1291,12.27,16.05,0.67,220.46,none,36,0,,710
1292,11.52,15.23,1.54,218.09,none,36,0,,710
1293,10.47,13.64,1.54,209.36,pass_forward,36,0,,710
1294,10.02,12.73,0.75,307.52,tackle,36,0,,710
1295,10.03,14.46,1.7,13.67,none,25,0,,710
1291,8.3,24.86,0.5,256.42,none,25,0,,710
1292,7.77,24.36,1.24,207.04,none,25,0,,710
1293,7.28,22.69,0.96,159.4,pass_forward,25,0,,710
1294,8.03,23.01,2.02,55.56,tackle,25,0,,710
1295,10.47,24.8,2.52,61.39,none,24,0,,710
1291,17.45,19.8,1.44,194.64,none,24,0,,710
1292,16.58,17.43,2.28,213.83,none,24,0,,710
1293,15.09,16.32,1.56,287.12,pass_forward,24,0,,710
1294,14.13,18.25,2.53,344.31,tackle,24,0,,710
1295,13.79,21.02,2.16,145.95,none,29,0,,710
1291,18.6,36.64,1.42,340.32,none,29,0,,710
1292,17.56,38.73,2.52,324.8,none,29,0,,710
1293,15.77,40.56,1.67,281.91,pass_forward,29,0,,710
1294,14.76,39.57,2.08,193.41,tackle,29,0,,710
1295,14.98,36.77,2.26,170.62,none,99,0,,710
1291,20.08,32.24,1.46,73.97,none,99,0,,710
1292,22.55,32.21,2.69,114.89,none,99,0,,710
1293,24.65,29.92,3.56,148.68,pass_forward,99,0,,710
1294,26.25,26.23,3.72,158.06,tackle,99,0,,710
1295,27.39,23.19,1.83,161.22,none,33,0,,710
1291,14.24,39.8,0.65,106.31,none,33,0,,710
1292,14.05,41.16,2.88,352.07,none,33,0,,710
1293,13.51,45.47,4.49,350.55,pass_forward,33,0,,710
1294,12.5,49.74,3.37,333.83,tackle,33,0,,710
1295,10.81,51.5,1.22,298.33,none,94,0,,710
1291,20.38,34.23,2.35,81.17,none,94,0,,710
1292,23.83,34.6,3.23,93.83,none,94,0,,710
1293,26.55,33.77,1.75,154.11,pass_forward,94,0,,710
1294,25.3,32.35,2.75,245.14,tackle,94,0,,710
1295,21.84,31.63,2.88,256.65,none,76,1,,734
1322,18.17,25.6,0.07,244.39,line_set,76,1,,734
1323,18.14,25.63,0.33,112.13,ball_snap,76,1,,734
1324,18.4,26.3,1.5,24.72,none,76,1,,734
1325,19.35,28.34,2.55,15.59,pass_arrived,76,1,,734
1326,19.61,31.14,3.11,308.15,pass_outcome_caught,76,1,,734
1327,17.56,34.19,4.37,317.48,touchdown,76,1,,734
1322,18.05,24.26,0.23,187.35,line_set,77,1,,734
1323,18.1,24.03,0.42,134.82,ball_snap,77,1,,734
1324,18.71,23.8,1.09,82.77,none,77,1,,734
1325,20.15,24.4,1.34,39.68,pass_arrived,77,1,,734
1326,20.29,25.74,1.31,273.55,pass_outcome_caught,77,1,,734
1327,19.6,26.82,1.13,326.21,touchdown,77,1,,734
1322,17.38,27.14,0.11,84.6,line_set,65,1,,734
1323,17.45,27.22,0.62,69.01,ball_snap,65,1,,734
1324,18.57,27.56,1.51,64.17,none,65,1,,734
1325,20.06,28.67,2.05,33.75,pass_arrived,65,1,,734
1326,20.71,30.84,1.93,179.54,pass_outcome_caught,65,1,,734
1327,20.13,32.43,1.64,336.69,touchdown,65,1,,734
1322,19.21,21.26,0.9,222.17,line_set,17,1,,734
1323,19.01,20.84,1.38,203.21,ball_snap,17,1,,734
1324,18.02,18.52,4.32,202.4,none,17,1,,734
1325,15.83,12.95,5.71,200.13,pass_arrived,17,1,,734
1326,14.14,8.06,3.7,199.33,pass_outcome_caught,17,1,,734
1327,13.4,6.0,0.86,152.94,touchdown,17,1,,734
1322,18.02,19.62,0.96,216.09,line_set,12,1,,734
1323,17.86,19.5,1.19,302.33,ball_snap,12,1,,734
1324,16.06,21.21,3.4,315.7,none,12,1,,734
1325,13.31,24.15,2.97,318.05,pass_arrived,12,1,,734
1326,12.12,25.6,1.5,340.62,pass_outcome_caught,12,1,,734
1327,12.2,26.96,1.33,13.95,touchdown,12,1,,734
1322,17.81,28.44,0.11,163.12,line_set,68,1,,734
1323,17.99,28.49,0.57,62.89,ball_snap,68,1,,734
1324,18.89,28.92,1.45,76.76,none,68,1,,734
1325,20.74,29.13,1.56,66.47,pass_arrived,68,1,,734
1326,21.61,30.18,1.64,151.49,pass_outcome_caught,68,1,,734
1327,21.11,32.21,1.98,341.17,touchdown,68,1,,734
1322,18.07,29.92,0.13,102.44,line_set,79,1,,734
1323,18.27,30.04,0.48,69.27,ball_snap,79,1,,734
1324,19.03,30.17,1.43,84.61,none,79,1,,734
1325,21.06,30.39,2.04,60.09,pass_arrived,79,1,,734
1326,22.33,32.24,2.47,83.52,pass_outcome_caught,79,1,,734
1327,21.95,35.03,3.02,339.77,touchdown,79,1,,734
1322,21.64,29.65,0.33,318.92,line_set,30,1,,734
1323,21.46,29.89,1.64,334.61,ball_snap,30,1,,734
1324,20.14,32.78,4.97,335.1,none,30,1,,734
1325,17.36,38.82,7.31,335.04,pass_arrived,30,1,,734
1326,13.9,45.87,7.99,327.28,pass_outcome_caught,30,1,,734
1327,8.82,52.22,6.76,323.49,touchdown,30,1,,734
1322,21.36,26.99,0.18,256.3,line_set,16,1,,734
1323,21.4,26.92,0.6,100.69,ball_snap,16,1,,734
1324,22.52,26.85,1.1,82.24,none,16,1,,734
1325,23.49,27.2,0.7,78.72,pass_arrived,16,1,,734
1326,23.84,27.11,0.71,239.79,pass_outcome_caught,16,1,,734
1327,22.15,27.72,2.63,294.13,touchdown,16,1,,734
1322,18.27,35.85,0.27,319.69,line_set,89,1,,734
1323,18.18,35.81,1.22,239.62,ball_snap,89,1,,734
1324,16.04,34.64,3.09,252.32,none,89,1,,734
1325,12.52,34.15,2.48,286.1,pass_arrived,89,1,,734
1326,11.55,35.73,2.72,347.46,pass_outcome_caught,89,1,,734
1327,11.26,39.43,4.49,348.71,touchdown,89,1,,734
1322,19.15,18.45,1.0,223.61,line_set,18,1,,734
1323,18.97,18.24,1.29,255.79,ball_snap,18,1,,734
1324,16.43,17.96,3.76,270.42,none,18,1,,734
1325,11.73,18.46,3.9,289.37,pass_arrived,18,1,,734
1326,9.26,20.37,2.71,325.85,pass_outcome_caught,18,1,,734
1327,8.58,22.81,2.82,350.06,touchdown,18,1,,734
1322,16.07,25.7,0.28,112.11,line_set,90,0,,734
1323,16.3,25.89,0.81,42.23,ball_snap,90,0,,734
1324,17.14,26.98,2.18,34.06,none,90,0,,734
1325,18.74,29.48,3.02,28.42,pass_arrived,90,0,,734
1326,19.84,32.21,2.52,178.53,pass_outcome_caught,90,0,,734
1327,18.73,34.34,2.13,315.59,touchdown,90,0,,734
1322,12.11,26.05,0.67,170.57,line_set,53,0,,734
1323,12.17,25.48,0.33,253.87,ball_snap,53,0,,734
1324,11.89,26.15,1.66,344.7,none,53,0,,734
1325,11.44,28.76,3.39,249.85,pass_arrived,53,0,,734
1326,11.68,32.75,3.45,6.26,pass_outcome_caught,53,0,,734
1327,12.14,35.52,2.07,11.9,touchdown,53,0,,734
1322,15.65,23.07,0.23,130.43,line_set,95,0,,734
1323,16.0,23.06,0.8,83.99,ball_snap,95,0,,734
1324,17.26,23.35,1.67,66.99,none,95,0,,734
1325,18.94,24.38,1.82,30.95,pass_arrived,95,0,,734
1326,18.96,26.34,2.61,342.52,pass_outcome_caught,95,0,,734
1327,17.43,29.21,2.79,333.1,touchdown,95,0,,734
1322,12.78,29.17,0.94,59.29,line_set,54,0,,734
1323,13.6,29.11,1.22,40.2,ball_snap,54,0,,734
1324,13.86,31.27,3.81,346.96,none,54,0,,734
1325,11.71,36.36,6.51,342.34,pass_arrived,54,0,,734
1326,10.16,43.66,7.46,352.07,pass_outcome_caught,54,0,,734
1327,9.56,50.8,4.88,355.82,touchdown,54,0,,734
1322,12.4,16.15,0.23,201.96,line_set,36,0,,734
1323,12.28,16.21,0.49,240.69,ball_snap,36,0,,734
1324,11.55,15.52,1.61,249.31,none,36,0,,734
1325,9.31,15.52,3.09,308.61,pass_arrived,36,0,,734
1326,7.33,19.51,5.05,347.42,pass_outcome_caught,36,0,,734
1327,7.16,25.1,4.83,108.3,touchdown,36,0,,734
1322,6.99,25.25,0.58,314.99,line_set,25,0,,734
1323,6.99,25.96,1.26,7.54,ball_snap,25,0,,734
1324,7.34,27.9,3.54,4.1,none,25,0,,734
1325,7.39,33.02,6.17,72.55,pass_arrived,25,0,,734
1326,7.55,40.13,7.26,4.82,pass_outcome_caught,25,0,,734
1327,8.57,47.33,6.06,7.12,touchdown,25,0,,734
1322,14.76,20.03,1.5,150.45,line_set,24,0,,734
1323,15.28,18.98,1.51,179.77,ball_snap,24,0,,734
1324,14.61,16.92,3.34,198.18,none,24,0,,734
1325,13.36,12.67,4.36,192.68,pass_arrived,24,0,,734
1326,12.62,8.66,2.66,208.41,pass_outcome_caught,24,0,,734
1327,11.18,7.97,1.1,281.47,touchdown,24,0,,734
1322,13.84,33.56,1.99,17.44,line_set,29,0,,734
1323,14.8,35.34,1.03,58.17,ball_snap,29,0,,734
1324,14.69,35.23,1.57,255.86,none,29,0,,734
1325,11.82,34.79,3.03,280.46,pass_arrived,29,0,,734
1326,9.08,36.44,3.26,327.55,pass_outcome_caught,29,0,,734
1327,8.46,40.01,2.99,178.83,touchdown,29,0,,734
1322,15.94,29.1,0.31,88.75,line_set,99,0,,734
1323,16.02,29.09,0.69,110.32,ball_snap,99,0,,734
1324,17.4,28.64,2.01,86.18,none,99,0,,734
1325,19.78,29.67,2.97,42.58,pass_arrived,99,0,,734
1326,21.2,32.89,3.38,45.93,pass_outcome_caught,99,0,,734
1327,20.93,36.12,2.6,339.38,touchdown,99,0,,734
1322,13.85,28.36,3.58,189.17,line_set,33,0,,734
1323,13.06,24.85,2.66,194.93,ball_snap,33,0,,734
1324,12.56,23.35,0.72,274.63,none,33,0,,734
1325,12.36,24.71,1.45,333.25,pass_arrived,33,0,,734
1326,11.28,25.79,1.16,321.96,pass_outcome_caught,33,0,,734
1327,10.98,26.58,0.8,212.35,touchdown,33,0,,734
1322,15.69,30.98,0.4,85.53,line_set,94,0,,734
1323,15.98,30.87,0.93,112.08,ball_snap,94,0,,734
1324,17.53,30.38,2.05,86.13,none,94,0,,734
1325,19.8,31.38,2.86,28.87,pass_arrived,94,0,,734
1326,19.8,35.17,4.15,340.34,pass_outcome_caught,94,0,,734
1327,17.11,38.86,3.64,317.23,touchdown,94,0,,734
1365,25.34,27.33,0.02,116.63,none,76,1,,758
1366,25.41,27.33,0.72,88.02,ball_snap,76,1,,758
1367,26.78,27.34,1.32,89.68,extra_point_attempt,76,1,,758
1368,27.99,27.39,1.31,76.28,extra_point,76,1,,758
1365,25.43,28.05,0.02,90.76,none,77,1,,758
1366,25.46,28.06,0.31,94.22,ball_snap,77,1,,758
1367,26.1,27.95,0.71,97.69,extra_point_attempt,77,1,,758
1368,26.79,27.91,0.72,62.37,extra_point,77,1,,758
1365,24.74,26.57,0.19,103.47,none,44,1,,758
1366,24.98,26.78,0.39,147.92,ball_snap,44,1,,758
1367,25.16,26.9,0.49,126.06,extra_point_attempt,44,1,,758
1368,25.66,26.3,0.46,121.01,extra_point,44,1,,758
1365,27.48,24.09,0.03,176.92,none,86,1,,758
1366,27.49,24.06,0.21,119.61,ball_snap,86,1,,758
1367,27.93,24.02,0.36,84.87,extra_point_attempt,86,1,,758
1368,28.12,24.11,0.3,92.82,extra_point,86,1,,758
1365,35.63,24.27,0.06,307.87,none,4,1,,758
1366,35.44,24.39,1.37,297.41,ball_snap,4,1,,758
1367,33.2,25.46,2.02,289.51,extra_point_attempt,4,1,,758
1368,31.84,25.69,0.58,254.95,extra_point,4,1,,758
1365,33.06,27.22,0.01,195.19,none,6,1,,758
1366,33.05,27.21,0.03,133.32,ball_snap,6,1,,758
1367,33.12,27.18,0.1,69.63,extra_point_attempt,6,1,,758
1368,33.2,27.24,0.14,203.65,extra_point,6,1,,758
1365,25.52,25.76,0.01,197.97,none,68,1,,758
1366,25.53,25.75,0.26,77.82,ball_snap,68,1,,758
1367,26.02,25.98,0.53,73.51,extra_point_attempt,68,1,,758
1368,26.5,25.98,0.46,110.06,extra_point,68,1,,758
1365,25.71,25.0,0.14,50.87,none,79,1,,758
1366,25.78,25.13,0.17,57.76,ball_snap,79,1,,758
1367,26.0,25.15,0.28,105.33,extra_point_attempt,79,1,,758
1368,26.31,25.01,0.33,104.61,extra_point,79,1,,758
1365,25.55,29.46,0.15,187.82,none,63,1,,758
1366,25.84,29.16,0.55,118.58,ball_snap,63,1,,758
1367,26.49,29.0,0.59,98.38,extra_point_attempt,63,1,,758
1368,27.01,28.97,0.68,76.45,extra_point,63,1,,758
1365,26.28,24.22,0.01,278.32,none,66,1,,758
1366,26.28,24.21,0.33,100.39,ball_snap,66,1,,758
1367,26.94,24.19,0.5,82.85,extra_point_attempt,66,1,,758
1368,27.19,24.31,0.12,98.26,extra_point,66,1,,758
1365,27.01,29.61,0.16,54.6,none,89,1,,758
1366,27.24,29.69,0.37,45.47,ball_snap,89,1,,758
1367,27.51,30.14,0.53,243.45,extra_point_attempt,89,1,,758
1368,27.03,30.66,0.77,302.24,extra_point,89,1,,758
1365,24.36,25.63,0.04,28.33,none,90,0,,758
1366,24.44,25.72,0.55,45.87,ball_snap,90,0,,758
1367,25.08,26.37,0.52,80.9,extra_point_attempt,90,0,,758
1368,24.67,26.65,0.54,276.79,extra_point,90,0,,758
1365,24.25,29.62,0.04,220.76,none,97,0,,758
1366,24.36,29.65,0.62,105.73,ball_snap,97,0,,758
1367,25.32,29.25,0.68,174.14,extra_point_attempt,97,0,,758
1368,24.36,28.51,1.24,233.24,extra_point,97,0,,758
1365,23.98,27.92,0.02,269.29,none,95,0,,758
1366,24.01,27.88,0.63,117.49,ball_snap,95,0,,758
1367,25.14,27.36,1.4,117.59,extra_point_attempt,95,0,,758
1368,26.46,26.62,1.47,118.62,extra_point,95,0,,758
1365,24.31,21.76,0.66,69.11,none,36,0,,758
1366,25.44,22.02,2.65,73.36,ball_snap,36,0,,758
1367,29.36,23.33,3.92,71.91,extra_point_attempt,36,0,,758
1368,32.65,24.3,2.52,84.12,extra_point,36,0,,758
1365,19.44,23.44,0.01,57.17,none,25,0,,758
1366,19.46,23.44,0.14,111.92,ball_snap,25,0,,758
1367,19.63,23.08,1.6,148.45,extra_point_attempt,25,0,,758
1368,21.24,20.79,3.2,137.24,extra_point,25,0,,758
1365,20.16,27.28,0.12,118.24,none,50,0,,758
1366,20.18,27.14,0.09,188.15,ball_snap,50,0,,758
1367,20.15,27.12,0.02,260.1,extra_point_attempt,50,0,,758
1368,20.15,27.12,0.43,140.23,extra_point,50,0,,758
1365,20.51,30.02,0.23,77.22,none,29,0,,758
1366,20.48,30.24,0.11,198.16,ball_snap,29,0,,758
1367,20.57,30.17,0.35,129.98,extra_point_attempt,29,0,,758
1368,20.99,29.76,0.81,142.81,extra_point,29,0,,758
1365,24.19,25.11,0.19,156.55,none,91,0,,758
1366,24.67,25.24,0.58,79.63,ball_snap,91,0,,758
1367,25.17,25.28,0.46,217.24,extra_point_attempt,91,0,,758
1368,24.13,25.52,0.97,273.41,extra_point,91,0,,758
1365,24.74,23.69,0.36,111.66,none,57,0,,758
1366,25.35,23.64,0.87,80.37,ball_snap,57,0,,758
1367,26.39,23.92,1.28,108.12,extra_point_attempt,57,0,,758
1368,27.71,22.74,1.97,137.1,extra_point,57,0,,758
1365,24.28,27.41,0.27,148.14,none,99,0,,758
1366,24.6,27.14,1.06,109.16,ball_snap,99,0,,758
1367,26.3,26.73,2.0,110.82,extra_point_attempt,99,0,,758
1368,28.26,25.7,2.28,122.58,extra_point,99,0,,758
1365,24.1,31.84,0.35,66.61,none,33,0,,758
1366,24.93,31.74,2.57,111.13,ball_snap,33,0,,758
1367,28.72,29.74,4.32,134.95,extra_point_attempt,33,0,,758
1368,30.71,25.84,3.69,162.36,extra_point,33,0,,758
1545,79.3,8.79,2.33,277.09,none,22,1,,778
1546,75.75,9.07,4.83,270.67,kickoff,22,1,,778
1547,69.7,8.86,6.79,267.93,none,22,1,,778
1548,62.23,8.6,7.78,268.39,none,22,1,,778
1549,54.2,8.44,8.06,269.85,none,22,1,,778
1550,46.15,8.56,7.7,270.51,kick_received,22,1,,778
1551,38.88,8.54,6.09,270.2,none,22,1,,778
1552,34.12,8.67,2.87,294.46,none,22,1,,778
1553,33.66,10.36,2.11,79.99,tackle,22,1,,778
1545,78.47,24.35,2.87,285.64,none,4,1,,778
1546,75.14,25.52,3.45,281.55,kickoff,4,1,,778
1547,71.72,25.66,3.84,263.75,none,4,1,,778
1548,67.52,24.67,4.6,253.81,none,4,1,,778
1549,62.92,23.15,5.03,253.06,none,4,1,,778
1550,57.91,21.76,5.35,256.04,kick_received,4,1,,778
1551,52.52,20.58,5.64,259.26,none,4,1,,778
1552,46.86,19.64,5.62,258.86,none,4,1,,778
1553,41.53,18.39,5.14,256.57,tackle,4,1,,778
1545,79.29,31.35,3.09,245.33,none,38,1,,778
1546,74.8,29.57,6.41,255.2,kickoff,38,1,,778
1547,66.96,28.22,8.84,261.06,none,38,1,,778
1548,57.43,26.76,9.84,259.64,none,38,1,,778
1549,47.7,24.72,9.25,261.36,none,38,1,,778
1550,39.18,24.04,7.9,264.25,kick_received,38,1,,778
1551,32.02,22.94,6.1,251.13,none,38,1,,778
1552,27.84,20.41,2.78,216.6,none,38,1,,778
1553,28.3,19.07,1.54,149.85,tackle,38,1,,778
1545,79.52,48.47,1.39,256.45,none,31,1,,778
1546,76.64,47.66,4.68,252.78,kickoff,31,1,,778
1547,70.75,45.75,6.85,252.5,none,31,1,,778
1548,63.63,43.54,7.65,251.19,none,31,1,,778
1549,56.31,40.79,7.85,246.62,none,31,1,,778
1550,49.26,37.33,7.53,241.6,kick_received,31,1,,778
1551,43.1,33.69,6.48,236.93,none,31,1,,778
1552,38.45,30.25,5.31,221.89,none,31,1,,778
1553,36.03,25.85,4.59,203.06,tackle,31,1,,778
1545,79.79,42.63,2.12,259.65,none,54,1,,778
1546,76.13,41.98,5.3,260.55,kickoff,54,1,,778
1547,69.43,40.88,7.59,259.48,none,54,1,,778
1548,61.28,39.19,8.63,255.96,none,54,1,,778
1549,52.76,36.67,8.94,250.63,none,54,1,,778
1550,44.45,33.29,8.6,245.35,kick_received,54,1,,778
1551,37.2,29.54,7.42,239.19,none,54,1,,778
1552,31.78,25.69,5.97,217.23,none,54,1,,778
1553,30.03,20.24,4.57,188.51,tackle,54,1,,778
1545,80.21,38.18,1.97,266.2,none,32,1,,778
1546,76.37,37.78,5.41,261.35,kickoff,32,1,,778
1547,69.65,36.53,7.72,258.27,none,32,1,,778
1548,61.35,34.63,8.85,255.57,none,32,1,,778
1549,52.56,32.11,9.26,252.59,none,32,1,,778
1550,43.7,29.12,9.23,252.46,kick_received,32,1,,778
1551,34.99,26.64,7.76,255.47,none,32,1,,778
1552,28.99,25.17,3.5,227.8,none,32,1,,778
1553,29.59,22.88,3.13,147.21,tackle,32,1,,778
1545,79.15,4.24,2.11,273.98,none,24,1,,778
1546,75.2,4.56,5.51,273.41,kickoff,24,1,,778
1547,68.26,4.82,7.84,271.09,none,24,1,,778
1548,59.64,4.87,8.9,270.54,none,24,1,,778
1549,50.49,5.01,9.21,271.88,none,24,1,,778
1550,41.26,5.48,8.99,276.12,kick_received,24,1,,778
1551,32.71,7.02,7.93,292.83,none,24,1,,778
1552,26.92,11.52,6.03,330.59,none,24,1,,778
1553,26.73,16.76,3.59,52.39,tackle,24,1,,778
1545,79.59,35.27,2.39,257.93,none,58,1,,778
1546,75.61,34.51,5.58,259.89,kickoff,58,1,,778
1547,68.67,33.32,7.92,260.0,none,58,1,,778
1548,60.08,31.75,9.12,258.59,none,58,1,,778
1549,50.84,29.68,9.37,252.91,none,58,1,,778
1550,42.33,26.17,8.65,237.43,kick_received,58,1,,778
1551,36.33,20.54,7.06,224.76,none,58,1,,778
1552,32.37,16.46,3.43,230.93,none,58,1,,778
1553,31.17,16.03,0.62,236.54,tackle,58,1,,778
1545,80.29,17.69,1.78,270.66,none,43,1,,778
1546,76.61,17.83,5.42,271.7,kickoff,43,1,,778
1547,69.6,17.98,7.82,270.24,none,43,1,,778
1548,61.04,17.87,8.88,266.93,none,43,1,,778
1549,51.92,16.99,9.2,262.98,none,43,1,,778
1550,42.82,15.65,8.93,259.28,kick_received,43,1,,778
1551,34.45,13.69,7.5,259.58,none,43,1,,778
1552,28.2,13.08,4.23,282.82,none,43,1,,778
1553,26.42,14.92,1.92,146.79,tackle,43,1,,778
1545,80.04,12.38,1.82,273.8,none,50,1,,778
1546,76.59,12.5,5.24,269.95,kickoff,50,1,,778
1547,69.67,12.34,7.72,268.77,none,50,1,,778
1548,61.24,12.2,8.71,269.68,none,50,1,,778
1549,52.3,12.23,8.86,269.63,none,50,1,,778
1550,43.6,12.04,7.92,264.86,kick_received,50,1,,778
1551,36.64,10.84,5.56,257.3,none,50,1,,778
1552,32.77,9.77,2.64,268.85,none,50,1,,778
1553,31.45,10.49,1.73,304.9,tackle,50,1,,778
1545,79.99,22.24,2.06,270.38,none,36,1,,778
1546,76.42,22.26,5.3,265.99,kickoff,36,1,,778
1547,69.51,21.39,7.94,261.7,none,36,1,,778
1548,60.8,20.04,9.31,262.44,none,36,1,,778
1549,51.1,18.95,9.66,264.74,none,36,1,,778
1550,41.66,18.31,8.76,267.94,kick_received,36,1,,778
1551,33.68,18.23,6.34,266.79,none,36,1,,778
1552,29.16,17.66,2.54,248.9,none,36,1,,778
1553,28.75,16.8,0.68,162.11,tackle,36,1,,778
1545,60.57,40.07,0.42,219.52,none,97,0,,778
1546,60.01,39.58,2.39,240.56,kickoff,97,0,,778
1547,56.24,37.76,5.69,244.66,none,97,0,,778
1548,49.86,34.76,7.51,243.59,none,97,0,,778
1549,42.94,31.08,7.55,237.53,none,97,0,,778
1550,37.16,26.73,6.44,237.13,kick_received,97,0,,778
1551,32.09,24.24,5.01,255.25,none,97,0,,778
1552,27.66,23.96,2.98,252.15,none,97,0,,778
1553,26.56,22.6,1.8,169.66,tackle,97,0,,778
1545,27.58,16.19,1.07,325.08,none,82,0,,778
1546,26.75,17.46,1.47,312.04,kickoff,82,0,,778
1547,25.41,18.04,1.74,267.62,none,82,0,,778
1548,23.38,17.27,2.07,241.48,none,82,0,,778
1549,21.88,16.14,1.04,217.15,none,82,0,,778
1550,21.99,15.84,1.0,93.78,kick_received,82,0,,778
1551,23.79,16.38,2.43,65.46,none,82,0,,778
1552,26.2,17.9,2.68,45.23,none,82,0,,778
1553,27.66,20.03,2.76,52.92,tackle,82,0,,778
1545,60.5,46.1,0.26,167.24,none,30,0,,778
1546,59.92,45.74,2.73,243.42,kickoff,30,0,,778
1547,55.55,43.69,6.0,245.22,none,30,0,,778
1548,49.17,40.72,7.46,241.1,none,30,0,,778
1549,42.63,36.48,7.36,232.03,none,30,0,,778
1550,37.66,31.8,5.61,222.38,kick_received,30,0,,778
1551,35.02,28.31,3.84,216.99,none,30,0,,778
1552,32.86,25.57,3.82,213.47,none,30,0,,778
1553,31.04,21.91,3.57,185.7,tackle,30,0,,778
1545,27.9,36.63,0.04,219.11,none,88,0,,778
1546,27.75,36.63,1.38,245.77,kickoff,88,0,,778
1547,25.5,35.1,4.01,215.41,none,88,0,,778
1548,23.48,30.06,6.03,195.01,none,88,0,,778
1549,22.39,23.64,5.79,187.15,none,88,0,,778
1550,22.04,18.77,3.2,168.51,kick_received,88,0,,778
1551,23.32,17.47,2.01,92.91,none,88,0,,778
1552,25.6,18.61,2.65,48.71,none,88,0,,778
1553,27.29,20.84,2.0,40.56,tackle,88,0,,778
1545,35.28,26.27,0.01,72.37,none,50,0,,778
1546,35.27,26.28,0.61,251.97,kickoff,50,0,,778
1547,34.1,25.62,2.04,231.81,none,50,0,,778
1548,32.29,23.8,2.14,208.74,none,50,0,,778
1549,32.02,21.93,2.3,189.2,none,50,0,,778
1550,31.39,19.33,2.27,215.8,kick_received,50,0,,778
1551,29.51,18.37,1.99,246.62,none,50,0,,778
1552,27.82,17.64,1.18,226.96,none,50,0,,778
1553,27.81,17.07,0.86,113.48,tackle,50,0,,778
1545,60.65,13.08,0.4,218.24,none,57,0,,778
1546,59.65,12.93,2.65,269.32,kickoff,57,0,,778
1547,55.26,13.06,5.71,270.47,none,57,0,,778
1548,48.38,13.01,6.84,269.93,none,57,0,,778
1549,41.76,13.05,5.5,268.66,none,57,0,,778
1550,37.45,12.72,3.52,255.44,kick_received,57,0,,778
1551,34.85,11.37,2.97,240.15,none,57,0,,778
1552,32.22,9.85,2.53,256.72,none,57,0,,778
1553,30.25,10.26,2.02,262.87,tackle,57,0,,778
1545,14.55,21.58,0.71,11.96,none,31,0,,778
1546,14.77,22.7,0.65,49.94,kickoff,31,0,,778
1547,15.16,22.27,1.64,162.74,none,31,0,,778
1548,15.54,19.65,2.61,179.04,none,31,0,,778
1549,15.25,17.19,2.33,186.53,none,31,0,,778
1550,15.13,14.95,2.58,150.17,kick_received,31,0,,778
1551,17.94,13.16,4.15,93.99,none,31,0,,778
1552,23.13,14.64,5.76,76.47,none,31,0,,778
1553,29.02,15.59,5.06,85.91,tackle,31,0,,778
1545,60.69,31.91,0.13,160.15,none,47,0,,778
1546,60.36,31.79,2.28,256.71,kickoff,47,0,,778
1547,56.14,30.9,5.54,256.77,none,47,0,,778
1548,49.77,29.18,6.86,248.46,none,47,0,,778
1549,43.54,25.9,6.34,241.41,none,47,0,,778
1550,38.65,23.26,5.01,237.57,kick_received,47,0,,778
1551,35.06,20.36,4.81,226.66,none,47,0,,778
1552,31.61,16.88,3.33,232.76,none,47,0,,778
1553,30.05,16.26,0.64,200.68,tackle,47,0,,778
1545,60.69,6.2,0.19,300.44,none,38,0,,778
1546,60.2,6.31,2.35,282.36,kickoff,38,0,,778
1547,56.0,7.18,5.56,278.68,none,38,0,,778
1548,49.34,7.9,6.87,275.92,none,38,0,,778
1549,42.52,8.65,5.75,281.09,none,38,0,,778
1550,38.18,10.02,3.21,284.68,kick_received,38,0,,778
1551,36.15,10.2,2.53,261.34,none,38,0,,778
1552,33.15,9.34,2.98,261.12,none,38,0,,778
1553,30.41,9.37,2.02,290.16,tackle,38,0,,778
1545,6.84,31.7,2.18,10.93,none,17,0,,778
1546,7.31,34.09,1.11,48.45,kickoff,17,0,,778
1547,7.3,33.17,3.2,177.51,none,17,0,,778
