time,jerseyNumber,team,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate_x,coordinate_y,speed,direction
2559,15,0,19,0,10,1,10,64.92,2.16,7.56,248.38
2559,2,0,19,5,5,5,6,94.44,23.16,0.8,102.87
2559,63,0,19,5,5,5,6,93.42,22.93,0.56,123.3
2559,67,0,19,5,5,5,6,94.33,21.87,1.24,123.41
2559,74,0,19,5,5,4,7,96.83,23.74,0.67,69.88
2559,82,0,19,0,10,2,9,72.93,36.18,2.93,281.68
2559,88,0,19,0,10,2,9,68.25,17.77,7.55,222.69
2559,11,0,19,0,10,3,8,80.81,27.43,4.6,208.0
2559,28,0,19,0,10,1,10,79.83,8.18,5.12,235.01
2559,75,0,19,5,5,5,6,92.91,20.24,1.11,221.51
2559,77,0,19,5,5,5,6,91.13,26.12,1.96,262.52
2692,94,1,0,5,5,9,2,84.87,30.05,0.55,162.34
2692,26,1,0,7,3,8,3,82.45,29.06,0.67,54.26
2692,22,1,0,2,8,1,10,78.13,38.06,0.55,303.12
2692,90,1,0,7,3,10,1,84.54,22.67,0.54,127.28
2692,95,1,0,6,4,9,2,84.44,18.3,0.72,145.05
2692,52,1,0,8,2,8,3,81.99,24.43,0.73,78.41
2692,23,1,0,3,7,1,10,78.43,12.94,1.68,258.19
2692,38,1,0,5,5,0,11,76.25,29.63,0.27,238.93
2692,31,1,0,5,5,0,11,75.23,19.32,0.14,254.61
2692,93,1,0,7,3,9,2,84.56,26.43,0.2,165.18
2692,50,1,0,7,3,8,3,82.14,19.95,0.42,244.34
2692,2,0,0,9,1,7,4,87.04,23.65,0.79,133.22
2692,63,0,0,8,2,7,4,86.47,25.05,0.6,174.03
2692,67,0,0,9,1,7,4,85.84,23.58,0.58,161.36
2692,19,0,0,2,8,3,8,87.28,37.39,0.63,243.4
2692,74,0,0,9,1,5,6,86.55,19.89,0.43,205.88
2692,82,0,0,9,1,7,4,86.33,27.88,0.75,203.57
2692,88,0,0,9,1,5,6,87.34,28.68,1.12,307.47
2692,11,0,0,4,6,4,7,86.0,14.18,0.32,253.47
2692,28,0,0,8,2,4,7,92.1,23.58,0.51,214.8
2692,75,0,0,9,1,7,4,85.52,21.73,0.77,148.53
2692,77,0,0,8,2,7,4,86.56,26.48,0.61,229.93
2693,94,1,16,5,5,9,2,85.17,29.11,2.04,170.25
2693,26,1,16,6,4,8,3,82.75,28.69,2.27,187.83
2693,22,1,16,1,9,1,10,77.35,37.88,1.44,227.46
2693,90,1,16,6,4,10,1,85.26,21.96,2.27,155.29
2693,95,1,16,5,5,9,2,85.4,17.62,1.71,138.05
2693,52,1,16,8,2,10,1,82.85,23.49,2.48,156.59
2693,23,1,16,3,7,1,10,77.33,12.8,1.56,239.27
2693,38,1,16,6,4,1,10,76.33,29.06,2.05,163.13
2693,31,1,16,4,6,0,11,75.45,19.11,1.72,130.54
2693,93,1,16,7,3,9,2,84.55,25.96,1.41,194.83
2693,50,1,16,7,3,9,2,82.1,19.02,2.17,168.37
2693,2,0,16,9,1,7,4,88.04,22.37,2.88,128.24
2693,63,0,16,9,1,7,4,86.26,23.68,2.74,192.17
2693,67,0,16,9,1,7,4,86.32,22.34,2.38,164.96
2693,19,0,16,1,9,3,8,86.02,36.85,3.04,239.1
2693,74,0,16,9,1,5,6,86.36,18.94,1.76,175.59
2693,82,0,16,8,2,7,4,86.34,26.34,2.67,194.53
2693,88,0,16,9,1,6,5,86.55,27.91,2.47,225.92
2693,11,0,16,5,5,5,6,85.22,13.92,2.46,245.56
2693,28,0,16,8,2,5,6,91.52,22.46,3.44,211.4
2693,75,0,16,9,1,7,4,86.06,20.24,2.57,188.22
2693,77,0,16,8,2,8,3,85.57,25.49,2.64,228.74
2694,94,1,10,5,5,10,1,85.37,26.04,3.77,193.75
2694,26,1,10,7,3,9,2,81.43,24.7,5.07,209.7
2694,22,1,10,0,10,1,10,76.25,35.94,3.26,197.24
2694,90,1,10,7,3,10,1,86.13,18.5,3.77,180.71
2694,95,1,10,5,5,10,1,86.51,15.74,2.34,169.15
2694,52,1,10,8,2,10,1,83.7,19.9,4.17,178.35
2694,23,1,10,2,8,1,10,75.83,11.26,1.84,197.56
2694,38,1,10,5,5,5,6,77.41,25.61,4.61,174.96
2694,31,1,10,8,2,7,4,77.9,17.01,3.83,131.76
2694,93,1,10,8,2,9,2,83.86,23.66,2.98,192.42
2694,50,1,10,7,3,10,1,83.22,15.8,3.22,152.03
2694,2,0,10,8,2,6,5,91.63,20.47,3.9,89.45
2694,63,0,10,9,1,9,2,85.26,19.85,4.07,200.29
2694,67,0,10,9,1,8,3,86.84,19.08,3.51,186.08
2694,19,0,10,1,9,4,7,82.13,34.13,5.46,232.31
2694,74,0,10,9,1,8,3,86.89,16.51,2.52,173.69
2694,82,0,10,8,2,9,2,84.82,22.86,4.01,206.01
2694,88,0,10,9,1,8,3,83.79,25.23,4.16,216.53
2694,11,0,10,5,5,6,5,81.7,12.16,2.34,250.33
2694,28,0,10,9,1,7,4,88.43,17.88,5.52,219.86
2694,75,0,10,9,1,8,3,84.7,16.8,3.32,193.83
2694,77,0,10,8,2,9,2,82.63,23.14,4.07,234.12
2695,94,1,7,8,2,9,2,83.18,22.0,4.75,222.52
2695,26,1,7,7,3,8,3,77.76,20.16,5.38,216.85
2695,22,1,7,0,10,1,10,75.53,31.76,3.91,188.81
2695,90,1,7,8,2,9,2,85.14,14.68,3.32,206.36
2695,95,1,7,6,4,8,3,86.19,13.12,2.64,199.42
2695,52,1,7,9,1,9,2,83.03,15.27,4.38,184.54
2695,23,1,7,3,7,4,7,76.42,9.67,2.36,119.07
2695,38,1,7,6,4,8,3,76.87,20.06,5.54,189.74
2695,31,1,7,9,1,9,2,80.96,14.26,2.65,121.78
2695,93,1,7,8,2,9,2,83.26,20.22,3.52,193.96
2695,50,1,7,8,2,9,2,84.91,13.56,1.97,170.01
2695,2,0,7,0,10,0,11,95.28,22.58,3.88,32.55
2695,63,0,7,8,2,10,1,83.44,16.1,3.6,202.56
2695,67,0,7,8,2,9,2,85.6,15.5,3.53,203.47
2695,19,0,7,2,8,1,10,77.59,30.34,4.91,226.11
2695,74,0,7,7,3,7,4,86.78,13.94,2.59,194.38
2695,82,0,7,8,2,9,2,82.95,19.18,3.84,206.21
2695,88,0,7,9,1,9,2,81.9,21.35,3.36,194.72
2695,11,0,7,8,2,10,1,81.15,12.38,0.73,135.99
2695,28,0,7,8,2,10,1,84.66,14.2,3.91,226.33
2695,75,0,7,8,2,10,1,84.56,13.88,2.68,184.12
2695,77,0,7,8,2,8,3,79.05,20.74,4.12,232.83
2696,94,1,33,7,3,9,2,79.14,19.23,3.79,242.53
2696,26,1,33,8,2,7,4,75.21,16.1,3.59,203.06
2696,22,1,33,0,10,1,10,75.04,28.4,2.51,185.09
2696,90,1,33,9,1,9,2,83.43,12.67,1.33,228.38
2696,95,1,33,7,3,8,3,84.82,10.94,1.8,222.36
2696,52,1,33,9,1,9,2,83.14,11.32,2.68,175.73
2696,23,1,33,8,2,9,2,79.72,9.24,2.52,92.01
2696,38,1,33,9,1,8,3,75.8,14.85,3.99,179.8
2696,31,1,33,9,1,9,2,82.24,14.11,0.53,122.03
2696,93,1,33,9,1,9,2,82.19,16.93,2.46,199.34
2696,50,1,33,9,1,9,2,84.0,11.95,1.57,213.65
2696,2,0,33,0,10,0,11,95.6,26.45,3.19,306.53
2696,63,0,33,8,2,10,1,82.62,13.36,1.59,189.92
2696,67,0,33,8,2,10,1,84.16,12.67,1.93,207.06
2696,19,0,33,1,9,2,9,75.14,27.41,2.63,208.52
2696,74,0,33,7,3,7,4,85.68,11.55,2.28,204.61
2696,82,0,33,8,2,10,1,81.44,16.06,2.35,204.43
2696,88,0,33,8,2,10,1,81.84,18.93,1.63,189.31
2696,11,0,33,8,2,10,1,81.31,13.19,0.86,286.41
2696,28,0,33,8,2,10,1,82.87,12.48,1.39,223.27
2696,75,0,33,7,3,9,2,84.25,11.5,1.32,171.39
2696,77,0,33,7,3,9,2,76.17,18.17,3.03,217.43
2784,98,1,16,5,5,9,2,77.59,29.06,0.05,73.48
2784,94,1,16,5,5,9,2,77.39,18.11,0.12,102.54
2784,26,1,16,6,4,9,2,74.69,28.85,1.36,40.01
2784,22,1,16,5,5,2,9,72.19,33.51,0.3,273.36
2784,90,1,16,6,4,10,1,77.43,22.48,0.15,245.14
2784,52,1,16,8,2,10,1,74.86,25.19,0.48,25.66
2784,23,1,16,6,4,7,4,74.63,18.63,2.07,168.59
2784,38,1,16,1,9,0,11,67.46,16.58,0.76,194.05
2784,99,1,16,7,3,10,1,77.24,25.7,0.43,124.18
2784,31,1,16,3,7,0,11,67.46,29.63,0.31,313.54
2784,32,1,16,2,8,2,9,76.45,8.89,0.06,84.49
2784,15,0,16,8,2,6,5,80.24,17.3,1.72,196.44
2784,2,0,16,9,1,7,4,82.72,23.48,0.05,295.42
2784,63,0,16,9,1,7,4,79.26,24.94,0.17,87.39
2784,67,0,16,9,1,7,4,79.04,23.68,0.01,51.35
2784,74,0,16,8,2,7,4,79.58,20.56,0.02,179.76
2784,11,0,16,1,9,2,9,79.12,8.64,0.22,284.17
2784,28,0,16,9,1,6,5,82.34,26.09,0.02,205.23
2784,75,0,16,9,1,7,4,79.38,21.9,0.01,125.41
2784,77,0,16,9,1,7,4,79.45,26.5,0.04,67.39
2784,81,0,16,8,2,6,5,80.3,30.13,0.01,211.37
2784,85,0,16,7,3,6,5,78.75,30.85,0.02,253.01
2785,98,1,0,5,5,9,2,77.7,29.08,1.4,83.61
2785,94,1,0,5,5,9,2,77.72,18.13,1.92,81.71
2785,26,1,0,6,4,7,4,74.67,30.32,1.88,355.03
2785,22,1,0,5,5,2,9,71.86,33.64,0.66,325.23
2785,90,1,0,6,4,10,1,77.66,22.36,1.04,110.44
2785,52,1,0,8,2,10,1,75.15,25.33,1.0,124.25
2785,23,1,0,6,4,7,4,74.77,18.05,0.48,235.06
2785,38,1,0,1,9,0,11,66.96,15.9,1.3,228.79
2785,99,1,0,7,3,10,1,77.63,26.12,1.51,67.04
2785,31,1,0,3,7,0,11,67.06,29.89,1.0,298.29
2785,32,1,0,2,8,2,9,76.46,8.9,0.75,190.3
2785,15,0,0,8,2,6,5,79.77,16.69,1.61,249.68
2785,2,0,0,9,1,6,5,82.68,23.5,0.58,127.25
2785,63,0,0,9,1,7,4,79.56,25.19,0.97,50.85
2785,67,0,0,9,1,7,4,79.08,23.69,0.8,81.72
2785,74,0,0,8,2,6,5,79.67,20.52,1.22,106.87
2785,11,0,0,1,9,2,9,78.81,8.59,1.3,254.06
2785,28,0,0,9,1,6,5,82.33,26.04,1.39,175.52
2785,75,0,0,9,1,7,4,79.4,21.91,0.39,82.65
2785,77,0,0,9,1,7,4,79.57,26.58,1.28,57.1
2785,81,0,0,8,2,6,5,80.3,30.14,1.1,314.01
2785,85,0,0,7,3,6,5,78.67,30.88,1.5,297.68
2786,98,1,16,4,6,9,2,80.48,29.32,2.64,90.19
2786,94,1,16,4,6,8,3,81.27,18.71,4.13,77.46
2786,26,1,16,5,5,4,7,74.3,32.6,2.31,333.76
2786,22,1,16,2,8,2,9,71.46,34.67,1.66,318.02
2786,90,1,16,5,5,9,2,79.39,21.75,1.62,90.69
2786,52,1,16,6,4,10,1,76.35,23.77,3.4,145.95
2786,23,1,16,4,6,4,7,73.98,18.08,1.45,249.18
2786,38,1,16,1,9,0,11,65.41,14.86,2.6,242.0
2786,99,1,16,5,5,9,2,80.05,26.67,2.27,89.36
2786,31,1,16,2,8,0,11,65.65,30.61,2.26,298.94
2786,32,1,16,0,10,2,9,75.64,7.46,2.53,223.42
2786,15,0,16,5,5,5,6,77.1,16.23,3.31,248.67
2786,2,0,16,7,3,5,6,83.98,23.52,1.59,83.35
2786,63,0,16,8,2,6,5,80.82,26.08,1.67,70.85
2786,67,0,16,9,1,6,5,80.69,24.0,1.78,70.72
2786,74,0,16,7,3,6,5,82.02,19.96,2.87,88.09
2786,11,0,16,1,9,1,10,76.55,7.85,3.13,244.57
2786,28,0,16,8,2,5,6,82.73,23.16,3.83,171.97
2786,75,0,16,8,2,6,5,80.25,21.82,1.23,89.76
2786,77,0,16,8,2,6,5,81.64,27.9,2.28,66.57
2786,81,0,16,7,3,6,5,78.46,31.64,3.03,285.75
2786,85,0,16,4,6,5,6,75.91,32.28,4.18,290.68
2787,98,1,20,4,6,7,4,82.59,29.02,1.25,167.82
2787,94,1,20,4,6,7,4,85.5,19.92,3.18,75.86
2787,26,1,20,2,8,2,9,72.71,34.12,2.56,250.47
2787,22,1,20,2,8,2,9,69.51,35.87,2.79,287.68
2787,90,1,20,4,6,7,4,80.63,22.43,1.38,187.27
2787,52,1,20,5,5,8,3,78.88,19.74,4.74,152.45
2787,23,1,20,1,9,1,10,72.27,16.85,2.01,210.43
2787,38,1,20,0,10,0,11,62.43,13.62,2.37,280.33
2787,99,1,20,4,6,8,3,81.92,26.22,0.8,145.64
2787,31,1,20,2,8,1,10,63.16,32.05,2.66,295.93
2787,32,1,20,0,10,2,9,72.99,5.52,2.86,251.91
2787,15,0,20,1,9,3,8,73.94,14.21,2.71,224.62
2787,2,0,20,6,4,5,6,85.57,23.85,0.88,116.55
2787,63,0,20,7,3,5,6,82.6,26.21,1.4,97.96
2787,67,0,20,7,3,5,6,82.26,24.83,1.0,48.44
2787,74,0,20,6,4,5,6,85.22,20.82,2.72,76.28
2787,11,0,20,1,9,1,10,73.35,5.86,3.42,235.27
2787,28,0,20,6,4,4,7,83.26,18.64,4.91,178.35
2787,75,0,20,6,4,5,6,81.69,22.03,1.23,44.42
2787,77,0,20,7,3,5,6,83.52,28.23,0.85,125.79
2787,81,0,20,4,6,4,7,74.73,31.16,4.58,236.17
2787,85,0,20,1,9,3,8,71.02,33.71,4.97,297.07
2788,98,1,21,2,8,7,4,80.75,28.0,3.78,252.68
2788,94,1,21,3,7,7,4,87.31,20.16,1.25,158.06
2788,26,1,21,2,8,2,9,70.24,30.41,5.88,215.17
2788,22,1,21,2,8,1,10,66.26,36.31,3.25,263.33
2788,90,1,21,4,6,7,4,79.46,23.86,2.89,292.01
2788,52,1,21,3,7,6,5,80.53,15.58,3.19,186.28
2788,23,1,21,2,8,1,10,72.04,14.86,0.94,215.91
2788,38,1,21,0,10,0,11,61.33,15.53,3.29,140.82
2788,99,1,21,3,7,6,5,81.21,26.41,2.04,275.67
2788,31,1,21,2,8,1,10,61.01,32.78,2.18,242.83
2788,32,1,21,1,9,2,9,70.49,5.71,3.02,305.7
2788,15,0,21,2,8,3,8,73.18,12.71,1.51,246.64
2788,2,0,21,5,5,5,6,85.52,23.12,1.24,206.97
2788,63,0,21,5,5,4,7,83.51,25.82,0.51,183.66
2788,67,0,21,5,5,5,6,82.26,25.11,1.02,285.65
2788,74,0,21,6,4,5,6,87.18,21.1,1.14,117.0
2788,11,0,21,1,9,1,10,71.03,4.16,1.52,269.0
2788,28,0,21,3,7,2,9,83.01,13.38,4.55,190.99
2788,75,0,21,6,4,5,6,81.87,23.27,1.39,312.54
2788,77,0,21,5,5,4,7,82.93,28.06,1.87,276.44
2788,81,0,21,0,10,3,8,71.09,26.66,6.11,227.75
2788,85,0,21,0,10,3,8,67.32,36.93,4.62,326.78
2789,98,1,7,3,7,4,7,75.46,26.95,5.96,261.88
2789,94,1,7,1,9,6,5,85.95,18.55,2.92,242.14
2789,26,1,7,4,6,1,10,65.82,24.9,6.29,231.48
2789,22,1,7,1,9,1,10,63.16,34.99,3.6,231.74
2789,90,1,7,4,6,6,5,75.35,24.34,4.64,275.5
2789,52,1,7,2,8,4,7,78.53,13.77,3.06,251.13
2789,23,1,7,3,7,2,9,71.6,15.45,2.11,319.27
2789,38,1,7,1,9,1,10,62.01,19.93,4.22,246.87
2789,99,1,7,2,8,5,6,77.9,26.59,3.96,273.37
2789,31,1,7,2,8,1,10,59.53,30.04,3.29,210.48
2789,32,1,7,1,9,2,9,68.18,9.08,4.86,318.8
2789,15,0,7,1,9,3,8,71.16,13.1,2.93,289.59
2789,2,0,7,5,5,4,7,84.38,21.81,2.01,237.83
2789,63,0,7,5,5,4,7,82.54,25.89,1.99,272.89
2789,67,0,7,5,5,4,7,80.28,25.13,2.58,270.05
2789,74,0,7,4,6,1,10,87.23,20.26,1.17,219.19
2789,11,0,7,1,9,1,10,70.66,5.47,2.33,338.81
2789,28,0,7,0,10,2,9,81.56,9.88,2.9,222.25
2789,75,0,7,5,5,5,6,79.62,23.46,3.05,267.82
2789,77,0,7,4,6,3,8,79.91,28.71,3.46,278.51
2789,81,0,7,0,10,5,6,65.62,23.33,5.62,251.43
2789,85,0,7,0,10,1,10,65.85,41.11,3.32,330.99
2790,98,1,33,5,5,4,7,69.13,26.37,5.69,268.07
2790,94,1,33,1,9,6,5,82.26,17.71,3.95,265.77
2790,26,1,33,6,4,1,10,60.82,22.68,3.84,246.83
2790,22,1,33,3,7,1,10,60.74,32.04,2.98,214.03
2790,90,1,33,5,5,5,6,70.36,24.82,4.57,278.58
2790,52,1,33,2,8,4,7,75.03,13.68,3.35,277.35
2790,23,1,33,6,4,4,7,69.28,17.88,3.58,311.3
2790,38,1,33,5,5,1,10,60.61,23.68,2.52,326.53
2790,99,1,33,3,7,4,7,73.44,26.87,4.16,271.93
2790,31,1,33,3,7,1,10,57.75,27.37,2.24,208.26
2790,32,1,33,1,9,2,9,64.07,12.8,5.14,310.26
2790,15,0,33,1,9,3,8,67.83,14.7,3.54,302.37
2790,2,0,33,5,5,1,10,82.12,21.1,2.81,262.04
2790,63,0,33,5,5,3,8,79.61,25.99,3.15,271.28
2790,67,0,33,4,6,4,7,77.2,25.09,3.03,267.0
2790,74,0,33,2,8,1,10,85.65,19.52,2.24,255.7
2790,11,0,33,1,9,3,8,69.26,8.3,2.83,330.45
2790,28,0,33,0,10,2,9,79.45,9.03,1.9,274.19
2790,75,0,33,4,6,6,5,75.9,23.08,3.63,266.21
2790,77,0,33,4,6,3,8,76.22,29.06,3.21,275.14
2790,81,0,33,0,10,7,4,60.85,22.85,3.0,253.92
2790,85,0,33,0,10,0,11,64.21,42.61,1.72,259.32
2818,98,1,16,7,3,7,4,57.48,29.19,1.34,28.58
2818,26,1,16,9,1,7,4,56.22,22.42,0.7,104.0
2818,22,1,16,2,8,1,10,53.02,37.5,2.95,357.81
2818,95,1,16,7,3,9,2,58.92,26.17,0.47,37.26
2818,52,1,16,8,2,8,3,56.42,24.94,0.29,10.57
2818,23,1,16,4,6,3,8,57.16,13.06,3.52,150.16
2818,38,1,16,5,5,0,11,49.49,18.29,0.95,192.35
2818,99,1,16,8,2,8,3,59.06,20.98,0.34,73.11
2818,31,1,16,5,5,0,11,50.25,30.0,1.61,346.94
2818,96,1,16,7,3,8,3,58.76,17.86,1.11,137.88
2818,92,1,16,6,4,9,2,59.42,23.66,0.45,98.48
2818,15,0,16,5,5,5,6,61.08,32.82,0.08,219.65
2818,2,0,16,8,2,7,4,61.85,23.32,0.31,277.35
2818,63,0,16,8,2,7,4,61.54,24.82,0.18,235.88
2818,67,0,16,8,2,7,4,61.06,23.47,0.16,97.37
2818,74,0,16,7,3,7,4,61.49,19.88,0.32,237.82
2818,82,0,16,1,9,0,11,62.25,41.9,0.44,321.84
2818,11,0,16,0,10,2,9,61.27,9.33,0.49,235.46
2818,44,0,16,7,3,7,4,64.74,23.49,0.24,272.39
2818,28,0,16,7,3,3,8,67.29,23.45,0.07,239.01
2818,75,0,16,7,3,8,3,61.29,21.45,0.25,200.59
2818,77,0,16,8,2,7,4,61.65,26.32,0.15,226.24
2819,98,1,0,6,4,7,4,58.2,29.73,0.89,29.85
2819,26,1,0,7,3,7,4,56.73,22.35,0.88,135.15
2819,22,1,0,1,9,1,10,53.05,39.9,1.66,285.66
2819,95,1,0,6,4,9,2,59.28,26.21,0.69,136.56
2819,52,1,0,7,3,8,3,56.47,25.04,0.36,99.5
2819,23,1,0,1,9,2,9,58.56,10.7,1.72,156.16
2819,38,1,0,2,8,0,11,49.42,17.64,0.8,193.84
2819,99,1,0,6,4,8,3,59.34,21.23,0.81,87.82
2819,31,1,0,3,7,0,11,49.86,31.46,1.24,334.95
2819,96,1,0,7,3,8,3,59.12,17.39,0.92,113.39
2819,92,1,0,6,4,9,2,59.8,23.6,0.7,127.31
2819,15,0,0,5,5,4,7,61.09,32.79,0.46,228.96
2819,2,0,0,8,2,7,4,61.76,23.38,0.84,134.48
2819,63,0,0,8,2,7,4,61.49,24.77,0.85,189.91
2819,67,0,0,8,2,7,4,60.93,23.36,0.83,203.68
2819,74,0,0,7,3,7,4,61.36,19.79,0.57,178.68
2819,82,0,0,1,9,1,10,62.16,41.89,0.59,241.04
2819,11,0,0,0,10,2,9,61.14,9.24,0.57,256.32
2819,44,0,0,7,3,7,4,64.44,23.31,1.37,215.63
2819,28,0,0,7,3,3,8,67.27,23.39,0.84,211.36
2819,75,0,0,7,3,7,4,61.24,21.31,0.56,185.85
2819,77,0,0,8,2,7,4,61.53,26.24,0.57,227.64
2820,98,1,10,5,5,5,6,58.33,30.76,0.75,263.66
2820,26,1,10,7,3,8,3,57.27,20.92,3.09,161.86
2820,22,1,10,1,9,1,10,52.87,40.77,0.77,260.74
2820,95,1,10,6,4,9,2,59.52,25.0,2.45,178.78
2820,52,1,10,6,4,9,2,56.76,24.3,2.39,164.81
2820,23,1,10,1,9,2,9,58.63,9.96,1.08,231.53
2820,38,1,10,1,9,0,11,49.11,16.64,1.85,160.33
2820,99,1,10,5,5,8,3,60.72,20.74,2.53,122.79
2820,31,1,10,2,8,0,11,49.21,32.17,1.28,269.47
2820,96,1,10,6,4,9,2,60.56,17.07,1.67,123.51
2820,92,1,10,6,4,9,2,60.52,22.74,1.42,143.75
2820,15,0,10,3,7,4,7,60.0,32.6,2.7,258.56
2820,2,0,10,7,3,7,4,63.2,22.12,2.78,118.59
2820,63,0,10,8,2,7,4,61.29,23.04,2.19,181.63
2820,67,0,10,7,3,7,4,60.37,21.9,2.01,208.81
2820,74,0,10,8,2,7,4,61.61,18.65,2.02,168.88
2820,82,0,10,1,9,1,10,61.22,41.1,2.85,224.55
2820,11,0,10,1,9,2,9,60.0,9.07,1.9,261.91
2820,44,0,10,7,3,6,5,63.13,21.1,3.91,211.06
2820,28,0,10,7,3,6,5,66.21,21.87,3.54,215.93
2820,75,0,10,7,3,6,5,61.27,20.23,1.65,153.85
2820,77,0,10,8,2,7,4,60.82,25.36,2.08,209.93
2821,98,1,16,1,9,3,8,57.76,30.88,1.52,217.09
2821,26,1,16,7,3,9,2,58.6,16.55,4.59,168.17
2821,22,1,16,1,9,2,9,52.18,39.36,2.37,195.45
2821,95,1,16,6,4,8,3,59.31,21.36,3.91,181.4
2821,52,1,16,6,4,8,3,57.6,20.4,4.15,171.17
2821,23,1,16,3,7,3,8,56.87,9.57,1.9,271.41
2821,38,1,16,3,7,3,8,51.12,14.43,3.63,117.87
2821,99,1,16,5,5,8,3,63.4,18.44,3.17,139.76
2821,31,1,16,1,9,1,10,47.55,31.19,2.54,210.74
2821,96,1,16,6,4,9,2,61.67,15.61,0.78,195.97
2821,92,1,16,5,5,8,3,61.36,21.36,1.29,182.39
2821,15,0,16,2,8,3,8,55.95,31.58,4.23,239.28
2821,2,0,16,7,3,6,5,66.59,21.13,3.35,74.37
2821,63,0,16,7,3,6,5,61.4,20.59,1.65,188.62
2821,67,0,16,7,3,7,4,58.99,19.98,1.73,222.94
2821,74,0,16,8,2,7,4,62.06,15.88,2.8,181.68
2821,82,0,16,1,9,2,9,58.18,37.79,5.33,220.1
2821,11,0,16,2,8,4,7,57.58,8.9,2.4,309.58
2821,44,0,16,8,2,8,3,60.54,16.76,4.61,203.88
2821,28,0,16,7,3,6,5,63.18,17.88,4.11,228.64
2821,75,0,16,7,3,6,5,62.84,18.52,2.35,136.14
2821,77,0,16,8,2,7,4,59.55,22.72,3.08,205.97
2822,98,1,33,3,7,5,6,56.9,28.14,3.46,194.05
2822,26,1,33,7,3,8,3,59.03,12.14,3.5,191.89
2822,22,1,33,2,8,2,9,51.74,36.27,3.18,181.36
2822,95,1,33,7,3,8,3,59.38,17.38,2.59,176.94
2822,52,1,33,7,3,8,3,58.04,16.4,2.49,170.81
2822,23,1,33,5,5,5,6,55.04,10.14,1.55,321.2
2822,38,1,33,7,3,8,3,55.15,13.58,3.23,74.6
2822,99,1,33,6,4,9,2,64.72,16.11,1.73,151.4
2822,31,1,33,2,8,2,9,47.0,27.84,3.71,174.56
2822,96,1,33,7,3,8,3,60.97,16.26,1.15,316.74
2822,92,1,33,7,3,9,2,60.35,20.29,1.7,219.87
2822,15,0,33,2,8,3,8,53.02,28.31,3.86,206.18
2822,2,0,33,2,8,2,9,69.1,23.84,3.29,87.18
2822,63,0,33,8,2,8,3,60.82,19.81,1.07,228.88
2822,67,0,33,7,3,9,2,58.17,19.4,0.51,273.55
2822,74,0,33,7,3,8,3,61.44,13.26,1.69,208.86
2822,82,0,33,1,9,3,8,54.54,33.02,5.69,209.58
2822,11,0,33,7,3,8,3,56.72,12.14,3.89,213.08
2822,44,0,33,7,3,8,3,59.48,12.78,3.52,200.42
2822,28,0,33,7,3,8,3,60.3,16.58,2.0,265.14
2822,75,0,33,8,2,7,4,64.31,16.88,1.26,146.86
2822,77,0,33,8,2,8,3,58.1,19.84,2.92,209.11
2858,98,1,0,5,5,8,3,58.86,29.02,0.94,86.26
2858,26,1,0,8,2,8,3,55.87,22.36,0.14,263.25
2858,22,1,0,0,10,1,10,51.77,43.26,0.59,249.7
2858,52,1,0,6,4,8,3,58.41,26.1,0.53,130.12
2858,23,1,0,4,6,5,6,55.34,31.25,2.22,110.99
2858,38,1,0,0,10,0,11,45.11,25.5,0.29,293.42
2858,99,1,0,7,3,9,2,58.61,21.16,0.88,101.02
2858,31,1,0,5,5,7,4,58.25,15.76,0.5,291.47
2858,32,1,0,4,6,4,7,53.01,14.76,0.01,177.3
2858,96,1,0,6,4,9,2,58.11,18.0,1.12,98.69
2858,92,1,0,7,3,10,1,58.74,23.72,0.6,84.33
2858,15,0,0,6,4,4,7,61.42,31.11,2.47,328.18
2858,2,0,0,9,1,8,3,60.86,23.41,0.94,95.64
2858,63,0,0,9,1,8,3,60.52,24.79,0.09,113.22
2858,67,0,0,9,1,8,3,60.02,23.49,0.23,112.6
2858,19,0,0,0,10,1,10,60.42,45.11,0.71,258.3
2858,74,0,0,8,2,8,3,60.53,20.17,0.7,129.71
2858,28,0,0,9,1,5,6,65.95,23.29,0.31,192.48
2858,75,0,0,9,1,8,3,60.38,21.49,0.48,155.92
2858,77,0,0,8,2,7,4,60.6,26.51,0.65,66.32
2858,81,0,0,8,2,6,5,61.42,16.56,0.23,244.41
2858,85,0,0,7,3,6,5,59.91,15.81,0.44,287.93
2859,98,1,16,5,5,8,3,60.57,29.08,3.16,88.88
2859,26,1,16,7,3,8,3,55.99,22.04,1.37,176.62
2859,22,1,16,0,10,1,10,50.66,42.81,1.55,234.7
2859,52,1,16,7,3,8,3,58.07,26.23,1.22,290.41
2859,23,1,16,2,8,3,8,55.0,32.82,2.04,330.95
2859,38,1,16,0,10,0,11,44.48,25.71,1.61,299.25
2859,99,1,16,7,3,9,2,60.31,20.92,2.01,79.06
2859,31,1,16,6,4,7,4,57.41,16.38,1.76,287.84
2859,32,1,16,4,6,3,8,53.02,14.75,0.18,171.31
2859,96,1,16,6,4,9,2,60.29,17.84,2.84,86.81
2859,92,1,16,6,4,10,1,59.97,23.93,1.4,86.85
2859,15,0,16,3,7,4,7,59.37,32.63,3.87,299.33
2859,2,0,16,8,2,7,4,62.79,23.22,2.44,87.52
2859,63,0,16,9,1,8,3,60.77,24.81,0.86,91.88
2859,67,0,16,9,1,7,4,60.59,23.57,1.15,82.88
