time,jerseyNumber,team,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate,velocity,playId
1292,54,0,16,{},"{33, 99, 36, 53, 24, 25, 90, 29, 94, 95}",{89},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 30}","(15.97, 33.13)","(1.4, 341.77)",710
1292,36,0,16,{},"{33, 99, 53, 54, 24, 25, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89, 30}","(11.52, 15.23)","(1.54, 218.09)",710
1292,25,0,16,{},"{33, 99, 36, 53, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89, 30}","(7.77, 24.36)","(1.24, 207.04)",710
1292,24,0,16,{},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","{18, 12}","{65, 68, 10, 76, 77, 79, 16, 89, 30}","(16.58, 17.43)","(2.28, 213.83)",710
1292,29,0,16,{33},"{99, 36, 53, 54, 24, 25, 90, 94, 95}","{89, 10}","{65, 68, 12, 76, 77, 79, 16, 18, 30}","(17.56, 38.73)","(2.52, 324.8)",710
1292,99,0,16,"{90, 94}","{33, 36, 53, 54, 24, 25, 29, 95}","{65, 68, 76, 79, 16, 30}","{10, 12, 77, 18, 89}","(22.55, 32.21)","(2.69, 114.89)",710
1292,33,0,16,{29},"{99, 36, 53, 54, 24, 25, 90, 94, 95}",{10},"{65, 68, 12, 76, 77, 79, 16, 18, 89, 30}","(14.05, 41.16)","(2.88, 352.07)",710
1292,94,0,16,{99},"{33, 36, 53, 54, 24, 25, 90, 29, 95}","{68, 30, 79}","{65, 10, 12, 76, 77, 16, 18, 89}","(23.83, 34.6)","(3.23, 93.83)",710
1293,76,1,20,"{65, 68, 77, 16, 30}","{10, 12, 79, 18, 89}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(23.34, 27.19)","(1.5, 112.26)",710
1293,77,1,20,"{16, 65, 76, 68}","{10, 12, 79, 18, 89, 30}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(26.34, 26.76)","(1.89, 54.46)",710
1293,65,1,20,"{68, 76, 77, 16, 30}","{10, 12, 79, 18, 89}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(22.57, 27.82)","(0.43, 192.14)",710
1293,12,1,20,{},"{65, 68, 10, 76, 77, 79, 16, 18, 89, 30}",{24},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","(14.74, 19.67)","(1.22, 253.71)",710
1293,68,1,20,"{65, 76, 77, 79, 16}","{10, 12, 18, 89, 30}","{90, 99, 94, 95}","{33, 36, 53, 54, 24, 25, 29}","(25.33, 30.4)","(2.6, 152.34)",710
1293,79,1,20,"{16, 68}","{65, 10, 12, 76, 77, 18, 89, 30}","{99, 94}","{33, 36, 53, 54, 24, 25, 90, 29, 95}","(26.98, 32.88)","(1.96, 132.1)",710
1293,30,1,20,"{65, 76}","{68, 10, 12, 77, 79, 16, 18, 89}","{90, 99}","{33, 36, 53, 54, 24, 25, 29, 94, 95}","(20.29, 29.99)","(3.34, 248.84)",710
1293,16,1,20,"{65, 68, 76, 77, 79}","{10, 12, 18, 89, 30}","{99, 95}","{33, 36, 53, 54, 24, 25, 90, 29, 94}","(26.72, 28.65)","(0.68, 141.39)",710
1293,89,1,20,{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 30}","{29, 54}","{33, 99, 36, 53, 24, 25, 90, 94, 95}","(15.58, 37.08)","(2.02, 293.23)",710
1293,10,1,20,{},"{65, 68, 12, 76, 77, 79, 16, 18, 89, 30}",{33},"{99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(14.46, 46.04)","(5.28, 337.39)",710
1293,18,1,20,{},"{65, 68, 10, 12, 76, 77, 79, 16, 89, 30}","{24, 36}","{33, 99, 53, 54, 25, 90, 29, 94, 95}","(14.79, 11.42)","(6.03, 201.38)",710
1293,90,0,20,{99},"{33, 36, 53, 54, 24, 25, 29, 94, 95}","{65, 68, 76, 77, 30}","{10, 12, 79, 16, 18, 89}","(21.53, 27.18)","(0.53, 225.56)",710
1293,53,0,20,{},"{33, 99, 36, 54, 24, 25, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89, 30}","(14.7, 24.72)","(1.11, 98.12)",710
1293,95,0,20,{99},"{33, 36, 53, 54, 24, 25, 90, 29, 94}","{65, 68, 76, 77, 16}","{10, 12, 79, 18, 89, 30}","(26.69, 25.92)","(2.18, 46.94)",710
1293,54,0,20,{},"{33, 99, 36, 53, 24, 25, 90, 29, 94, 95}",{89},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 30}","(15.59, 33.12)","(1.84, 176.48)",710
1293,36,0,20,{},"{33, 99, 53, 54, 24, 25, 90, 29, 94, 95}",{18},"{65, 68, 10, 12, 76, 77, 79, 16, 89, 30}","(10.47, 13.64)","(1.54, 209.36)",710
1293,25,0,20,{},"{33, 99, 36, 53, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89, 30}","(7.28, 22.69)","(0.96, 159.4)",710
1293,24,0,20,{},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","{18, 12}","{65, 68, 10, 76, 77, 79, 16, 89, 30}","(15.09, 16.32)","(1.56, 287.12)",710
1293,29,0,20,{},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}",{89},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 30}","(15.77, 40.56)","(1.67, 281.91)",710
1293,99,0,20,"{90, 94, 95}","{33, 36, 53, 54, 24, 25, 29}","{65, 68, 76, 77, 79, 16, 30}","{89, 10, 18, 12}","(24.65, 29.92)","(3.56, 148.68)",710
1293,33,0,20,{},"{99, 36, 53, 54, 24, 25, 90, 29, 94, 95}",{10},"{65, 68, 12, 76, 77, 79, 16, 18, 89, 30}","(13.51, 45.47)","(4.49, 350.55)",710
1293,94,0,20,{99},"{33, 36, 53, 54, 24, 25, 90, 29, 95}","{68, 79}","{65, 10, 12, 76, 77, 16, 18, 89, 30}","(26.55, 33.77)","(1.75, 154.11)",710
1294,76,1,33,"{16, 65, 68, 77}","{10, 12, 79, 18, 89, 30}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(25.1, 26.3)","(1.81, 121.16)",710
1294,77,1,33,"{65, 68, 76, 79, 16}","{10, 12, 18, 89, 30}","{99, 94, 95}","{33, 36, 53, 54, 24, 25, 90, 29}","(27.02, 27.67)","(0.46, 98.78)",710
1294,65,1,33,"{76, 77, 30, 68}","{10, 12, 79, 16, 18, 89}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(22.05, 27.57)","(0.73, 243.72)",710
1294,12,1,33,{},"{65, 68, 10, 76, 77, 79, 16, 18, 89, 30}",{24},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","(14.63, 20.03)","(1.02, 49.5)",710
1294,68,1,33,"{65, 76, 77, 79, 16}","{10, 12, 18, 89, 30}","{99, 94, 95}","{33, 36, 53, 54, 24, 25, 90, 29}","(25.6, 27.54)","(2.38, 185.91)",710
1294,79,1,33,"{16, 68, 77}","{65, 10, 76, 12, 18, 89, 30}","{94, 95}","{33, 99, 36, 53, 54, 24, 25, 90, 29}","(27.21, 31.47)","(1.74, 217.24)",710
1294,30,1,33,{65},"{68, 10, 12, 76, 77, 79, 16, 18, 89}","{90, 53, 54}","{33, 99, 36, 24, 25, 29, 94, 95}","(18.18, 28.81)","(1.75, 192.27)",710
1294,16,1,33,"{76, 77, 79, 68}","{65, 10, 12, 18, 89, 30}","{99, 94, 95}","{33, 36, 53, 54, 24, 25, 90, 29}","(27.22, 28.37)","(0.74, 80.79)",710
1294,89,1,33,{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 30}",{29},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}","(14.83, 37.03)","(1.18, 194.29)",710
1294,10,1,33,{},"{65, 68, 12, 76, 77, 79, 16, 18, 89, 30}",{33},"{99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(12.72, 50.49)","(3.54, 329.81)",710
1294,18,1,33,{},"{65, 68, 10, 12, 76, 77, 79, 16, 89, 30}",{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(13.66, 5.79)","(4.3, 189.5)",710
1294,90,0,33,"{53, 54}","{33, 99, 36, 24, 25, 29, 94, 95}","{65, 76, 30}","{68, 10, 12, 77, 79, 16, 18, 89}","(20.42, 27.18)","(1.3, 278.93)",710
1294,53,0,33,"{90, 54}","{33, 99, 36, 24, 25, 29, 94, 95}",{30},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89}","(16.06, 27.04)","(2.94, 44.66)",710
1294,95,0,33,{99},"{33, 36, 53, 54, 24, 25, 90, 29, 94}","{65, 68, 76, 77, 79, 16}","{10, 12, 18, 89, 30}","(26.83, 27.0)","(0.84, 248.0)",710
1294,54,0,33,"{90, 53}","{33, 99, 36, 24, 25, 29, 94, 95}",{30},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89}","(16.72, 29.77)","(3.2, 158.61)",710
1294,36,0,33,{},"{33, 99, 53, 54, 24, 25, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89, 30}","(10.02, 12.73)","(0.75, 307.52)",710
1294,25,0,33,{},"{33, 99, 36, 53, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 89, 30}","(8.03, 23.01)","(2.02, 55.56)",710
1294,24,0,33,{},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}",{12},"{65, 68, 10, 76, 77, 79, 16, 18, 89, 30}","(14.13, 18.25)","(2.53, 344.31)",710
1294,29,0,33,{},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}",{89},"{65, 68, 10, 12, 76, 77, 79, 16, 18, 30}","(14.76, 39.57)","(2.08, 193.41)",710
1294,99,0,33,{95},"{33, 36, 53, 54, 24, 25, 90, 29, 94}","{65, 68, 76, 77, 16}","{10, 12, 79, 18, 89, 30}","(26.25, 26.23)","(3.72, 158.06)",710
1294,33,0,33,{},"{99, 36, 53, 54, 24, 25, 90, 29, 94, 95}",{10},"{65, 68, 12, 76, 77, 79, 16, 18, 89, 30}","(12.5, 49.74)","(3.37, 333.83)",710
1294,94,0,33,{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 95}","{16, 68, 77, 79}","{65, 10, 76, 12, 18, 89, 30}","(25.3, 32.35)","(2.75, 245.14)",710
1295,77,1,16,"{89, 65, 79}","{68, 10, 12, 76, 16, 18, 30}","{33, 54}","{99, 36, 53, 24, 25, 90, 29, 94, 95}","(26.33, 25.39)","(1.02, 144.05)",710
1295,65,1,16,"{89, 77, 30, 79}","{68, 10, 12, 76, 16, 18}","{33, 54}","{99, 36, 53, 24, 25, 90, 29, 94, 95}","(26.82, 27.44)","(0.63, 215.98)",710
1295,12,1,16,"{16, 76, 30, 79}","{65, 68, 10, 77, 18, 89}","{36, 53, 54, 95}","{33, 99, 24, 25, 90, 29, 94}","(21.3, 27.18)","(0.76, 241.91)",710
1295,68,1,16,{},"{65, 10, 12, 77, 76, 79, 16, 18, 89, 30}",{29},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}","(15.32, 21.45)","(1.52, 39.93)",710
1295,79,1,16,"{65, 12, 77, 89, 30}","{68, 10, 76, 16, 18}","{33, 54}","{99, 36, 53, 24, 25, 90, 29, 94, 95}","(24.96, 25.79)","(1.5, 217.97)",710
1295,30,1,16,"{65, 12, 76, 79, 89}","{68, 10, 77, 16, 18}",{54},"{33, 99, 36, 53, 24, 25, 90, 29, 94, 95}","(24.92, 30.44)","(2.74, 246.38)",710
1295,16,1,16,{12},"{65, 68, 10, 76, 77, 79, 18, 89, 30}","{36, 53, 95}","{33, 99, 54, 24, 25, 90, 29, 94}","(19.28, 27.05)","(1.12, 148.88)",710
1295,89,1,16,"{65, 77, 30, 79}","{68, 10, 12, 76, 16, 18}",{54},"{33, 99, 36, 53, 24, 25, 90, 29, 94, 95}","(28.08, 28.85)","(0.71, 71.97)",710
1295,10,1,16,{},"{65, 68, 12, 77, 76, 79, 16, 18, 89, 30}",{99},"{33, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(15.36, 35.12)","(1.76, 150.84)",710
1295,18,1,16,{},"{65, 68, 10, 12, 77, 76, 79, 16, 89, 30}",{94},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 95}","(11.17, 52.14)","(0.93, 272.35)",710
1295,90,0,16,{},"{33, 99, 36, 53, 54, 24, 25, 29, 94, 95}",{},"{65, 68, 10, 12, 77, 76, 79, 16, 18, 89, 30}","(13.28, 3.05)","(1.14, 153.44)",710
1295,53,0,16,"{36, 95}","{33, 99, 54, 24, 25, 90, 29, 94}","{16, 12, 76}","{65, 68, 10, 77, 79, 18, 89, 30}","(19.07, 27.57)","(1.01, 283.42)",710
1295,95,0,16,"{36, 53}","{33, 99, 54, 24, 25, 90, 29, 94}","{16, 12, 76}","{65, 68, 10, 77, 79, 18, 89, 30}","(18.59, 28.7)","(1.88, 55.87)",710
1295,54,0,16,{33},"{99, 36, 53, 24, 25, 90, 29, 94, 95}","{65, 12, 77, 79, 89, 30}","{68, 10, 76, 16, 18}","(25.91, 27.09)","(1.08, 280.53)",710
1295,36,0,16,"{53, 95}","{33, 99, 54, 24, 25, 90, 29, 94}","{16, 12}","{65, 68, 10, 76, 77, 79, 18, 89, 30}","(17.72, 27.43)","(1.12, 173.57)",710
1295,25,0,16,{},"{33, 99, 36, 53, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 77, 76, 79, 16, 18, 89, 30}","(10.03, 14.46)","(1.7, 13.67)",710
1295,24,0,16,{},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}",{},"{65, 68, 10, 12, 77, 76, 79, 16, 18, 89, 30}","(10.47, 24.8)","(2.52, 61.39)",710
1295,29,0,16,{},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}",{68},"{65, 10, 12, 77, 76, 79, 16, 18, 89, 30}","(13.79, 21.02)","(2.16, 145.95)",710
1295,99,0,16,{},"{33, 36, 53, 54, 24, 25, 90, 29, 94, 95}",{10},"{65, 68, 12, 77, 76, 79, 16, 18, 89, 30}","(14.98, 36.77)","(2.26, 170.62)",710
1295,33,0,16,{54},"{99, 36, 53, 24, 25, 90, 29, 94, 95}","{65, 77, 79}","{68, 10, 12, 76, 16, 18, 89, 30}","(27.39, 23.19)","(1.83, 161.22)",710
1295,94,0,16,{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 95}",{18},"{65, 68, 10, 12, 77, 76, 79, 16, 89, 30}","(10.81, 51.5)","(1.22, 298.33)",710
1295,76,1,16,"{12, 30}","{65, 68, 10, 77, 79, 16, 18, 89}","{53, 95}","{33, 99, 36, 54, 24, 25, 90, 29, 94}","(21.84, 31.63)","(2.88, 256.65)",734
1322,76,1,14,"{65, 68, 77, 79, 16, 17}","{89, 18, 12, 30}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(18.17, 25.6)","(0.07, 244.39)",734
1322,77,1,14,"{65, 68, 76, 12, 16, 17}","{89, 18, 30, 79}","{90, 95}","{33, 99, 36, 53, 54, 24, 25, 29, 94}","(18.05, 24.26)","(0.23, 187.35)",734
1322,65,1,14,"{68, 76, 77, 79, 16, 30}","{89, 17, 18, 12}","{33, 99, 90, 94, 95}","{36, 53, 54, 24, 25, 29}","(17.38, 27.14)","(0.11, 84.6)",734
1322,17,1,14,"{12, 18, 76, 77}","{65, 68, 79, 16, 89, 30}","{24, 95}","{33, 99, 36, 53, 54, 25, 90, 29, 94}","(19.21, 21.26)","(0.9, 222.17)",734
1322,12,1,14,"{17, 18, 77}","{65, 68, 76, 79, 16, 89, 30}","{24, 95}","{33, 99, 36, 53, 54, 25, 90, 29, 94}","(18.02, 19.62)","(0.96, 216.09)",734
1322,68,1,14,"{65, 76, 77, 79, 16, 30}","{89, 17, 18, 12}","{33, 90, 99, 94}","{36, 53, 54, 24, 25, 29, 95}","(17.81, 28.44)","(0.11, 163.12)",734
1322,79,1,14,"{65, 68, 76, 16, 30}","{12, 77, 17, 18, 89}","{33, 90, 99, 94}","{36, 53, 54, 24, 25, 29, 95}","(18.07, 29.92)","(0.13, 102.44)",734
1322,30,1,14,"{16, 65, 68, 79}","{12, 76, 77, 17, 18, 89}",{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(21.64, 29.65)","(0.33, 318.92)",734
1322,16,1,14,"{65, 68, 76, 77, 79, 30}","{89, 17, 18, 12}",{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(21.36, 26.99)","(0.18, 256.3)",734
1322,89,1,14,{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 30}",{29},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}","(18.27, 35.85)","(0.27, 319.69)",734
1322,18,1,14,"{17, 12}","{65, 68, 76, 77, 79, 16, 89, 30}",{24},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","(19.15, 18.45)","(1.0, 223.61)",734
1322,90,0,14,"{33, 99, 53, 54, 95}","{36, 24, 25, 29, 94}","{65, 68, 76, 77, 79}","{12, 16, 17, 18, 89, 30}","(16.07, 25.7)","(0.28, 112.11)",734
1322,53,0,14,"{33, 99, 54, 90, 95}","{36, 24, 25, 29, 94}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(12.11, 26.05)","(0.67, 170.57)",734
1322,95,0,14,"{24, 90, 53}","{33, 99, 36, 54, 25, 29, 94}","{65, 12, 76, 77, 17}","{68, 79, 16, 18, 89, 30}","(15.65, 23.07)","(0.23, 130.43)",734
1322,54,0,14,"{33, 99, 53, 90, 29, 94}","{24, 25, 36, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(12.78, 29.17)","(0.94, 59.29)",734
1322,36,0,14,{24},"{33, 99, 53, 54, 25, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(12.4, 16.15)","(0.23, 201.96)",734
1322,25,0,14,{},"{33, 99, 36, 53, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(6.99, 25.25)","(0.58, 314.99)",734
1322,24,0,14,"{36, 95}","{33, 99, 53, 54, 25, 90, 29, 94}","{17, 18, 12}","{65, 68, 76, 77, 79, 16, 89, 30}","(14.76, 20.03)","(1.5, 150.45)",734
1322,29,0,14,"{94, 99, 54}","{33, 36, 53, 24, 25, 90, 95}",{89},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 30}","(13.84, 33.56)","(1.99, 17.44)",734
1322,99,0,14,"{33, 53, 54, 90, 29, 94}","{24, 25, 36, 95}","{65, 76, 79, 68}","{12, 77, 16, 17, 18, 89, 30}","(15.94, 29.1)","(0.31, 88.75)",734
1322,33,0,14,"{99, 53, 54, 90, 94}","{36, 24, 25, 29, 95}","{65, 68, 79}","{12, 76, 77, 16, 17, 18, 89, 30}","(13.85, 28.36)","(3.58, 189.17)",734
1322,94,0,14,"{33, 99, 29, 54}","{36, 53, 24, 25, 90, 95}","{65, 68, 79}","{12, 76, 77, 16, 17, 18, 89, 30}","(15.69, 30.98)","(0.4, 85.53)",734
1323,76,1,0,"{65, 68, 77, 79, 16, 17}","{89, 18, 12, 30}","{90, 99, 95}","{33, 36, 53, 54, 24, 25, 29, 94}","(18.14, 25.63)","(0.33, 112.13)",734
1323,77,1,0,"{65, 68, 76, 12, 16, 17}","{89, 18, 30, 79}","{90, 95}","{33, 99, 36, 53, 54, 24, 25, 29, 94}","(18.1, 24.03)","(0.42, 134.82)",734
1323,65,1,0,"{68, 76, 77, 79, 16, 30}","{89, 17, 18, 12}","{33, 99, 54, 90, 94, 95}","{36, 53, 24, 25, 29}","(17.45, 27.22)","(0.62, 69.01)",734
1323,17,1,0,"{12, 18, 76, 77}","{65, 68, 79, 16, 89, 30}","{24, 95}","{33, 99, 36, 53, 54, 25, 90, 29, 94}","(19.01, 20.84)","(1.38, 203.21)",734
1323,12,1,0,"{17, 18, 77}","{65, 68, 76, 79, 16, 89, 30}","{24, 95}","{33, 99, 36, 53, 54, 25, 90, 29, 94}","(17.86, 19.5)","(1.19, 302.33)",734
1323,68,1,0,"{65, 76, 77, 79, 16, 30}","{89, 17, 18, 12}","{94, 90, 99, 54}","{33, 36, 53, 24, 25, 29, 95}","(17.99, 28.49)","(0.57, 62.89)",734
1323,79,1,0,"{65, 68, 76, 16, 30}","{12, 77, 17, 18, 89}","{94, 90, 99, 54}","{33, 36, 53, 24, 25, 29, 95}","(18.27, 30.04)","(0.48, 69.27)",734
1323,30,1,0,"{16, 65, 68, 79}","{12, 76, 77, 17, 18, 89}",{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(21.46, 29.89)","(1.64, 334.61)",734
1323,16,1,0,"{65, 68, 76, 77, 79, 30}","{89, 17, 18, 12}",{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(21.4, 26.92)","(0.6, 100.69)",734
1323,89,1,0,{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 30}",{29},"{33, 99, 36, 53, 54, 24, 25, 90, 94, 95}","(18.18, 35.81)","(1.22, 239.62)",734
1323,18,1,0,"{17, 12}","{65, 68, 76, 77, 79, 16, 89, 30}",{24},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","(18.97, 18.24)","(1.29, 255.79)",734
1323,90,0,0,"{33, 99, 53, 54, 94, 95}","{24, 25, 36, 29}","{65, 68, 76, 77, 79}","{12, 16, 17, 18, 89, 30}","(16.3, 25.89)","(0.81, 42.23)",734
1323,53,0,0,"{33, 90, 54, 95}","{99, 36, 24, 25, 29, 94}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(12.17, 25.48)","(0.33, 253.87)",734
1323,95,0,0,"{24, 33, 90, 53}","{99, 36, 54, 25, 29, 94}","{65, 12, 76, 77, 17}","{68, 79, 16, 18, 89, 30}","(16.0, 23.06)","(0.8, 83.99)",734
1323,54,0,0,"{33, 99, 53, 90, 94}","{36, 24, 25, 29, 95}","{65, 68, 79}","{12, 76, 77, 16, 17, 18, 89, 30}","(13.6, 29.11)","(1.22, 40.2)",734
1323,36,0,0,{24},"{33, 99, 53, 54, 25, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(12.28, 16.21)","(0.49, 240.69)",734
1323,25,0,0,{},"{33, 99, 36, 53, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(6.99, 25.96)","(1.26, 7.54)",734
1323,24,0,0,"{36, 95}","{33, 99, 53, 54, 25, 90, 29, 94}","{17, 18, 12}","{65, 68, 76, 77, 79, 16, 89, 30}","(15.28, 18.98)","(1.51, 179.77)",734
1323,29,0,0,{94},"{33, 99, 36, 53, 54, 24, 25, 90, 95}",{89},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 30}","(14.8, 35.34)","(1.03, 58.17)",734
1323,99,0,0,"{94, 90, 54}","{33, 36, 53, 24, 25, 29, 95}","{65, 76, 79, 68}","{12, 77, 16, 17, 18, 89, 30}","(16.02, 29.09)","(0.69, 110.32)",734
1323,33,0,0,"{90, 53, 54, 95}","{99, 36, 24, 25, 29, 94}",{65},"{68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(13.06, 24.85)","(2.66, 194.93)",734
1323,94,0,0,"{90, 99, 29, 54}","{33, 36, 53, 24, 25, 95}","{65, 68, 79}","{12, 76, 77, 16, 17, 18, 89, 30}","(15.98, 30.87)","(0.93, 112.08)",734
1324,76,1,16,"{65, 68, 77, 79, 16}","{12, 17, 18, 89, 30}","{90, 99, 94, 95}","{33, 36, 53, 54, 24, 25, 29}","(18.4, 26.3)","(1.5, 24.72)",734
1324,77,1,16,"{16, 65, 76, 12}","{68, 79, 17, 18, 89, 30}","{90, 95}","{33, 99, 36, 53, 54, 24, 25, 29, 94}","(18.71, 23.8)","(1.09, 82.77)",734
1324,65,1,16,"{68, 76, 77, 79, 16}","{12, 17, 18, 89, 30}","{90, 99, 94, 95}","{33, 36, 53, 54, 24, 25, 29}","(18.57, 27.56)","(1.51, 64.17)",734
1324,17,1,16,"{18, 12}","{65, 68, 76, 77, 79, 16, 89, 30}","{24, 95}","{33, 99, 36, 53, 54, 25, 90, 29, 94}","(18.02, 18.52)","(4.32, 202.4)",734
1324,12,1,16,"{17, 18, 77}","{65, 68, 76, 79, 16, 89, 30}","{24, 33, 95}","{99, 36, 53, 54, 25, 90, 29, 94}","(16.06, 21.21)","(3.4, 315.7)",734
1324,68,1,16,"{65, 76, 79, 16, 30}","{12, 77, 17, 18, 89}","{90, 99, 94}","{33, 36, 53, 54, 24, 25, 29, 95}","(18.89, 28.92)","(1.45, 76.76)",734
1324,79,1,16,"{65, 68, 76, 16, 30}","{12, 77, 17, 18, 89}","{90, 99, 94}","{33, 36, 53, 54, 24, 25, 29, 95}","(19.03, 30.17)","(1.43, 84.61)",734
1324,30,1,16,"{89, 68, 79}","{65, 12, 76, 77, 16, 17, 18}","{99, 94}","{33, 36, 53, 54, 24, 25, 90, 29, 95}","(20.14, 32.78)","(4.97, 335.1)",734
1324,16,1,16,"{65, 68, 76, 77, 79}","{12, 17, 18, 89, 30}",{},"{33, 99, 36, 53, 54, 24, 25, 90, 29, 94, 95}","(22.52, 26.85)","(1.1, 82.24)",734
1324,89,1,16,{30},"{65, 68, 12, 76, 77, 79, 16, 17, 18}","{94, 29, 54}","{33, 99, 36, 53, 24, 25, 90, 95}","(16.04, 34.64)","(3.09, 252.32)",734
1324,18,1,16,"{17, 12}","{65, 68, 76, 77, 79, 16, 89, 30}",{24},"{33, 99, 36, 53, 54, 25, 90, 29, 94, 95}","(16.43, 17.96)","(3.76, 270.42)",734
1324,90,0,16,"{99, 94, 95}","{33, 36, 53, 54, 24, 25, 29}","{65, 68, 76, 77, 79}","{12, 16, 17, 18, 89, 30}","(17.14, 26.98)","(2.18, 34.06)",734
1324,53,0,16,"{25, 33}","{99, 36, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(11.89, 26.15)","(1.66, 344.7)",734
1324,95,0,16,"{33, 90}","{99, 36, 53, 54, 24, 25, 29, 94}","{65, 12, 76, 77, 17}","{68, 79, 16, 18, 89, 30}","(17.26, 23.35)","(1.67, 66.99)",734
1324,54,0,16,"{99, 29, 94}","{33, 36, 53, 24, 25, 90, 95}",{89},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 30}","(13.86, 31.27)","(3.81, 346.96)",734
1324,36,0,16,{24},"{33, 99, 53, 54, 25, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(11.55, 15.52)","(1.61, 249.31)",734
1324,25,0,16,{53},"{33, 99, 36, 54, 24, 90, 29, 94, 95}",{},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 89, 30}","(7.34, 27.9)","(3.54, 4.1)",734
1324,24,0,16,{36},"{33, 99, 53, 54, 25, 90, 29, 94, 95}","{17, 18, 12}","{65, 68, 76, 77, 79, 16, 89, 30}","(14.61, 16.92)","(3.34, 198.18)",734
1324,29,0,16,{54},"{33, 99, 36, 53, 24, 25, 90, 94, 95}",{89},"{65, 68, 12, 76, 77, 79, 16, 17, 18, 30}","(14.69, 35.23)","(1.57, 255.86)",734
