time,jerseyNumber,behaviour,closeTeams,distantTeams,closeOps,distantOps,coordinate_x,coordinate_y,speed,direction
759,22,16,0,10,1,10,117.85,43.18,5.31,166.63
760,15,32,1,9,2,9,118.41,7.74,5.87,172.18
760,2,32,0,10,2,9,101.06,10.1,7.5,138.12
760,63,32,4,6,3,8,97.32,24.0,2.56,173.71
760,67,32,4,6,2,9,97.56,27.47,3.14,132.5
760,74,32,4,6,1,10,95.95,32.24,1.45,128.68
760,11,32,1,9,3,8,110.64,5.72,5.11,163.84
760,75,32,4,6,1,10,93.97,30.63,1.3,125.14
760,77,32,5,5,3,8,99.87,25.2,1.52,160.76
760,81,32,2,8,7,4,108.56,21.16,4.25,171.62
760,85,32,1,9,4,7,114.04,23.61,3.73,126.35
760,22,32,0,10,1,10,118.25,37.19,5.88,180.83
761,15,35,1,9,3,8,118.42,2.18,4.92,191.44
761,2,35,1,9,6,5,107.26,5.74,6.85,117.58
761,63,35,4,6,2,9,97.79,21.76,2.01,159.05
761,67,35,4,6,1,10,100.08,25.35,3.4,128.73
761,74,35,4,6,0,11,97.04,31.3,1.44,131.97
761,11,35,2,8,6,5,111.72,2.18,2.51,156.48
761,75,35,4,6,0,11,95.1,29.74,1.46,125.02
761,77,35,4,6,2,9,100.37,23.7,1.53,158.46
761,81,35,1,9,7,4,109.03,16.89,4.43,168.01
761,85,35,2,8,1,10,116.16,22.53,1.46,140.52
761,22,35,1,9,1,10,117.73,31.53,5.03,187.09
798,68,16,10,0,11,0,93.68,28.74,0.11,128.9
798,63,16,10,0,11,0,94.32,27.76,0.03,168.72
798,67,16,10,0,11,0,93.57,24.48,0.19,221.47
798,74,16,10,0,11,0,94.11,24.67,0.01,82.25
798,9,16,9,1,0,11,85.05,28.19,0.02,94.32
798,82,16,10,0,11,0,92.63,29.86,0.18,72.14
798,86,16,10,0,11,0,94.52,26.64,0.05,45.29
798,88,16,10,0,11,0,92.97,23.64,0.03,193.69
798,76,16,10,0,11,0,94.29,28.16,0.08,74.04
798,77,16,9,1,11,0,94.68,25.48,0.12,131.34
798,5,16,10,0,8,3,87.16,25.87,0.01,271.13
799,68,0,10,0,11,0,93.76,28.8,0.1,187.48
799,63,0,10,0,11,0,94.32,27.74,0.07,146.71
799,67,0,10,0,11,0,93.61,24.52,0.24,285.23
799,74,0,10,0,11,0,94.11,24.68,0.21,261.72
799,9,0,10,0,0,11,85.08,28.19,0.38,102.72
799,82,0,10,0,10,1,92.93,29.92,0.22,211.97
799,86,0,10,0,11,0,94.57,26.68,0.28,74.28
799,88,0,10,0,10,1,92.96,23.64,0.19,253.58
799,76,0,10,0,11,0,94.27,28.18,0.06,214.93
799,77,0,10,0,11,0,94.59,25.52,0.49,290.29
799,5,0,10,0,8,3,87.15,25.88,0.09,295.52
800,68,2,10,0,10,1,93.7,28.86,0.09,275.02
800,63,2,10,0,11,0,94.38,27.61,0.2,173.02
800,67,2,10,0,10,1,93.04,24.6,0.65,261.4
800,74,2,10,0,10,1,93.66,24.86,1.05,278.85
800,9,2,10,0,9,2,85.9,27.92,1.45,104.05
800,82,2,10,0,10,1,92.51,30.08,0.35,272.27
800,86,2,10,0,11,0,94.98,26.74,0.51,159.35
800,88,2,10,0,10,1,92.52,23.61,0.7,282.48
800,76,2,10,0,11,0,94.22,28.11,0.23,234.56
800,77,2,10,0,10,1,93.75,25.76,1.09,284.18
800,5,2,10,0,9,2,86.98,25.97,0.13,304.6
801,68,16,10,0,10,1,93.62,28.89,0.36,321.79
801,63,16,10,0,10,1,94.38,27.39,0.43,137.76
801,67,16,10,0,10,1,92.45,24.3,0.64,244.12
801,74,16,10,0,10,1,92.2,24.94,0.87,253.94
801,9,16,10,0,9,2,87.73,27.58,1.08,91.38
801,82,16,10,0,10,1,92.35,29.95,0.36,214.24
801,86,16,10,0,11,0,94.91,25.74,0.78,168.64
801,88,16,10,0,10,1,91.68,23.92,0.66,260.87
801,76,16,10,0,10,1,93.95,28.02,0.22,292.92
801,77,16,10,0,10,1,92.52,26.05,0.93,267.39
801,5,16,10,0,9,2,86.97,26.0,0.11,201.93
802,68,1,10,0,10,1,93.22,29.37,0.55,279.84
802,63,1,10,0,11,0,94.99,27.03,0.59,131.75
802,67,1,10,0,10,1,91.85,24.08,0.71,258.37
802,74,1,10,0,10,1,91.96,24.6,0.39,228.02
802,9,1,10,0,9,2,88.01,27.72,0.25,136.28
802,82,1,10,0,10,1,92.06,29.53,0.53,214.28
802,86,1,10,0,11,0,95.24,25.29,0.23,147.08
802,88,1,10,0,10,1,91.24,23.43,0.79,219.31
802,76,1,10,0,10,1,93.87,28.22,0.28,251.62
802,77,1,10,0,10,1,91.96,25.68,0.64,211.82
802,5,1,10,0,9,2,87.03,25.89,0.21,126.24
977,97,12,2,8,0,11,42.2,22.77,4.3,83.93
977,30,12,3,7,0,11,42.88,44.86,4.74,91.06
977,36,12,2,8,0,11,41.84,4.39,3.5,74.55
977,50,12,3,7,0,11,42.03,17.9,3.82,90.87
977,5,12,3,7,0,11,43.38,28.06,4.3,125.53
977,31,12,3,7,0,11,42.47,7.92,4.49,83.01
977,47,12,4,6,0,11,42.46,39.21,4.1,94.77
977,38,12,3,7,0,11,42.18,11.9,4.09,87.49
977,17,12,2,8,0,11,42.51,48.26,4.4,96.94
977,22,12,3,7,0,11,42.08,33.0,4.3,90.06
977,26,12,4,6,0,11,42.63,35.68,4.27,97.45
978,97,16,3,7,0,11,48.44,23.21,7.41,87.7
978,30,16,3,7,0,11,49.29,44.73,7.34,91.87
978,36,16,2,8,0,11,46.61,5.69,6.1,76.93
978,50,16,4,6,0,11,47.66,17.88,6.67,90.46
978,5,16,4,6,0,11,46.83,25.67,3.84,130.59
978,31,16,3,7,0,11,48.79,8.64,7.6,83.95
978,47,16,4,6,0,11,47.94,38.7,6.69,95.68
978,38,16,3,7,0,11,48.25,12.11,7.35,87.75
978,17,16,2,8,0,11,48.62,47.8,7.19,93.48
978,22,16,4,6,0,11,48.42,32.94,7.24,92.05
978,26,16,4,6,0,11,48.11,35.0,6.69,94.08
979,97,16,3,7,0,11,56.89,23.33,8.99,90.11
979,30,16,3,7,0,11,57.5,44.37,8.61,93.64
979,36,16,2,8,0,11,53.66,7.07,7.62,80.4
979,50,16,4,6,0,11,55.31,17.78,8.09,90.64
979,5,16,2,8,0,11,49.24,23.04,3.53,136.97
979,31,16,3,7,0,11,57.52,9.5,9.36,85.88
979,47,16,4,6,0,11,55.77,37.87,8.6,96.73
979,38,16,3,7,0,11,56.81,12.51,9.24,86.18
979,17,16,2,8,0,11,56.79,47.37,8.61,94.82
979,22,16,3,7,0,11,56.48,32.47,8.48,93.86
979,26,16,3,7,0,11,55.91,34.76,8.42,92.26
980,97,16,3,7,1,10,66.35,23.19,9.43,90.7
980,30,16,3,7,0,11,66.41,43.61,8.94,98.91
980,36,16,3,7,0,11,61.58,8.25,8.1,81.22
980,50,16,4,6,0,11,63.78,17.71,8.48,91.96
980,5,16,0,10,0,11,51.7,20.57,3.5,129.87
980,31,16,3,7,1,10,67.38,9.92,9.77,91.02
980,47,16,4,6,0,11,64.94,36.69,9.55,97.39
980,38,16,4,6,1,10,66.61,13.38,10.02,81.78
980,17,16,2,8,0,11,65.7,46.32,8.94,98.1
980,22,16,3,7,0,11,65.3,31.79,8.98,97.33
980,26,16,3,7,0,11,64.86,34.25,9.18,97.03
981,97,34,4,6,2,9,75.67,23.13,8.51,89.19
981,30,34,3,7,0,11,75.07,41.54,8.58,108.73
981,36,34,3,7,0,11,69.65,9.54,7.95,81.42
981,50,34,4,6,2,9,72.22,17.13,8.23,99.0
981,5,34,0,10,0,11,54.59,18.55,3.52,122.76
981,31,34,3,7,2,9,76.97,9.14,9.26,97.15
981,47,34,4,6,1,10,74.69,35.41,9.99,99.02
981,38,34,4,6,4,7,76.57,15.43,10.05,75.42
981,17,34,2,8,0,11,74.44,44.89,8.63,100.35
981,22,34,3,7,2,9,74.25,30.12,8.91,103.79
981,26,34,4,6,1,10,74.07,32.49,9.46,101.7
1019,90,16,6,4,8,3,84.48,28.83,0.08,174.43
1019,53,16,7,3,8,3,80.54,27.09,0.14,143.72
1019,54,16,6,4,7,4,80.49,29.9,0.06,101.46
1019,36,16,3,7,4,7,83.62,40.79,1.71,164.86
1019,25,16,0,10,0,11,68.46,26.44,0.27,267.94
1019,24,16,3,7,3,8,83.35,17.76,0.15,136.73
1019,29,16,6,4,8,3,82.82,34.92,1.7,106.65
1019,91,16,6,4,8,3,84.48,35.89,0.15,112.57
1019,99,16,7,3,9,2,84.68,31.4,0.09,74.94
1019,33,16,1,9,2,9,84.31,9.53,0.02,225.54
1019,94,16,5,5,8,3,84.49,23.9,0.16,155.88
1020,90,0,6,4,8,3,84.68,28.68,1.17,126.46
1020,53,0,7,3,8,3,80.64,27.18,0.4,183.17
1020,54,0,7,3,7,4,80.66,30.01,1.0,46.58
1020,36,0,4,6,5,6,84.13,39.34,0.82,222.76
1020,25,0,0,10,0,11,68.25,26.43,0.29,258.66
1020,24,0,3,7,3,8,83.21,17.58,1.08,217.18
1020,29,0,6,4,9,2,84.29,34.68,1.01,98.42
1020,91,0,6,4,7,4,84.72,35.92,0.87,87.1
1020,99,0,7,3,9,2,84.69,31.38,0.48,176.14
1020,33,0,1,9,2,9,84.29,9.5,0.51,266.15
1020,94,0,5,5,8,3,84.96,23.86,2.17,85.55
1021,90,10,6,4,8,3,86.33,27.43,2.02,131.76
1021,53,10,5,5,6,5,80.04,26.31,2.56,205.0
1021,54,10,7,3,9,2,81.82,31.33,1.85,20.79
1021,36,10,3,7,3,8,83.14,40.34,3.27,311.85
1021,25,10,0,10,0,11,67.87,26.28,0.78,234.6
1021,24,10,1,9,2,9,82.08,15.9,2.58,214.44
1021,29,10,6,4,9,2,84.86,34.57,0.68,107.82
1021,91,10,5,5,8,3,86.23,35.97,2.07,92.52
1021,99,10,6,4,8,3,84.73,30.46,0.94,167.21
1021,33,10,1,9,2,9,83.17,9.82,2.54,297.36
1021,94,10,4,6,8,3,88.74,24.42,3.46,69.98
1022,90,16,6,4,8,3,87.56,26.11,0.72,199.88
1022,53,16,3,7,0,11,78.68,22.5,3.84,197.57
1022,54,16,4,6,6,5,81.87,33.43,2.58,5.02
1022,36,16,0,10,1,10,79.3,43.51,4.99,300.35
1022,25,16,0,10,0,11,66.96,25.54,1.55,271.6
1022,24,16,2,8,2,9,80.3,13.6,2.28,238.66
1022,29,16,5,5,8,3,85.61,34.29,0.75,56.39
1022,91,16,5,5,8,3,88.82,35.6,3.08,117.07
1022,99,16,6,4,8,3,85.21,29.61,1.46,138.88
1022,33,16,1,9,2,9,79.88,11.87,3.9,300.7
1022,94,16,4,6,8,3,91.14,26.12,2.07,33.57
1023,90,16,4,6,8,3,86.74,26.84,2.06,274.97
1023,53,16,2,8,1,10,77.68,19.39,2.02,255.22
1023,54,16,3,7,5,6,82.35,36.43,3.35,10.04
1023,36,16,0,10,1,10,74.67,45.17,4.19,284.28
1023,25,16,0,10,0,11,64.97,26.88,4.04,318.86
1023,24,16,2,8,2,9,78.38,13.4,1.42,245.91
1023,29,16,5,5,8,3,85.65,35.5,2.73,351.97
1023,91,16,5,5,8,3,91.52,33.06,4.07,138.63
1023,99,16,5,5,8,3,86.58,28.28,1.76,147.18
1023,33,16,2,8,1,10,76.61,13.64,2.97,277.4
1023,94,16,4,6,8,3,91.2,27.58,0.88,48.47
1024,90,16,4,6,7,4,87.25,30.0,4.16,26.23
1024,53,16,2,8,1,10,75.87,21.54,4.21,340.7
1024,54,16,1,9,2,9,82.99,40.07,4.31,7.21
1024,36,16,0,10,1,10,71.44,45.84,2.43,259.31
1024,25,16,0,10,0,11,61.85,31.57,5.82,332.44
1024,24,16,2,8,2,9,77.69,12.41,2.01,226.97
1024,29,16,2,8,3,8,84.9,39.64,4.66,354.63
1024,91,16,3,7,7,4,94.24,29.68,3.56,123.42
1024,99,16,3,7,7,4,87.1,26.64,2.0,142.55
1024,33,16,2,8,1,10,74.1,12.58,4.18,232.64
1024,94,16,3,7,7,4,91.63,27.81,1.47,64.74
1025,90,16,3,7,7,4,90.28,34.13,4.92,26.64
1025,53,16,0,10,0,11,75.34,27.16,6.29,77.02
1025,54,16,1,9,2,9,83.4,44.96,5.03,180.02
1025,36,16,0,10,1,10,72.47,48.76,2.61,51.46
1025,25,16,0,10,0,11,59.81,37.07,5.32,247.4
1025,24,16,1,9,2,9,75.18,10.79,3.9,250.47
1025,29,16,1,9,1,10,84.78,44.58,4.24,352.29
1025,91,16,3,7,6,5,97.15,29.3,3.13,49.68
1025,99,16,3,7,6,5,89.13,25.36,2.44,75.96
1025,33,16,1,9,2,9,69.96,8.65,6.0,238.01
1025,94,16,3,7,7,4,93.74,29.15,3.62,28.18
1026,90,16,2,8,5,6,91.52,38.83,5.67,9.0
1026,53,16,0,10,1,10,76.97,33.92,7.06,12.27
1026,54,16,2,8,2,9,82.96,50.03,4.23,350.5
1026,36,16,2,8,2,9,75.07,48.66,2.09,102.48
1026,25,16,0,10,0,11,60.97,41.93,5.06,28.67
1026,24,16,1,9,2,9,70.58,10.0,3.63,273.28
1026,29,16,2,8,2,9,83.7,48.01,3.26,331.92
1026,91,16,3,7,5,6,98.24,33.61,5.43,215.72
1026,99,16,2,8,5,6,91.08,28.04,4.09,117.66
1026,33,16,1,9,1,10,64.15,6.59,4.86,272.1
1026,94,16,3,7,6,5,94.45,34.14,5.57,278.81
1027,90,20,2,8,4,7,92.16,45.35,6.95,8.28
1027,53,20,1,9,1,10,78.18,40.92,6.64,5.15
1027,54,20,2,8,2,9,82.12,53.11,1.86,313.94
1027,36,20,3,7,2,9,76.36,48.36,1.86,164.72
1027,25,20,0,10,0,11,64.52,45.9,5.28,44.89
1027,24,20,1,9,2,9,68.18,11.06,2.25,321.33
1027,29,20,2,8,2,9,81.9,50.29,2.01,320.38
1027,91,20,3,7,4,7,96.98,39.87,6.38,342.59
1027,99,20,2,8,6,5,90.27,33.06,5.17,344.53
1027,33,20,1,9,1,10,60.72,8.65,3.4,326.07
1027,94,20,3,7,5,6,91.92,39.8,5.87,328.0
1028,90,22,2,8,4,7,93.51,52.41,5.93,11.2
1028,53,22,3,7,3,8,78.23,47.01,4.68,251.65
1028,54,22,3,7,2,9,80.73,52.79,1.73,251.78
1028,36,22,4,6,2,9,75.71,51.75,2.92,342.63
1028,25,22,1,9,1,10,68.27,49.36,3.81,50.1
1028,24,22,1,9,2,9,67.69,13.21,1.74,318.24
1028,29,22,3,7,3,8,81.17,51.17,0.8,321.27
1028,91,22,3,7,4,7,94.52,45.63,5.27,332.39
1028,99,22,2,8,6,5,88.41,37.89,4.44,333.56
1028,33,22,1,9,1,10,60.31,11.79,2.95,112.22
1028,94,22,3,7,3,8,88.44,43.99,4.38,311.41
1058,90,0,8,2,10,1,84.5,28.33,0.28,58.31
1058,53,0,9,1,9,2,81.09,27.24,0.16,29.1
1058,95,0,7,3,10,1,84.47,24.68,0.01,286.84
1058,54,0,9,1,10,1,80.86,30.36,0.38,11.09
1058,36,0,2,8,1,10,80.22,41.89,1.64,285.94
1058,25,0,3,7,0,11,72.96,30.41,2.48,25.5
1058,29,0,7,3,8,3,82.3,34.16,0.68,94.05
1058,91,0,6,4,9,2,84.48,35.1,0.28,86.82
1058,57,0,5,5,7,4,84.49,21.32,0.33,59.29
1058,99,0,7,3,11,0,84.34,31.68,0.31,218.34
1058,33,0,7,3,6,5,79.52,23.06,0.32,171.54
1059,90,16,8,2,10,1,84.92,28.82,0.93,34.16
1059,53,16,9,1,9,2,81.13,27.24,0.62,72.74
1059,95,16,7,3,9,2,84.46,24.69,0.5,45.28
1059,54,16,9,1,10,1,80.98,30.53,0.51,71.1
1059,36,16,2,8,1,10,78.76,41.9,1.47,271.62
1059,25,16,3,7,0,11,73.64,32.26,1.3,80.84
1059,29,16,8,2,9,2,82.74,34.2,0.73,135.76
1059,91,16,6,4,9,2,84.88,35.16,0.94,71.3
1059,57,16,5,5,7,4,84.86,21.48,0.66,48.55
1059,99,16,6,4,11,0,84.6,31.96,0.4,53.69
1059,33,16,5,5,6,5,79.89,22.99,1.08,92.39
1060,90,10,8,2,10,1,85.38,29.72,0.81,226.43
1060,53,10,8,2,10,1,82.28,27.64,0.63,53.69
1060,95,10,7,3,10,1,84.63,25.72,1.11,281.19
1060,54,10,9,1,11,0,81.78,30.51,0.87,141.88
1060,36,10,1,9,1,10,77.22,42.01,1.71,259.9
1060,25,10,3,7,0,11,73.53,32.89,0.65,131.83
1060,29,10,7,3,10,1,83.18,33.01,1.69,180.95
1060,91,10,5,5,10,1,86.12,35.74,0.66,138.05
1060,57,10,6,4,8,3,85.35,22.2,1.05,215.36
1060,99,10,8,2,11,0,84.89,32.1,0.62,248.42
1060,33,10,6,4,7,4,81.68,23.1,1.9,63.74
1061,90,16,9,1,10,1,83.89,28.96,1.5,251.34
1061,53,16,9,1,9,2,82.04,27.85,0.5,298.95
1061,95,16,8,2,9,2,84.12,26.77,1.25,325.96
1061,54,16,9,1,9,2,81.82,29.31,0.99,233.53
1061,36,16,1,9,1,10,75.56,41.16,2.06,205.23
1061,25,16,6,4,5,6,74.69,31.7,2.6,114.46
1061,29,16,9,1,9,2,82.54,30.95,1.91,206.83
1061,91,16,6,4,10,1,84.94,35.53,2.24,232.93
1061,57,16,7,3,8,3,84.72,23.5,1.91,329.48
1061,99,16,9,1,10,1,83.69,31.22,1.59,203.08
1061,33,16,7,3,8,3,83.02,24.7,2.02,23.75
1062,90,7,9,1,9,2,82.69,28.87,0.56,279.84
1062,53,7,9,1,9,2,81.57,28.17,0.86,338.81
1062,95,7,9,1,9,2,83.29,27.78,0.87,304.52
1062,54,7,9,1,10,1,80.37,29.62,1.47,262.82
1062,36,7,2,8,3,8,75.72,38.48,3.08,163.66
1062,25,7,10,0,10,1,78.09,30.94,2.41,112.09
1062,29,7,9,1,9,2,81.6,29.68,0.94,236.54
1062,91,7,10,0,10,1,82.98,32.94,2.79,201.15
1062,57,7,9,1,9,2,83.43,25.47,2.27,324.18
1062,99,7,9,1,9,2,83.79,29.24,1.75,183.13
1062,33,7,9,1,9,2,83.4,26.61,1.3,11.26
1063,90,33,10,0,10,1,82.76,28.86,0.14,125.98
1063,53,33,10,0,10,1,81.53,29.44,1.32,5.77
1063,95,33,10,0,10,1,82.76,27.8,0.32,253.57
1063,54,33,10,0,10,1,79.04,28.77,1.44,208.86
1063,36,33,9,1,9,2,77.32,35.36,3.51,143.15
1063,25,33,10,0,10,1,78.97,29.92,1.41,185.46
1063,29,33,10,0,10,1,81.09,29.8,0.65,284.77
1063,91,33,10,0,10,1,82.9,30.64,1.5,168.33
1063,57,33,10,0,9,2,82.12,27.13,1.54,327.73
1063,99,33,10,0,9,2,83.39,27.88,0.95,229.4
1063,33,33,9,1,9,2,83.5,27.25,0.39,266.21
1171,90,15,8,2,10,1,77.08,28.27,0.21,139.27
1171,53,15,8,2,8,3,73.37,27.25,0.42,108.93
1171,95,15,8,2,10,1,76.75,25.03,0.42,47.63
1171,54,15,7,3,8,3,73.51,29.5,0.28,128.64
1171,36,15,2,8,2,9,71.54,14.46,3.31,215.47
1171,25,15,0,10,0,11,63.04,26.82,0.57,11.92
1171,29,15,6,4,7,4,75.48,34.88,0.21,95.61
1171,91,15,6,4,9,2,76.74,33.28,0.6,31.01
1171,57,15,7,3,8,3,77.09,22.02,0.49,71.97
1171,99,15,7,3,9,2,76.82,30.79,0.62,75.5
1171,33,15,5,5,4,7,76.6,18.55,0.03,171.11
1172,90,16,8,2,10,1,77.58,28.43,1.33,81.14
1172,53,16,9,1,9,2,74.05,26.8,1.39,126.15
1172,95,16,9,1,11,0,77.49,25.08,1.3,110.96
1172,54,16,8,2,8,3,74.09,29.08,2.16,129.57
1172,36,16,5,5,3,8,71.32,19.53,5.94,356.85
1172,25,16,0,10,0,11,63.18,27.67,0.53,8.57
1172,29,16,6,4,7,4,75.82,34.61,0.92,137.02
1172,91,16,6,4,9,2,77.62,33.89,1.74,89.08
1172,57,16,7,3,10,1,78.22,22.43,1.53,64.4
1172,99,16,7,3,9,2,78.04,31.08,1.81,87.36
1172,33,16,5,5,5,6,76.55,18.5,1.49,224.21
1173,90,10,8,2,10,1,79.64,28.6,1.8,100.21
1173,53,10,9,1,11,0,75.51,25.72,0.97,91.92
1173,95,10,9,1,11,0,79.03,24.15,0.85,113.01
1173,54,10,8,2,10,1,76.75,26.77,3.25,139.26
1173,36,10,7,3,5,6,70.95,26.1,5.08,145.81
1173,25,10,1,9,0,11,63.2,27.81,0.71,95.33
1173,29,10,7,3,9,2,76.69,33.54,1.74,165.54
1173,91,10,7,3,10,1,80.06,33.04,2.65,117.51
1173,57,10,8,2,11,0,79.65,23.29,1.12,30.63
1173,99,10,7,3,10,1,80.31,30.92,1.69,88.39
1173,33,10,3,7,3,8,74.39,16.24,4.58,228.4
1174,90,16,8,2,10,1,80.9,27.91,1.02,209.5
1174,53,16,8,2,8,3,75.76,26.59,1.06,35.08
1174,95,16,8,2,9,2,78.97,24.39,0.48,254.59
1174,54,16,8,2,8,3,78.11,24.31,2.11,190.75
1174,36,16,8,2,6,5,71.55,29.31,1.77,83.67
1174,25,16,1,9,0,11,64.68,27.33,3.03,110.52
1174,29,16,8,2,7,4,76.36,31.2,3.61,196.99
1174,91,16,7,3,9,2,82.2,31.66,1.44,124.5
1174,57,16,8,2,9,2,79.44,24.26,0.98,352.14
1174,99,16,8,2,10,1,81.3,31.19,0.93,180.23
1174,33,16,0,10,1,10,69.74,12.72,5.56,241.92
1175,90,7,8,2,8,3,78.52,28.15,3.58,279.74
1175,53,7,9,1,8,3,76.83,27.28,0.91,70.95
1175,95,7,9,1,8,3,78.16,24.04,1.74,250.74
1175,54,7,8,2,7,4,76.23,23.11,2.34,247.3
1175,36,7,8,2,7,4,72.72,26.51,3.5,164.87
1175,25,7,5,5,3,8,68.82,25.6,4.84,120.46
1175,29,7,9,1,8,3,74.69,26.74,4.16,198.96
1175,91,7,6,4,9,2,82.4,31.43,1.18,228.95
1175,57,7,8,2,9,2,79.44,25.14,0.5,316.23
1175,99,7,8,2,8,3,79.98,32.21,2.31,288.62
1175,33,7,0,10,1,10,64.88,11.16,3.36,275.92
1176,90,33,9,1,8,3,74.05,28.97,3.98,268.65
1176,53,33,9,1,8,3,77.28,27.29,0.3,208.68
1176,95,33,9,1,8,3,75.69,23.28,2.21,251.98
1176,54,33,7,3,7,4,74.09,22.34,1.51,234.37
1176,36,33,7,3,7,4,73.25,22.91,2.42,180.76
1176,25,33,7,3,7,4,72.72,22.43,4.03,143.33
1176,29,33,9,1,7,4,73.66,23.57,1.85,205.31
1176,91,33,6,4,6,5,80.36,30.4,2.29,241.65
1176,57,33,9,1,9,2,78.9,24.88,1.15,247.03
1176,99,33,6,4,6,5,77.06,32.44,2.55,257.33
1176,33,33,0,10,1,10,63.41,12.81,1.99,179.6
1199,90,16,7,3,10,1,72.56,22.69,0.08,159.65
1199,53,16,8,2,8,3,68.94,21.67,0.09,157.42
1199,95,16,7,3,10,1,72.51,19.46,0.01,226.03
1199,54,16,7,3,8,3,68.91,24.38,0.08,104.96
1199,36,16,3,7,4,7,71.88,12.59,0.07,203.74
1199,25,16,0,10,0,11,58.11,21.47,0.18,253.99
1199,29,16,6,4,6,5,69.21,30.98,0.03,57.96
1199,91,16,7,3,9,2,72.41,28.57,0.02,136.72
1199,57,16,6,4,7,4,72.46,16.44,0.14,52.86
1199,99,16,8,2,10,1,72.85,25.34,0.25,69.52
1199,33,16,3,7,3,8,72.03,35.15,0.02,30.82
1200,90,0,8,2,10,1,72.73,22.48,1.39,134.84
1200,53,0,8,2,8,3,68.96,21.64,0.74,210.39
1200,95,0,7,3,10,1,72.53,19.46,1.29,102.72
1200,54,0,7,3,8,3,68.96,24.42,0.51,321.42
1200,36,0,4,6,4,7,71.86,12.59,0.71,227.4
1200,25,0,0,10,0,11,57.91,21.37,0.46,260.44
1200,29,0,6,4,6,5,69.25,31.01,0.62,89.99
1200,91,0,7,3,9,2,72.42,28.56,0.75,125.28
1200,57,0,6,4,7,4,72.48,16.46,1.03,235.1
1200,99,0,8,2,10,1,73.06,25.72,1.06,46.84
1200,33,0,3,7,3,8,72.04,35.17,0.65,292.98
1201,90,16,6,4,9,2,74.59,20.85,2.22,122.15
1201,53,16,7,3,6,5,67.88,20.46,2.23,231.72
1201,95,16,7,3,9,2,75.22,18.82,3.5,98.22
1201,54,16,6,4,8,3,68.11,25.08,1.93,307.69
1201,36,16,3,7,2,9,70.66,11.58,2.96,241.76
1201,25,16,0,10,0,11,57.11,21.29,1.76,254.58
1201,29,16,4,6,4,7,69.35,32.23,1.96,313.34
1201,91,16,7,3,9,2,73.7,27.45,3.17,130.56
1201,57,16,4,6,5,6,70.71,15.14,3.38,232.0
1201,99,16,6,4,9,2,74.46,26.63,1.67,82.8
1201,33,16,2,8,3,8,71.11,36.33,3.27,319.95
1202,90,16,3,7,7,4,76.36,20.17,1.55,116.11
1202,53,16,3,7,2,9,65.6,19.16,1.72,287.84
1202,95,16,3,7,7,4,79.14,18.7,3.32,75.44
1202,54,16,2,8,1,10,66.03,26.87,3.25,329.44
1202,36,16,2,8,2,9,66.65,9.87,5.2,242.55
1202,25,16,0,10,0,11,54.51,20.42,3.23,263.97
1202,29,16,2,8,2,9,66.07,33.2,5.07,282.74
1202,91,16,3,7,7,4,77.25,24.75,4.6,104.71
1202,57,16,2,8,2,9,67.19,12.43,4.53,245.56
1202,99,16,3,7,7,4,76.26,26.07,1.99,92.72
1202,33,16,1,9,2,9,67.79,40.07,5.59,319.36
1203,90,16,3,7,7,4,77.28,19.52,0.9,215.1
1203,53,16,2,8,2,9,65.32,21.16,3.71,46.62
1203,95,16,3,7,6,5,81.63,20.32,3.0,49.77
1203,54,16,2,8,2,9,65.04,30.64,4.17,283.03
1203,36,16,1,9,2,9,61.51,6.79,6.29,248.97
1203,25,16,0,10,0,11,50.83,20.87,4.03,297.4
1203,29,16,1,9,1,10,59.62,34.54,7.14,283.08
1203,91,16,3,7,6,5,82.3,25.41,4.92,57.79
1203,57,16,2,8,2,9,62.59,11.66,4.69,285.01
1203,99,16,3,7,7,4,78.32,26.71,2.96,34.55
1203,33,16,0,10,1,10,64.02,44.77,5.94,318.17
1204,90,20,1,9,5,6,75.3,19.55,2.7,282.48
1204,53,20,1,9,1,10,66.94,26.26,5.38,9.57
1204,95,20,3,7,5,6,83.67,22.61,3.36,87.06
1204,54,20,1,9,1,10,65.26,35.05,4.24,144.2
1204,36,20,1,9,1,10,54.91,5.63,7.09,272.42
1204,25,20,0,10,0,11,47.59,24.15,5.12,323.94
1204,29,20,0,10,1,10,52.32,36.33,6.59,283.67
1204,91,20,2,8,4,7,85.06,29.72,4.84,118.12
1204,57,20,1,9,1,10,58.52,14.86,5.45,321.28
1204,99,20,2,8,4,7,79.15,30.91,4.87,145.56
1204,33,20,0,10,1,10,59.64,48.71,6.52,295.05
1205,90,16,0,10,2,9,72.2,20.74,3.2,294.22
1205,53,16,1,9,1,10,67.0,31.54,4.15,315.48
1205,95,16,1,9,4,7,83.08,26.6,4.4,334.14
1205,54,16,1,9,1,10,64.94,39.08,3.91,337.31
1205,36,16,0,10,1,10,47.58,7.39,7.26,292.87
1205,25,16,1,9,1,10,44.81,29.03,5.65,328.29
1205,29,16,1,9,1,10,47.0,37.69,4.2,297.97
1205,91,16,2,8,2,9,84.04,34.49,4.5,334.19
1205,57,16,0,10,1,10,55.83,19.92,5.3,333.36
1205,99,16,1,9,1,10,78.54,36.21,4.87,343.27
1205,33,16,0,10,1,10,52.38,50.22,7.28,284.04
1206,90,33,0,10,2,9,69.5,22.11,2.66,296.76
1206,53,33,1,9,1,10,65.92,34.39,2.41,325.87
