time,jerseyNumber,team,behaviour,coordinate_x,coordinate_y,speed,direction,closeTeams_1,closeTeams_2,closeTeams_3,closeTeams_4,closeTeams_5,closeTeams_6,closeTeams_7,closeTeams_8,closeTeams_9,closeTeams_10,distantTeams_1,distantTeams_2,distantTeams_3,distantTeams_4,distantTeams_5,distantTeams_6,distantTeams_7,distantTeams_8,distantTeams_9,distantTeams_10,closeOps_1,closeOps_2,closeOps_3,closeOps_4,closeOps_5,closeOps_6,closeOps_7,closeOps_8,closeOps_9,closeOps_10,closeOps_11,distantOps_1,distantOps_2,distantOps_3,distantOps_4,distantOps_5,distantOps_6,distantOps_7,distantOps_8,distantOps_9,distantOps_10,distantOps_11
333,58,1,28,36.21,33.62,4.69,338.77,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,90,94,95,98,99,50,58,97,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,52
333,90,1,28,51.0,36.0,3.06,318.56,52,90,95,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,98,99,-1,-1,52,90,95,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
333,94,1,28,43.44,19.82,7.07,283.51,38,94,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,52,58,90,95,98,99,-1,38,47,94,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,44,50,52,54
333,95,1,28,50.72,39.16,3.08,312.39,52,90,95,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,98,99,-1,-1,52,90,95,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
333,98,1,28,47.09,43.17,2.19,299.27,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,58,90,94,95,99,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
333,99,1,28,45.12,30.38,3.39,316.62,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,58,90,94,95,98,29,54,99,-1,-1,-1,-1,-1,-1,-1,-1,5,11,30,31,32,36,38,44,47,50,52
334,5,0,8,59.24,32.73,2.59,273.32,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,31,44,47,50,54,86,88,97,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,29,30,31,32,36,38,44,47,50,52
334,29,0,8,40.71,35.02,4.87,284.56,29,54,-1,-1,-1,-1,-1,-1,-1,-1,5,30,31,44,47,50,86,88,97,-1,29,54,99,-1,-1,-1,-1,-1,-1,-1,-1,5,11,30,31,32,36,38,44,47,50,52
334,30,0,8,23.26,41.51,5.07,302.12,30,31,44,86,-1,-1,-1,-1,-1,-1,5,29,47,50,54,88,97,-1,-1,-1,11,30,31,32,36,44,86,-1,-1,-1,-1,5,29,38,47,50,52,54,58,88,90,94
334,31,0,8,19.4,41.6,0.69,150.15,30,31,-1,-1,-1,-1,-1,-1,-1,-1,5,29,44,47,50,54,86,88,97,-1,11,30,31,32,-1,-1,-1,-1,-1,-1,-1,5,29,36,38,44,47,50,52,54,58,86
334,44,0,8,25.46,42.93,4.74,256.54,30,44,86,-1,-1,-1,-1,-1,-1,-1,5,29,31,47,50,54,88,97,-1,-1,30,32,36,44,86,-1,-1,-1,-1,-1,-1,5,11,29,31,38,47,50,52,54,58,88
334,47,0,8,37.6,21.58,8.0,295.83,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,29,30,31,44,50,54,86,88,97,47,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,50,52
334,50,0,8,33.7,39.56,7.0,298.24,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,29,30,31,44,47,54,86,88,97,50,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,52
334,54,0,8,37.35,32.43,4.13,283.65,29,54,-1,-1,-1,-1,-1,-1,-1,-1,5,30,31,44,47,50,86,88,97,-1,29,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,30,31,32,36,38,44,47,50,52
334,86,0,8,24.94,39.48,4.98,285.15,30,44,86,97,-1,-1,-1,-1,-1,-1,5,29,31,47,50,54,88,-1,-1,-1,11,30,32,36,44,86,97,-1,-1,-1,-1,5,29,31,38,47,50,52,54,58,88,90
334,88,0,8,27.9,32.49,6.82,313.38,88,97,-1,-1,-1,-1,-1,-1,-1,-1,5,29,30,31,44,47,50,54,86,-1,88,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
334,97,0,8,25.76,36.5,5.94,274.78,86,88,97,-1,-1,-1,-1,-1,-1,-1,5,29,30,31,44,47,50,54,-1,-1,86,88,97,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
334,11,1,8,21.19,40.22,0.71,22.69,11,32,36,-1,-1,-1,-1,-1,-1,-1,38,52,58,90,94,95,98,99,-1,-1,11,30,31,32,36,86,-1,-1,-1,-1,-1,5,29,38,44,47,50,52,54,58,88,90
334,32,1,8,24.36,41.33,4.57,313.09,11,32,36,-1,-1,-1,-1,-1,-1,-1,38,52,58,90,94,95,98,99,-1,-1,11,30,31,32,36,44,86,-1,-1,-1,-1,5,29,38,47,50,52,54,58,88,90,94
334,36,1,8,24.01,43.71,1.15,79.61,11,32,36,-1,-1,-1,-1,-1,-1,-1,38,52,58,90,94,95,98,99,-1,-1,11,30,32,36,44,86,-1,-1,-1,-1,-1,5,29,31,38,47,50,52,54,58,88,90
334,38,1,8,39.31,27.43,5.19,308.57,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,52,58,90,94,95,98,99,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,44,47,50,52
334,52,1,8,47.74,40.86,2.47,343.3,52,90,95,98,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,99,-1,-1,-1,52,90,95,98,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
334,58,1,8,35.44,38.34,4.05,178.9,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,90,94,95,98,99,50,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,52
334,90,1,8,49.67,38.42,2.29,338.23,52,90,95,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,98,99,-1,-1,52,90,95,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
334,94,1,8,36.49,22.01,7.09,292.97,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,58,90,95,98,99,47,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,50,52
334,95,1,8,48.64,40.98,2.3,307.99,52,90,95,98,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,99,-1,-1,-1,52,90,95,98,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
334,98,1,8,45.57,44.28,1.65,316.4,52,95,98,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,58,90,94,99,-1,-1,52,95,98,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
334,99,1,8,43.49,33.16,3.05,336.88,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,58,90,94,95,98,29,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,30,31,32,36,38,44,47,50,52
335,5,0,33,56.26,32.73,3.49,271.28,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,31,44,47,50,54,86,88,97,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,29,30,31,32,36,38,44,47,50,52
335,29,0,33,35.91,36.17,5.46,285.34,29,54,-1,-1,-1,-1,-1,-1,-1,-1,5,30,31,44,47,50,86,88,97,-1,29,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,30,31,32,36,38,44,47,50,52
335,30,0,33,20.41,42.9,1.68,269.96,30,31,44,86,-1,-1,-1,-1,-1,-1,5,29,47,50,54,88,97,-1,-1,-1,11,30,31,32,36,44,86,-1,-1,-1,-1,5,29,38,47,50,52,54,58,88,90,94
335,31,0,33,20.7,41.24,1.06,106.99,30,31,44,86,97,-1,-1,-1,-1,-1,5,29,47,50,54,88,-1,-1,-1,-1,11,30,31,32,36,44,86,97,-1,-1,-1,5,29,38,47,50,52,54,58,88,90,94
335,44,0,33,22.57,41.35,1.91,242.34,30,31,44,50,86,88,97,-1,-1,-1,5,29,47,54,-1,-1,-1,-1,-1,-1,11,30,31,32,36,44,50,86,88,97,-1,5,29,38,47,52,54,58,90,94,95,98
335,47,0,33,31.19,26.42,8.0,316.09,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,29,30,31,44,50,54,86,88,97,47,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,50,52
335,50,0,33,27.46,41.57,5.44,280.76,44,50,-1,-1,-1,-1,-1,-1,-1,-1,5,29,30,31,47,54,86,88,97,-1,36,44,50,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,38,47,52,54,58
335,54,0,33,33.88,33.54,3.68,294.51,29,54,-1,-1,-1,-1,-1,-1,-1,-1,5,30,31,44,47,50,86,88,97,-1,29,38,54,-1,-1,-1,-1,-1,-1,-1,-1,5,11,30,31,32,36,44,47,50,52,58
335,86,0,33,21.95,40.77,1.71,304.21,30,31,44,86,88,97,-1,-1,-1,-1,5,29,47,50,54,-1,-1,-1,-1,-1,11,30,31,32,36,44,86,88,97,-1,-1,5,29,38,47,50,52,54,58,90,94,95
335,88,0,33,24.05,37.38,4.88,326.71,44,86,88,97,-1,-1,-1,-1,-1,-1,5,29,30,31,47,50,54,-1,-1,-1,11,44,86,88,97,-1,-1,-1,-1,-1,-1,5,29,30,31,32,36,38,47,50,52,54
335,97,0,33,21.46,37.65,2.84,315.16,31,44,86,88,97,-1,-1,-1,-1,-1,5,29,30,47,50,54,-1,-1,-1,-1,11,31,44,86,88,97,-1,-1,-1,-1,-1,5,29,30,32,36,38,47,50,52,54,58
335,11,1,33,21.5,40.77,0.84,211.76,11,32,36,-1,-1,-1,-1,-1,-1,-1,38,52,58,90,94,95,98,99,-1,-1,11,30,31,32,36,44,86,88,97,-1,-1,5,29,38,47,50,52,54,58,90,94,95
335,32,1,33,22.06,43.08,1.65,306.59,11,32,36,-1,-1,-1,-1,-1,-1,-1,38,52,58,90,94,95,98,99,-1,-1,11,30,31,32,36,44,86,-1,-1,-1,-1,5,29,38,47,50,52,54,58,88,90,94
335,36,1,33,23.56,43.93,1.05,235.88,11,32,36,-1,-1,-1,-1,-1,-1,-1,38,52,58,90,94,95,98,99,-1,-1,11,30,31,32,36,44,50,86,-1,-1,-1,5,29,38,47,52,54,58,88,90,94,95
335,38,1,33,34.95,30.8,5.97,304.45,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,52,58,90,94,95,98,99,38,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,44,47,50,52
335,52,1,33,46.88,42.98,1.98,317.53,52,90,95,98,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,99,-1,-1,-1,52,90,95,98,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
335,58,1,33,35.8,41.59,2.5,301.73,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,90,94,95,98,99,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
335,90,1,33,49.19,40.16,1.32,326.32,52,90,95,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,98,99,-1,-1,52,90,95,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
335,94,1,33,30.51,25.4,6.49,307.8,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,58,90,95,98,99,47,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,50,52
335,95,1,33,47.1,41.97,1.58,295.98,52,90,95,98,-1,-1,-1,-1,-1,-1,11,32,36,38,58,94,99,-1,-1,-1,52,90,95,98,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
335,98,1,33,44.8,45.5,1.2,319.84,52,95,98,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,58,90,94,99,-1,-1,52,95,98,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
335,99,1,33,42.64,35.9,2.49,329.14,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,32,36,38,52,58,90,94,95,98,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,11,29,30,31,32,36,38,44,47,50
336,2,0,16,28.49,29.54,0.01,188.1,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,26,63,67,74,75,77,85,92,93,-1,11,15,22,23,28,31,32,38,50,52,81
336,11,0,16,28.08,43.95,0.01,258.72,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,28,63,67,74,75,77,81,85,11,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,22,23,26,28,31,38,50,52,63
336,15,0,16,27.67,19.77,0.0,238.65,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,28,63,67,74,75,77,81,85,15,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,22,23,26,28,31,32,38,50,52
336,28,0,16,34.21,29.53,0.02,305.41,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,63,67,74,75,77,81,85,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,31,32,38,50,52
336,63,0,16,28.13,31.02,0.01,58.62,2,63,67,75,77,85,-1,-1,-1,-1,11,15,28,74,81,-1,-1,-1,-1,-1,2,26,63,67,75,77,85,92,93,-1,-1,11,15,22,23,28,31,32,38,50,52,74
336,67,0,16,27.75,29.71,0.02,292.1,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,26,52,63,67,74,75,77,85,92,93,11,15,22,23,28,31,32,38,50,81,94
336,74,0,16,28.29,25.99,0.05,78.29,2,67,74,75,-1,-1,-1,-1,-1,-1,11,15,28,63,77,81,85,-1,-1,-1,2,67,74,75,93,94,-1,-1,-1,-1,-1,11,15,22,23,26,28,31,32,38,50,52
336,75,0,16,28.43,27.84,0.2,149.12,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,26,63,67,74,75,77,85,92,93,94,11,15,22,23,28,31,32,38,50,52,81
336,77,0,16,28.34,32.69,0.04,14.6,2,63,67,75,77,85,-1,-1,-1,-1,11,15,28,74,81,-1,-1,-1,-1,-1,2,26,50,63,67,75,77,85,92,-1,-1,11,15,22,23,28,31,32,38,52,74,81
336,81,0,16,29.01,10.75,0.02,180.42,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,28,63,67,74,75,77,85,22,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,23,26,28,31,32,38,50,52
336,85,0,16,29.64,31.56,3.27,351.93,2,63,67,75,77,85,-1,-1,-1,-1,11,15,28,74,81,-1,-1,-1,-1,-1,2,63,67,75,77,85,92,-1,-1,-1,-1,11,15,22,23,26,28,31,32,38,50,52
336,22,1,16,25.13,10.18,0.6,85.89,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,26,31,32,38,50,52,92,93,94,22,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,23,26,28,31,32,38,50,52
336,23,1,16,22.39,21.61,0.02,144.96,23,94,-1,-1,-1,-1,-1,-1,-1,-1,22,26,31,32,38,50,52,92,93,-1,23,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,26,28,31,32,38,50,52
336,26,1,16,24.26,30.32,2.93,1.87,26,52,92,93,-1,-1,-1,-1,-1,-1,22,23,31,32,38,50,94,-1,-1,-1,2,26,52,63,67,75,77,92,93,-1,-1,11,15,22,23,28,31,32,38,50,74,81
336,31,1,16,15.15,20.71,0.33,196.16,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,32,38,50,52,92,93,94,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,32,38,50,52
336,32,1,16,23.58,44.33,1.34,270.4,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,31,38,50,52,92,93,94,11,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,22,23,26,28,31,38,50,52,63
336,38,1,16,16.81,35.73,0.14,262.67,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,31,32,50,52,92,93,94,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,31,32,50,52
336,50,1,16,25.55,35.5,0.36,129.83,50,92,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,31,32,38,52,93,94,-1,50,77,92,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,31,32,38,52
336,52,1,16,23.21,29.22,1.09,173.08,26,52,92,93,-1,-1,-1,-1,-1,-1,22,23,31,32,38,50,94,-1,-1,-1,26,52,67,92,93,-1,-1,-1,-1,-1,-1,2,11,15,22,23,28,31,32,38,50,63
336,92,1,16,26.49,30.75,0.98,7.28,26,50,52,92,93,-1,-1,-1,-1,-1,22,23,31,32,38,94,-1,-1,-1,-1,2,26,50,52,63,67,75,77,85,92,93,11,15,22,23,28,31,32,38,74,81,94
336,93,1,16,26.49,27.22,0.14,49.5,26,52,92,93,94,-1,-1,-1,-1,-1,22,23,31,32,38,50,-1,-1,-1,-1,2,26,52,63,67,74,75,92,93,94,-1,11,15,22,23,28,31,32,38,50,77,81
336,94,1,16,26.23,23.97,0.09,172.29,23,93,94,-1,-1,-1,-1,-1,-1,-1,22,26,31,32,38,50,52,92,-1,-1,15,23,74,75,93,94,-1,-1,-1,-1,-1,2,11,22,26,28,31,32,38,50,52,63
337,2,0,0,28.5,29.56,1.23,41.49,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,63,67,74,75,77,85,92,93,-1,-1,11,15,22,23,26,28,31,32,38,50,52
337,11,0,0,28.07,43.94,0.88,266.84,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,28,63,67,74,75,77,81,85,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,22,23,26,28,31,32,38,50,52
337,15,0,0,27.67,19.77,0.91,318.84,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,28,63,67,74,75,77,81,85,15,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,22,23,26,28,31,32,38,50,52
337,28,0,0,34.18,29.56,1.27,336.09,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,63,67,74,75,77,81,85,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,31,32,38,50,52
337,63,0,0,28.14,31.06,0.99,352.0,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,26,63,67,74,75,77,85,92,93,-1,11,15,22,23,28,31,32,38,50,52,81
337,67,0,0,27.72,29.71,0.97,317.59,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,26,52,63,67,74,75,77,85,92,93,11,15,22,23,28,31,32,38,50,81,94
337,74,0,0,28.27,26.15,1.39,354.73,2,63,67,74,75,-1,-1,-1,-1,-1,11,15,28,77,81,85,-1,-1,-1,-1,2,63,67,74,75,93,94,-1,-1,-1,-1,11,15,22,23,26,28,31,32,38,50,52
337,75,0,0,28.35,27.97,1.28,326.44,2,63,67,74,75,77,-1,-1,-1,-1,11,15,28,81,85,-1,-1,-1,-1,-1,2,52,63,67,74,75,77,92,93,94,-1,11,15,22,23,26,28,31,32,38,50,81
337,77,0,0,28.34,32.71,0.9,249.4,2,63,67,75,77,85,-1,-1,-1,-1,11,15,28,74,81,-1,-1,-1,-1,-1,2,26,50,63,67,75,77,85,92,-1,-1,11,15,22,23,28,31,32,38,52,74,81
337,81,0,0,29.01,10.73,0.58,246.49,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,28,63,67,74,75,77,85,22,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,23,26,28,31,32,38,50,52
337,85,0,0,28.88,33.98,2.1,345.73,2,63,67,77,85,-1,-1,-1,-1,-1,11,15,28,74,75,81,-1,-1,-1,-1,2,26,50,63,67,77,85,92,-1,-1,-1,11,15,22,23,28,31,32,38,52,74,75
337,22,1,0,25.56,10.13,0.35,161.85,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,26,31,32,38,50,52,92,93,94,22,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,23,26,28,31,32,38,50,52
337,23,1,0,22.39,21.64,0.59,353.74,23,94,-1,-1,-1,-1,-1,-1,-1,-1,22,26,31,32,38,50,52,92,93,-1,23,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,26,28,31,32,38,50,52
337,26,1,0,24.23,32.98,2.4,6.07,26,50,52,92,-1,-1,-1,-1,-1,-1,22,23,31,32,38,93,94,-1,-1,-1,26,50,52,63,67,77,85,92,-1,-1,-1,2,11,15,22,23,28,31,32,38,74,75
337,31,1,0,15.11,20.1,1.03,209.28,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,32,38,50,52,92,93,94,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,32,38,50,52
337,32,1,0,21.88,44.44,1.96,276.79,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,31,38,50,52,92,93,94,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,31,38,50,52
337,38,1,0,16.75,35.51,0.29,176.86,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,31,32,50,52,92,93,94,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,31,32,50,52
337,50,1,0,25.82,35.53,1.04,73.29,26,50,92,-1,-1,-1,-1,-1,-1,-1,22,23,31,32,38,52,93,94,-1,-1,26,50,77,85,92,-1,-1,-1,-1,-1,-1,2,11,15,22,23,28,31,32,38,52,63
337,52,1,0,23.57,28.59,0.93,61.9,26,52,92,93,-1,-1,-1,-1,-1,-1,22,23,31,32,38,50,94,-1,-1,-1,26,52,67,75,92,93,-1,-1,-1,-1,-1,2,11,15,22,23,28,31,32,38,50,63
337,92,1,0,26.75,31.66,1.22,11.14,26,50,52,92,93,-1,-1,-1,-1,-1,22,23,31,32,38,94,-1,-1,-1,-1,2,26,50,52,63,67,75,77,85,92,93,11,15,22,23,28,31,32,38,74,81,94
337,93,1,0,26.56,27.57,1.27,26.46,52,92,93,94,-1,-1,-1,-1,-1,-1,22,23,26,31,32,38,50,-1,-1,-1,2,52,63,67,74,75,92,93,94,-1,-1,11,15,22,23,26,28,31,32,38,50,77
337,94,1,0,26.35,23.9,0.93,47.08,23,93,94,-1,-1,-1,-1,-1,-1,-1,22,26,31,32,38,50,52,92,-1,-1,15,23,74,75,93,94,-1,-1,-1,-1,-1,2,11,22,26,28,31,32,38,50,52,63
338,2,0,10,30.24,31.54,3.66,45.88,2,28,63,67,74,75,77,85,-1,-1,11,15,81,-1,-1,-1,-1,-1,-1,-1,2,28,63,67,74,75,77,85,92,93,-1,11,15,22,23,26,31,32,38,50,52,81
338,11,0,10,26.14,43.92,2.73,256.85,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,28,63,67,74,75,77,81,85,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,22,23,26,28,31,32,38,50,52
338,15,0,10,26.39,21.4,4.0,329.24,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,28,63,67,74,75,77,81,85,15,23,94,-1,-1,-1,-1,-1,-1,-1,-1,2,11,22,26,28,31,32,38,50,52,63
338,28,0,10,33.1,32.09,4.18,331.31,2,28,-1,-1,-1,-1,-1,-1,-1,-1,11,15,63,67,74,75,77,81,85,-1,2,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,15,22,23,26,31,32,38,50,52,63
338,63,0,10,27.8,33.1,2.8,346.72,2,63,67,74,75,77,85,-1,-1,-1,11,15,28,81,-1,-1,-1,-1,-1,-1,2,26,50,52,63,67,74,75,77,85,92,11,15,22,23,28,31,32,38,81,94,-1
338,67,0,10,26.33,31.32,3.25,323.62,2,63,67,74,75,77,-1,-1,-1,-1,11,15,28,81,85,-1,-1,-1,-1,-1,2,26,52,63,67,74,75,77,92,93,-1,11,15,22,23,28,31,32,38,50,81,85
338,74,0,10,28.08,28.85,3.51,75.2,2,63,67,74,75,-1,-1,-1,-1,-1,11,15,28,77,81,85,-1,-1,-1,-1,2,52,63,67,74,75,92,93,94,-1,-1,11,15,22,23,26,28,31,32,38,50,77
338,75,0,10,27.08,30.05,3.26,332.35,2,63,67,74,75,77,-1,-1,-1,-1,11,15,28,81,85,-1,-1,-1,-1,-1,2,52,63,67,74,75,77,92,93,94,-1,11,15,22,23,26,28,31,32,38,50,81
338,77,0,10,28.12,34.64,3.09,349.71,2,63,67,75,77,85,-1,-1,-1,-1,11,15,28,74,81,-1,-1,-1,-1,-1,2,26,50,63,67,75,77,85,92,-1,-1,11,15,22,23,28,31,32,38,52,74,81
338,81,0,10,27.73,10.38,2.31,254.7,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,28,63,67,74,75,77,85,22,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,23,26,28,31,32,38,50,52
338,85,0,10,28.66,35.82,2.47,78.23,2,63,77,85,-1,-1,-1,-1,-1,-1,11,15,28,67,74,75,81,-1,-1,-1,2,26,50,63,77,85,92,-1,-1,-1,-1,11,15,22,23,28,31,32,38,52,67,74
338,22,1,10,25.12,9.72,1.44,243.59,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,26,31,32,38,50,52,92,93,94,22,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,23,26,28,31,32,38,50,52
338,23,1,10,22.24,22.98,2.88,356.94,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,26,31,32,38,50,52,92,93,94,15,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,22,26,28,31,32,38,50,52,63
338,26,1,10,24.82,35.18,3.13,18.73,26,50,52,92,-1,-1,-1,-1,-1,-1,22,23,31,32,38,93,94,-1,-1,-1,26,50,52,63,67,77,85,92,-1,-1,-1,2,11,15,22,23,28,31,32,38,74,75
338,31,1,10,14.08,19.04,1.27,273.48,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,32,38,50,52,92,93,94,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,32,38,50,52
338,32,1,10,19.71,44.82,1.71,289.37,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,26,31,38,50,52,92,93,94,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,11,15,22,23,26,28,31,38,50,52
